chrom	start	end
chr2L	7287327	7291315
chr2L	7294592	7299049
chr2L	7317993	7322190
chr2L	7322805	7324677
chr2L	7325287	7326108
chr2L	7326371	7328641
chr2L	7353221	7355708
chr2L	7357693	7360904
chr2L	7361189	7362378
chr2L	7579672	7581669
chr2L	7594489	7595221
chr2L	7595564	7600292
chr2L	7617912	7621238
chr2L	7625675	7628799
chr2L	7749448	7751271
chr2L	8795179	8797590
chr2L	8803033	8805007
chr2L	8817104	8818588
chr2L	8820421	8822841
chr2L	8834209	8839726
chr2L	8844742	8848081
chr2L	8855452	8857159
chr2L	8872097	8876841
chr2L	8877662	8880237
chr2L	8881034	8881807
chr2L	8951487	8951808
chr2L	9082781	9083760
chr2L	9089697	9091097
chr2L	9305142	9310670
chr2L	9368651	9370249
chr2L	9601995	9602818
chr2L	9680099	9682296
chr2L	10023009	10026214
chr2L	10044776	10046009
chr2L	10655683	10656521
chr2L	11069538	11070545
chr2L	11071700	11072679
chr2L	11294387	11301941
chr2L	11322628	11330167
chr2L	11333447	11336422
chr2L	11336779	11337847
chr2L	11377777	11383539
chr2L	11383908	11386769
chr2L	11393516	11396187
chr2L	11396506	11402782
chr2L	11404613	11406788
chr2L	11407041	11409437
chr2L	11418258	11421011
chr2L	11447123	11447996
chr2L	11453068	11455278
chr2L	11473631	11476511
chr2L	11639803	11641042
chr2L	11977266	11978039
chr2L	12003066	12003904
chr2L	12112368	12113622
chr2L	12576054	12579151
chr2L	12648712	12652334
chr2L	12655374	12656190
chr2L	12829465	12832700
chr2L	12833202	12834518
chr2L	12835956	12839445
chr2L	12851322	12853850
chr2L	12854223	12855309
chr2L	12871859	12874314
chr2L	12986900	12987580
chr2L	13061374	13064663
chr2L	13068123	13070009
chr2L	13070567	13075123
chr2L	13077148	13081526
chr2L	13086541	13088241
chr2L	13092890	13094562
chr2L	13095199	13096494
chr2L	13101432	13102941
chr2L	13112537	13114370
chr2L	13120997	13122636
chr2L	13126785	13127990
chr2L	13128391	13130533
chr2L	13137818	13138882
chr2L	13731463	13733825
chr2L	14011020	14012750
chr2L	14020764	14021207
chr2L	14025078	14026049
chr2L	14183014	14183749
chr2L	14245332	14248879
chr2L	14251719	14254424
chr2L	14254804	14255566
chr2L	14255876	14258174
chr2L	14369056	14372273
chr2L	14385019	14388968
chr2L	14414819	14416632
chr2L	14418195	14419718
chr2L	14421396	14422848
chr2L	14435908	14437828
chr2L	14451097	14453024
chr2L	14453926	14454900
chr2L	14458117	14458944
chr2L	14459204	14464986
chr2L	14470120	14471370
chr2L	14471582	14473073
chr2L	14474565	14475565
chr2L	14502175	14505567
chr2L	14506207	14507858
chr2L	14517681	14523079
chr2L	14527791	14529904
chr2L	14530359	14531727
chr2L	14538008	14540861
chr2L	14552018	14557532
chr2L	14566726	14567738
chr2L	14568467	14569202
chr2L	14569594	14574205
chr2L	14592934	14595782
chr2L	14695971	14698861
chr2L	14998132	15000896
chr2L	15001172	15003625
chr2L	15097672	15098807
chr2L	15209842	15213355
chr2L	15276250	15277111
chr2L	15300139	15301566
chr2L	15304310	15305671
chr2L	15311255	15313309
chr2L	15313560	15314578
chr2L	15323284	15323957
chr2L	15327959	15330327
chr2L	15339148	15340351
chr2L	15348072	15349983
chr2L	15356041	15356941
chr2L	15363231	15365264
chr2L	15368584	15369363
chr2L	15376934	15378787
chr2L	15379497	15382268
chr2L	15384440	15387819
chr2L	15388096	15391233
chr2L	15397169	15398514
chr2L	15401138	15402388
chr2L	15407564	15408963
chr2L	15412239	15414759
chr2L	15457277	15461097
chr2L	15461464	15462613
chr2L	15472282	15473187
chr2L	15473559	15475228
chr2L	15536845	15538634
chr2L	16081995	16084271
chr2L	16147943	16148538
chr2L	16387792	16391746
chr2L	16396745	16398238
chr2L	16458057	16459701
chr2L	16462879	16465823
chr2L	16699963	16704104
chr2L	16867133	16867659
chr2L	16926964	16930269
chr2L	16995346	16997589
chr2L	17039404	17042313
chr2L	17267322	17268883
chr2L	17621212	17621894
chr2L	17780680	17782363
chr2L	17783686	17785514
chr2L	17881504	17883800
chr2L	18297692	18299084
chr2L	18303137	18305085
chr2L	18312660	18313264
chr2L	18317282	18319046
chr2L	18514157	18517173
chr2L	18612621	18614182
chr2L	18662244	18663432
chr2L	18740854	18742975
chr2L	18751823	18753733
chr2L	18793841	18794732
chr2L	18889626	18892082
chr2L	18907362	18909631
chr2L	19222016	19227722
chr2L	19228002	19229933
chr2L	19230167	19233636
chr2L	19234696	19236817
chr2L	19764152	19765140
chr2L	20115685	20116127
chr2L	20120333	20121325
chr2L	20242577	20243035
chr2L	20637943	20638757
chr2L	20820950	20822704
chr2L	20940070	20941414
chr2L	20942306	20943520
chr2L	20956243	20956880
chr2L	20957369	20958286
chr2L	20961106	20961573
chr2L	21796231	21796908
chr2L	21812503	21813541
chr2L	21839855	21841606
chr2L	21879266	21879917
chr2L	21899272	21900134
chr2L	21993319	21993922
chr2R	5055206	5055874
chr2R	5749716	5751335
chr2R	7141411	7142778
chr2R	7223596	7224411
chr2R	7240902	7242934
chr2R	7246252	7247110
chr2R	7302333	7304136
chr2R	7304529	7305878
chr2R	7306210	7307279
chr2R	7308814	7310250
chr2R	8797490	8798130
chr2R	10547975	10548982
chr2R	10549253	10553226
chr2R	10553645	10555879
chr2R	10913313	10918165
chr2R	10918529	10921050
chr2R	10921308	10927416
chr2R	10930085	10937576
chr2R	10955574	10960673
chr2R	10971986	10976083
chr2R	11127160	11131777
chr2R	11435272	11435939
chr2R	11466909	11467880
chr2R	11468100	11469909
chr2R	11470628	11472762
chr2R	11513029	11514068
chr2R	11514759	11515405
chr2R	11515623	11517122
chr2R	11517643	11521538
chr2R	11521821	11523186
chr2R	11532267	11534706
chr2R	11534964	11539793
chr2R	11540073	11551440
chr2R	11552002	11555496
chr2R	11556985	11559239
chr2R	11560045	11563645
chr2R	11568873	11570903
chr2R	11707766	11708757
chr2R	11728455	11730131
chr2R	11730421	11733925
chr2R	11735385	11739095
chr2R	11740970	11745125
chr2R	11745443	11751680
chr2R	11751897	11753765
chr2R	11754162	11756015
chr2R	11814463	11817640
chr2R	11820899	11822678
chr2R	11822998	11823922
chr2R	11913431	11916670
chr2R	11935830	11936965
chr2R	11996741	12001471
chr2R	12126743	12131246
chr2R	12216026	12219747
chr2R	12237124	12238895
chr2R	12400347	12401720
chr2R	12524470	12526320
chr2R	12697121	12699028
chr2R	12831789	12837404
chr2R	12986784	12990183
chr2R	13011285	13016032
chr2R	13016835	13017735
chr2R	13018016	13027551
chr2R	13027791	13034262
chr2R	13034468	13036702
chr2R	13038173	13039523
chr2R	13081145	13085159
chr2R	13316390	13320561
chr2R	13366776	13370659
chr2R	13381771	13385272
chr2R	13385585	13387603
chr2R	13399795	13406042
chr2R	13759085	13763235
chr2R	14216977	14218552
chr2R	14416361	14416936
chr2R	14466130	14467456
chr2R	14479078	14480280
chr2R	14518357	14519557
chr2R	14519997	14520580
chr2R	14810974	14813449
chr2R	14998642	15003699
chr2R	15043220	15046191
chr2R	15046402	15047677
chr2R	15062041	15073023
chr2R	15099907	15102304
chr2R	15109289	15109827
chr2R	15150657	15151190
chr2R	15329064	15330112
chr2R	15483241	15484300
chr2R	15583206	15585733
chr2R	15600117	15602692
chr2R	15603394	15606580
chr2R	15714018	15718237
chr2R	15719417	15724332
chr2R	16450010	16454991
chr2R	16455926	16463065
chr2R	16474867	16476884
chr2R	16482838	16484299
chr2R	16739394	16744026
chr2R	16798331	16798992
chr2R	16821872	16822323
chr2R	16919998	16920992
chr2R	16921318	16921957
chr2R	16922225	16924650
chr2R	17114525	17118007
chr2R	17496918	17499266
chr2R	17501073	17502217
chr2R	17641483	17644805
chr2R	17930350	17931384
chr2R	17934274	17936079
chr2R	17960201	17962917
chr2R	18036300	18040546
chr2R	18115807	18117489
chr2R	18211093	18216367
chr2R	18218748	18220775
chr2R	18220990	18223514
chr2R	18959951	18963306
chr2R	19011484	19017745
chr2R	19047573	19050194
chr2R	19063271	19066378
chr2R	19266960	19269747
chr2R	19648605	19651946
chr2R	19774302	19776702
chr2R	19793398	19803940
chr2R	19804156	19813523
chr2R	19819717	19821736
chr2R	19848445	19851549
chr2R	19854450	19858501
chr2R	19873656	19878506
chr2R	19881666	19883776
chr2R	19884211	19887651
chr2R	19922254	19924985
chr2R	19928924	19932178
chr2R	19962624	19963695
chr2R	19964128	19973041
chr2R	19988863	19993288
chr2R	20024720	20033872
chr2R	20034125	20047602
chr2R	20060072	20068315
chr2R	20068527	20069459
chr2R	20096368	20108217
chr2R	20123216	20127778
chr2R	20128270	20130384
chr2R	20157967	20168554
chr2R	20170089	20174588
chr2R	20175183	20188513
chr2R	20188775	20197928
chr2R	20201326	20203230
chr2R	20203694	20211374
chr2R	20295517	20299688
chr2R	20336007	20338530
chr2R	20388987	20392200
chr2R	20392655	20396451
chr2R	20398854	20402269
chr2R	20407837	20411818
chr2R	20412262	20416266
chr2R	20417647	20420741
chr2R	20514233	20520954
chr2R	20756028	20757775
chr2R	20758042	20761176
chr2R	20796806	20798992
chr2R	20802390	20807439
chr2R	20814104	20817326
chr2R	20841720	20847091
chr2R	20854454	20856655
chr2R	20905501	20907395
chr2R	20963012	20967988
chr2R	21576469	21577055
chr2R	21577300	21581859
chr2R	21594589	21599465
chr2R	21732891	21738406
chr2R	21747429	21753233
chr2R	21777836	21781859
chr2R	21847312	21851620
chr2R	21851904	21856538
chr2R	22045169	22052348
chr2R	22234144	22235617
chr2R	22239304	22243364
chr2R	22445381	22452616
chr2R	22964291	22967229
chr2R	22967881	22974246
chr2R	23132170	23134431
chr2R	23145389	23148097
chr2R	24319087	24323126
chr2R	24436561	24439533
chr2R	24440492	24443578
chr2R	24643984	24647674
chr2R	24688689	24689478
chr2R	24806103	24808101
chr2R	24813287	24814029
chr2R	24836553	24837979
chr2R	24838450	24841972
chr2R	24865723	24868745
chr2R	25182801	25183412
chr3L	60290	60771
chr3L	62158	64178
chr3L	128323	129226
chr3L	395190	402852
chr3L	409732	412828
chr3L	413061	422180
chr3L	424247	428156
chr3L	428474	430734
chr3L	625547	626563
chr3L	645628	647913
chr3L	658329	665921
chr3L	666136	674589
chr3L	675115	676097
chr3L	717521	722507
chr3L	723952	726396
chr3L	727047	732518
chr3L	758418	763072
chr3L	764577	767922
chr3L	768757	770775
chr3L	771096	773243
chr3L	774763	777135
chr3L	777732	779944
chr3L	780157	782034
chr3L	791013	791709
chr3L	792757	794156
chr3L	799198	800950
chr3L	805893	809974
chr3L	1110438	1112653
chr3L	1112868	1126204
chr3L	1126565	1128701
chr3L	1128989	1132810
chr3L	1133190	1135612
chr3L	3245468	3245700
chr3L	3657896	3658611
chr3L	5277949	5278313
chr3L	5319089	5322750
chr3L	5323064	5327341
chr3L	5387598	5394754
chr3L	5446586	5451305
chr3L	5475690	5477132
chr3L	5485724	5491469
chr3L	5552642	5555131
chr3L	5555847	5557981
chr3L	5609174	5612645
chr3L	5615861	5619650
chr3L	5620727	5625205
chr3L	5846752	5850092
chr3L	5850751	5862310
chr3L	5862709	5864579
chr3L	5878318	5881866
chr3L	5886923	5892140
chr3L	5954633	5960798
chr3L	5963921	5965342
chr3L	5987614	5990350
chr3L	5992222	5994677
chr3L	6044031	6046006
chr3L	6264346	6266483
chr3L	6268341	6270403
chr3L	6271355	6272319
chr3L	6277185	6281047
chr3L	6281446	6284880
chr3L	6285089	6290566
chr3L	6293019	6294375
chr3L	6297306	6300995
chr3L	6306305	6315208
chr3L	6355350	6356638
chr3L	6357426	6358237
chr3L	6358608	6361656
chr3L	6363245	6368267
chr3L	6371278	6372346
chr3L	6381356	6386444
chr3L	6386777	6389779
chr3L	6390227	6393463
chr3L	6395429	6396054
chr3L	6638536	6639972
chr3L	6652145	6659180
chr3L	6709098	6711007
chr3L	6765428	6767936
chr3L	6771070	6771681
chr3L	6772204	6776921
chr3L	6777183	6777966
chr3L	6783215	6785189
chr3L	6797021	6802579
chr3L	6805019	6806381
chr3L	6806751	6810505
chr3L	6816285	6819067
chr3L	6822260	6822814
chr3L	6826556	6832863
chr3L	6833155	6837584
chr3L	6838241	6840087
chr3L	6845076	6848182
chr3L	6848598	6851374
chr3L	6852780	6854462
chr3L	6860701	6864970
chr3L	6867669	6870039
chr3L	6870545	6872372
chr3L	6872843	6877293
chr3L	6902914	6904631
chr3L	6906157	6908593
chr3L	6925798	6926796
chr3L	7412035	7416648
chr3L	7419434	7422051
chr3L	7573674	7579803
chr3L	7580373	7583107
chr3L	7645714	7647905
chr3L	7939746	7944108
chr3L	7952466	7955737
chr3L	7957394	7960780
chr3L	8166303	8167489
chr3L	8203383	8206791
chr3L	8362911	8370253
chr3L	8654530	8669644
chr3L	8670045	8671819
chr3L	8686569	8689390
chr3L	8695985	8697198
chr3L	8697570	8706739
chr3L	8707515	8709333
chr3L	8711411	8714995
chr3L	8715318	8718297
chr3L	8817284	8820473
chr3L	9023157	9037737
chr3L	9037975	9040070
chr3L	9288802	9291730
chr3L	9330050	9330423
chr3L	9505643	9506333
chr3L	9761747	9762776
chr3L	10207874	10210894
chr3L	10225957	10229779
chr3L	10250550	10252707
chr3L	10255878	10259163
chr3L	10261121	10262730
chr3L	10280231	10285033
chr3L	10320855	10322581
chr3L	10374600	10379896
chr3L	10380209	10384363
chr3L	10388756	10394092
chr3L	10394333	10398377
chr3L	10398681	10400664
chr3L	10400913	10408234
chr3L	10418507	10419291
chr3L	10436150	10439226
chr3L	10441661	10453542
chr3L	10706711	10719525
chr3L	10736053	10737894
chr3L	10738146	10741509
chr3L	10742072	10744762
chr3L	10747311	10749321
chr3L	10749528	10753730
chr3L	10755379	10762123
chr3L	10762566	10767517
chr3L	10774275	10781777
chr3L	10806435	10809827
chr3L	10810244	10812965
chr3L	10817590	10820356
chr3L	10828801	10833308
chr3L	10837335	10839133
chr3L	10841679	10843376
chr3L	10843626	10849264
chr3L	10903343	10907956
chr3L	10908193	10920388
chr3L	10921224	10923969
chr3L	10925159	10931587
chr3L	10932310	10936317
chr3L	10937790	10955687
chr3L	10965105	10969623
chr3L	10970982	10971654
chr3L	11010172	11012884
chr3L	11014834	11017010
chr3L	11017704	11021554
chr3L	11257372	11260656
chr3L	11260926	11264733
chr3L	11278167	11281316
chr3L	11281718	11282550
chr3L	11296546	11300349
chr3L	11300559	11305188
chr3L	11305451	11310784
chr3L	11326971	11329568
chr3L	11336420	11340075
chr3L	11350897	11353708
chr3L	11372249	11378902
chr3L	11387306	11390192
chr3L	11390431	11393524
chr3L	11428056	11430770
chr3L	11438606	11441173
chr3L	11441523	11444267
chr3L	11481228	11484013
chr3L	11484596	11487072
chr3L	12095236	12107045
chr3L	12107319	12109557
chr3L	12109800	12110566
chr3L	12318513	12320411
chr3L	12323580	12327903
chr3L	12436294	12445032
chr3L	12445261	12451124
chr3L	12451397	12458497
chr3L	12576744	12577907
chr3L	12601149	12607522
chr3L	12664451	12679034
chr3L	12679255	12685125
chr3L	12687073	12689488
chr3L	12689705	12691381
chr3L	12710414	12716351
chr3L	12716617	12718702
chr3L	12719355	12722465
chr3L	12724148	12727544
chr3L	12727997	12730182
chr3L	12730415	12731621
chr3L	12866724	12869737
chr3L	13050516	13052453
chr3L	13052724	13056334
chr3L	13066532	13067527
chr3L	13069692	13072962
chr3L	13073276	13076867
chr3L	13092441	13095834
chr3L	13096547	13101139
chr3L	13105542	13108937
chr3L	13109267	13112774
chr3L	13126441	13131091
chr3L	13139066	13150195
chr3L	13150526	13152469
chr3L	13157310	13161585
chr3L	13162440	13163553
chr3L	13163789	13167566
chr3L	13167846	13173613
chr3L	13181560	13188073
chr3L	13188349	13200563
chr3L	13219131	13222159
chr3L	13292481	13296528
chr3L	13319578	13321774
chr3L	13335374	13337039
chr3L	13402376	13409709
chr3L	13934768	13937684
chr3L	14143581	14145168
chr3L	14145983	14147407
chr3L	14150081	14150789
chr3L	14151516	14152513
chr3L	14155975	14157622
chr3L	14183100	14184816
chr3L	14240442	14242134
chr3L	14242355	14243279
chr3L	14251556	14254965
chr3L	14272067	14273596
chr3L	14374211	14376200
chr3L	14376613	14380451
chr3L	14395908	14400166
chr3L	14552116	14554512
chr3L	14578889	14579640
chr3L	14600533	14601025
chr3L	14607239	14609468
chr3L	14611745	14613018
chr3L	14965629	14968495
chr3L	15169753	15171400
chr3L	15180035	15181288
chr3L	15184932	15186713
chr3L	15188683	15189202
chr3L	15193992	15196750
chr3L	15196972	15198128
chr3L	15198712	15201684
chr3L	15211185	15213565
chr3L	15213961	15216890
chr3L	15217138	15218055
chr3L	15219345	15221982
chr3L	15223073	15227185
chr3L	15228279	15232023
chr3L	15246082	15247165
chr3L	15250346	15251887
chr3L	15256640	15259491
chr3L	15260473	15261148
chr3L	15264266	15265042
chr3L	15266037	15266821
chr3L	15267216	15269073
chr3L	15312227	15315642
chr3L	15386464	15390702
chr3L	15391936	15393000
chr3L	15514337	15515936
chr3L	15670027	15671918
chr3L	15674611	15676730
chr3L	15677026	15678472
chr3L	15694593	15696427
chr3L	15711500	15716285
chr3L	15738853	15742665
chr3L	15748913	15751073
chr3L	15752566	15757238
chr3L	15760990	15765517
chr3L	15765965	15767106
chr3L	15771003	15773965
chr3L	15777798	15778902
chr3L	15781873	15785190
chr3L	16015271	16015925
chr3L	16165294	16168935
chr3L	16179235	16184098
chr3L	16188920	16190317
chr3L	16190629	16194696
chr3L	16195065	16196172
chr3L	16274698	16276756
chr3L	16334018	16336357
chr3L	16602165	16602779
chr3L	16742867	16749299
chr3L	16749540	16755241
chr3L	16756689	16757514
chr3L	16829757	16831969
chr3L	16833682	16837983
chr3L	17278520	17282097
chr3L	17339868	17340133
chr3L	17391270	17392791
chr3L	17776897	17782111
chr3L	17917752	17918399
chr3L	17922147	17923403
chr3L	17924894	17925849
chr3L	17926378	17929231
chr3L	18190154	18191268
chr3L	18205205	18207391
chr3L	18209397	18211420
chr3L	18211722	18214706
chr3L	18215053	18220518
chr3L	18220790	18222098
chr3L	18223234	18227216
chr3L	18244555	18245828
chr3L	18246691	18249973
chr3L	18256122	18259860
chr3L	18273422	18278606
chr3L	18280380	18282659
chr3L	18308678	18315078
chr3L	18319382	18325739
chr3L	18399990	18403690
chr3L	18678214	18679960
chr3L	18958855	18959442
chr3L	19054123	19055179
chr3L	19056175	19059072
chr3L	19292813	19293404
chr3L	19479650	19482231
chr3L	19675524	19676923
chr3L	19681914	19683839
chr3L	19695420	19697650
chr3L	19698550	19699368
chr3L	20544058	20544525
chr3L	20544880	20545441
chr3L	20548873	20550022
chr3L	20551986	20553391
chr3L	20555673	20557126
chr3L	20557375	20558824
chr3L	20559605	20561028
chr3L	20561488	20563055
chr3L	20563795	20565528
chr3L	20579591	20580929
chr3L	20582356	20583452
chr3L	20630645	20632778
chr3L	20644886	20646189
chr3L	20648000	20649976
chr3L	20651653	20652484
chr3L	20655553	20657622
chr3L	20660018	20661944
chr3L	20668302	20670258
chr3L	20671533	20673409
chr3L	20683027	20684075
chr3L	20684479	20687841
chr3L	20688600	20689875
chr3L	20703493	20704965
chr3L	20706521	20707362
chr3L	20707589	20708514
chr3L	20720935	20724163
chr3L	20910065	20910874
chr3L	20916956	20918281
chr3L	20921885	20922951
chr3L	20923351	20924038
chr3L	20924434	20925583
chr3L	20951987	20954166
chr3L	20977235	20980543
chr3L	20980965	20985053
chr3L	20987824	20988994
chr3L	20989905	20991297
chr3L	21380458	21381617
chr3L	21458779	21461031
chr3L	21462451	21463345
chr3L	21483538	21484282
chr3L	21581622	21582114
chr3L	21582320	21583461
chr3L	21584567	21586054
chr3L	21685263	21686733
chr3L	21689023	21689685
chr3L	21720855	21721738
chr3L	21800313	21800918
chr3L	21804709	21805353
chr3L	22095980	22097589
chr3L	22098612	22099232
chr3L	22108199	22109965
chr3L	22129295	22130841
chr3L	22408087	22408651
chr3L	22418972	22419631
chr3L	22437580	22438722
chr3L	22440426	22441257
chr3L	22444397	22445771
chr3L	22846008	22846845
chr3L	22847668	22848226
chr3L	22857008	22859192
chr3L	22933914	22934510
chr3L	23123633	23125930
chr3L	24535036	24536183
chr3R	4187034	4187601
chr3R	4873031	4874072
chr3R	4878765	4880525
chr3R	4881494	4882233
chr3R	4882484	4883219
chr3R	4895659	4896143
chr3R	4901365	4902463
chr3R	4962724	4963122
chr3R	4970551	4971206
chr3R	4973648	4974309
chr3R	4975758	4976651
chr3R	4978384	4980028
chr3R	5022370	5024884
chr3R	5028283	5029281
chr3R	5033085	5033861
chr3R	5035342	5036256
chr3R	5036730	5039446
chr3R	5041376	5042043
chr3R	5055935	5057802
chr3R	5061987	5063841
chr3R	5067007	5068215
chr3R	5090443	5091768
chr3R	5094918	5095546
chr3R	5110500	5111942
chr3R	5112935	5113888
chr3R	5503884	5504400
chr3R	6045253	6048996
chr3R	6058441	6059630
chr3R	6105225	6106252
chr3R	6141659	6142230
chr3R	6170559	6171173
chr3R	6239594	6241356
chr3R	6252683	6253936
chr3R	6682868	6683851
chr3R	6748921	6749643
chr3R	6870051	6871604
chr3R	7029884	7030990
chr3R	7089574	7090601
chr3R	7312945	7313856
chr3R	7322422	7323019
chr3R	7327906	7328685
chr3R	7329794	7331000
chr3R	7753532	7753885
chr3R	7970678	7971370
chr3R	8130636	8131883
chr3R	8132315	8134851
chr3R	8139115	8139908
chr3R	8141765	8143317
chr3R	8145493	8147296
chr3R	8208722	8210671
chr3R	8212827	8215100
chr3R	8215343	8216108
chr3R	8353946	8355986
chr3R	8945556	8946269
chr3R	8969193	8970024
chr3R	8971349	8972190
chr3R	8978459	8980028
chr3R	9873232	9873978
chr3R	10079048	10081152
chr3R	10081749	10082537
chr3R	10454837	10456108
chr3R	10459749	10460720
chr3R	10466935	10467503
chr3R	10470323	10471111
chr3R	10472864	10475910
chr3R	10479467	10480228
chr3R	10486286	10486933
chr3R	10493935	10496217
chr3R	10499752	10501546
chr3R	10504005	10505281
chr3R	10660571	10661252
chr3R	10661697	10662721
chr3R	10685890	10686851
chr3R	10817565	10820709
chr3R	11873342	11875674
chr3R	12065893	12068215
chr3R	12226452	12229317
chr3R	12243657	12244923
chr3R	12307048	12308345
chr3R	12319073	12319927
chr3R	12342979	12345337
chr3R	12356660	12358900
chr3R	12500575	12501458
chr3R	12621223	12622885
chr3R	13274856	13278075
chr3R	13349650	13353438
chr3R	13359643	13360593
chr3R	13467354	13471372
chr3R	13506285	13506795
chr3R	13524152	13525252
chr3R	13525488	13528478
chr3R	13548896	13550354
chr3R	13552226	13554534
chr3R	13788755	13791904
chr3R	13792145	13796558
chr3R	13797589	13799045
chr3R	13804237	13806700
chr3R	13820955	13823665
chr3R	13845641	13848303
chr3R	13848529	13852871
chr3R	13857608	13864360
chr3R	13877201	13878323
chr3R	13880751	13892848
chr3R	13893437	13899995
chr3R	13912016	13913349
chr3R	13914637	13916611
chr3R	13916837	13920213
chr3R	13920703	13925428
chr3R	13926242	13930207
chr3R	13930569	13937066
chr3R	13938717	13939372
chr3R	13955134	13957062
chr3R	14040504	14045524
chr3R	14134308	14137538
chr3R	14381712	14384910
chr3R	14484248	14489516
chr3R	14489748	14491771
chr3R	14492033	14495066
chr3R	15436869	15438325
chr3R	15477554	15480882
chr3R	15553884	15558329
chr3R	15562329	15566850
chr3R	15567225	15569507
chr3R	15571977	15575752
chr3R	15577842	15580332
chr3R	15587051	15588636
chr3R	15588910	15591366
chr3R	15595373	15597115
chr3R	15613640	15619057
chr3R	15639738	15645651
chr3R	15645894	15647344
chr3R	15647804	15648486
chr3R	15649852	15653521
chr3R	15664570	15665912
chr3R	15919681	15920424
chr3R	16021264	16025091
chr3R	16110074	16111750
chr3R	16111959	16115521
chr3R	16210227	16211259
chr3R	16220572	16222363
chr3R	16409348	16410143
chr3R	16410404	16411149
chr3R	16413369	16418006
chr3R	16418273	16426510
chr3R	16734449	16735008
chr3R	17208125	17210735
chr3R	17211703	17216844
chr3R	17295742	17297125
chr3R	17305450	17309986
chr3R	17528042	17531191
chr3R	17591717	17593060
chr3R	17602266	17605100
chr3R	17763644	17768049
chr3R	18040451	18042161
chr3R	18056728	18059073
chr3R	18059391	18061536
chr3R	18063145	18066304
chr3R	18066528	18069460
chr3R	18069756	18078842
chr3R	18135613	18136341
chr3R	18136550	18138906
chr3R	18139888	18144279
chr3R	18144602	18150765
chr3R	18153656	18155933
chr3R	18860360	18863538
chr3R	18888718	18893996
chr3R	19251317	19252638
chr3R	19261584	19263716
chr3R	19264756	19268559
chr3R	19268941	19275338
chr3R	19275572	19278532
chr3R	19292861	19295292
chr3R	19333096	19343595
chr3R	19346030	19351020
chr3R	19351364	19353766
chr3R	19355536	19356835
chr3R	19788517	19791615
chr3R	20060545	20063867
chr3R	20098599	20103133
chr3R	20152859	20156681
chr3R	20181571	20187168
chr3R	20187450	20190678
chr3R	20334169	20337581
chr3R	20352763	20355245
chr3R	20486940	20490203
chr3R	20515959	20516619
chr3R	20517028	20523179
chr3R	20662408	20668630
chr3R	20727162	20730983
