chrom	start	end	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	class
chr4	1112373	1113373	650	274	659	1263	972	1986	609	271	233	664	317	323	start
chr4	1114754	1115754	60	27	94	23	31	69	54	22	7	27	6	17	start
chr4	1123666	1124666	635	269	771	148	141	288	363	124	100	92	39	48	start
chr4	1231382	1232382	59	28	70	33	20	94	93	21	39	43	12	20	start
chrX	8385280	8386280	73	32	69	37	36	62	40	14	16	11	14	14	start
chrX	16751688	16752688	443	213	612	187	190	418	195	70	72	199	75	77	start
chrX	3134369	3135369	3827	1613	3158	1608	1293	2305	1589	807	748	1100	512	517	start
chrX	4132386	4133386	82	43	129	44	44	115	70	19	27	53	17	22	start
chrX	4133882	4134882	68	37	109	90	93	180	73	23	20	74	40	34	start
chrX	4138552	4139552	90	32	112	52	50	112	42	10	34	66	25	26	start
chrX	4139674	4140674	76	52	92	64	42	103	29	9	22	49	24	23	start
chrX	7165950	7166950	237	122	343	107	39	46	105	45	81	27	15	34	start
chrX	7280588	7281588	135	75	149	172	109	250	77	47	49	76	32	39	start
chrX	11492634	11493634	2132	900	2412	1259	1026	2060	1106	401	340	964	332	351	start
chrX	11493318	11494318	1071	448	1160	479	358	954	686	286	248	465	169	186	start
chrX	14679067	14680067	273	97	254	72	89	95	78	30	53	45	15	43	start
chrX	15712127	15713127	1381	651	1765	615	421	1136	722	257	242	509	215	177	start
chrX	15713140	15714140	1223	595	1330	1133	852	1663	608	241	211	785	355	290	start
chrX	18863449	18864449	3218	1531	2855	1242	856	1667	1526	686	726	896	454	412	start
chrX	126948	127948	386	172	528	173	160	479	227	81	72	178	65	61	start
chrX	126952	127952	386	172	530	173	159	477	226	81	72	175	66	61	start
chrX	130534	131534	86	54	80	27	21	110	51	26	31	45	7	22	start
chrX	257834	258834	60	31	73	46	30	63	35	17	16	29	7	23	start
chrX	257964	258964	80	34	92	57	47	77	41	19	22	35	11	27	start
chrX	316075	317075	57	27	67	68	71	110	45	8	6	36	16	25	start
chrX	391334	392334	77	39	85	53	51	105	65	22	24	47	23	12	start
chrX	508934	509934	112	55	126	107	66	104	66	23	44	57	34	26	start
chrX	647982	648982	113	59	169	76	84	192	113	27	46	69	34	34	start
chrX	784245	785245	2003	869	1763	1396	1069	2024	868	458	396	888	396	366	start
chrX	807716	808716	124	66	197	38	73	110	78	33	45	43	11	17	start
chrX	1411225	1412225	4372	1579	3523	507	324	599	2006	1053	1048	287	95	114	start
chrX	1413300	1414300	103	36	110	71	62	96	58	25	32	42	14	27	start
chrX	1773218	1774218	1325	582	1295	746	576	1326	621	188	209	653	262	233	start
chrX	1823661	1824661	634	244	522	612	608	1086	295	186	176	472	285	247	start
chrX	1824442	1825442	832	398	793	876	872	1503	435	269	268	719	403	397	start
chrX	1824562	1825562	831	393	784	885	887	1504	430	249	261	723	395	388	start
chrX	1826846	1827846	697	299	753	252	188	280	223	100	128	138	57	80	start
chrX	1830802	1831802	1634	692	1870	720	672	1469	811	308	277	677	255	240	start
chrX	1941439	1942439	659	238	795	404	293	345	203	102	91	161	103	65	start
chrX	2224795	2225795	805	306	665	346	279	659	264	129	115	290	126	126	start
chrX	2469959	2470959	617	277	663	422	264	602	298	92	124	314	105	95	start
chrX	2739883	2740883	114	30	120	32	27	61	49	28	30	20	11	6	start
chrX	2988550	2989550	194	84	163	169	131	177	84	40	38	120	79	45	start
chrX	3175939	3176939	1575	621	1225	1627	1194	2085	877	455	420	825	511	465	start
chrX	3255567	3256567	2695	980	2190	1010	907	1106	1020	581	477	485	323	288	start
chrX	3372658	3373658	1166	500	1116	363	312	691	498	215	179	304	124	109	start
chrX	3391896	3392896	933	456	1193	1321	895	1466	437	170	144	626	259	198	start
chrX	3391985	3392985	892	453	1189	1302	873	1423	431	172	127	608	252	203	start
chrX	3510836	3511836	155	83	174	131	81	212	102	41	36	89	37	27	start
chrX	3668336	3669336	114	81	121	82	77	127	68	31	24	52	14	24	start
chrX	3668400	3669400	115	78	118	90	73	124	70	34	22	54	16	25	start
chrX	3931499	3932499	122	51	139	74	60	113	72	26	40	55	23	29	start
chrX	3931655	3932655	109	45	133	68	64	107	75	24	40	57	21	29	start
chrX	4062358	4063358	81	26	81	55	36	62	47	23	28	42	6	31	start
chrX	4322125	4323125	1572	624	1842	659	522	1149	861	350	315	501	228	219	start
chrX	4323108	4324108	983	479	924	429	384	541	358	188	205	208	129	100	start
chrX	4387175	4388175	778	206	397	545	533	860	277	133	146	296	156	128	start
chrX	4412355	4413355	884	344	486	583	470	770	343	175	165	301	140	131	start
chrX	4412961	4413961	584	205	312	432	354	569	246	101	90	187	82	97	start
chrX	4426634	4427634	3562	1739	2774	2140	1766	2218	1293	870	758	1094	753	648	start
chrX	4707415	4708415	259	107	249	200	211	284	146	96	87	75	113	49	start
chrX	4840332	4841332	40	23	40	29	29	59	53	13	17	15	10	16	start
chrX	4956145	4957145	722	383	719	257	225	472	381	156	157	332	130	115	start
chrX	5357771	5358771	37	31	49	35	28	33	48	13	8	14	10	20	start
chrX	5764052	5765052	1278	589	1521	973	758	1539	701	249	291	818	322	263	start
chrX	5765354	5766354	130	65	147	83	109	90	91	31	36	52	19	23	start
chrX	5881979	5882979	171	93	173	130	111	146	112	39	67	87	42	47	start
chrX	6105677	6106677	29	30	50	24	32	53	34	11	17	15	9	18	start
chrX	6540270	6541270	1494	579	1413	1147	923	1480	647	418	262	673	342	278	start
chrX	6545618	6546618	983	400	949	697	588	1222	457	193	172	554	229	185	start
chrX	6907776	6908776	165	86	250	660	429	387	110	42	47	138	74	90	start
chrX	7074049	7075049	248	80	281	125	117	294	98	42	40	104	47	28	start
chrX	7076209	7077209	71	28	62	40	34	76	42	18	18	45	19	24	start
chrX	7195528	7196528	1990	1117	1726	1600	1371	1779	884	626	498	832	587	507	start
chrX	8120779	8121779	423	156	297	212	167	321	161	67	98	170	68	54	start
chrX	8516872	8517872	888	370	730	725	500	951	451	179	142	532	239	167	start
chrX	8516929	8517929	906	376	741	741	508	995	460	183	145	549	246	174	start
chrX	8516987	8517987	956	392	774	772	537	1060	482	195	151	577	267	181	start
chrX	8517008	8518008	979	410	809	805	554	1098	501	203	155	594	282	191	start
chrX	8517240	8518240	1384	569	1152	930	636	1398	725	297	220	715	315	233	start
chrX	8756038	8757038	96	32	80	52	55	91	44	11	25	30	26	18	start
chrX	8906567	8907567	1230	503	1046	989	879	1431	576	293	216	584	316	294	start
chrX	8911867	8912867	129	60	156	51	40	73	117	56	47	34	8	28	start
chrX	8972407	8973407	147	74	206	59	44	82	85	27	52	29	18	20	start
chrX	9029704	9030704	1605	589	1235	549	439	596	542	314	205	255	138	102	start
chrX	9042143	9043143	2879	1473	2785	1794	1504	2284	1314	750	619	1106	691	531	start
chrX	9162754	9163754	992	406	898	420	336	1026	497	205	139	473	148	174	start
chrX	9163662	9164662	2577	1201	2450	1148	960	2022	1179	467	449	1050	382	402	start
chrX	9558164	9559164	69	37	73	61	68	90	34	12	24	35	8	34	start
chrX	10744001	10745001	3831	1653	3238	2532	2121	3235	1605	793	699	1505	709	700	start
chrX	10744933	10745933	3843	1749	3627	2519	1937	3436	1733	803	729	1614	738	721	start
chrX	10877553	10878553	650	332	677	448	316	735	316	114	90	372	157	133	start
chrX	10967221	10968221	132	103	290	264	194	185	91	30	41	59	19	37	start
chrX	11139107	11140107	115	53	132	89	69	144	71	22	33	52	31	30	start
chrX	11139973	11140973	121	60	104	57	39	67	66	21	34	33	15	18	start
chrX	11223785	11224785	78	40	54	62	44	58	53	16	32	22	29	16	start
chrX	11389167	11390167	2054	942	1786	369	289	681	986	468	397	292	116	120	start
chrX	11389568	11390568	2170	1008	1935	363	284	673	1111	492	429	292	113	119	start
chrX	11389871	11390871	1750	817	1500	191	130	290	878	414	366	109	47	57	start
chrX	11621514	11622514	1829	815	1590	932	726	1216	800	399	384	636	358	330	start
chrX	11792032	11793032	2380	1244	2579	969	804	1704	1186	482	500	935	336	309	start
chrX	11792213	11793213	2445	1264	2614	1070	861	1849	1209	497	504	1001	351	343	start
chrX	11792378	11793378	2697	1346	2732	1230	975	2004	1272	533	544	1089	381	370	start
chrX	12043197	12044197	81	41	124	49	47	121	47	19	25	36	28	16	start
chrX	12229422	12230422	60	37	66	46	44	56	30	15	9	36	14	14	start
chrX	12229527	12230527	60	38	66	46	44	56	30	14	10	36	14	14	start
chrX	12785062	12786062	987	380	846	776	662	1197	494	229	237	512	239	218	start
chrX	12790639	12791639	66	29	46	56	75	77	28	11	18	40	13	26	start
chrX	12974182	12975182	62	41	81	52	56	73	38	17	24	39	21	30	start
chrX	13214655	13215655	74	41	71	39	47	64	56	18	19	37	22	21	start
chrX	14277234	14278234	174	63	131	111	80	136	97	38	61	69	22	29	start
chrX	14321725	14322725	205	79	155	245	221	333	103	36	53	189	142	94	start
chrX	14933539	14934539	50	29	67	39	20	55	44	6	19	25	14	8	start
chrX	15068626	15069626	1589	652	1610	742	704	1111	633	277	285	439	225	214	start
chrX	15070962	15071962	681	384	996	133	134	214	415	164	199	112	46	44	start
chrX	15332809	15333809	3824	1690	3387	1828	1333	2173	1621	848	707	1187	629	522	start
chrX	15333719	15334719	1419	578	1334	777	574	1041	643	254	252	504	188	194	start
chrX	15333977	15334977	747	275	581	228	201	323	320	148	146	140	46	61	start
chrX	15334055	15335055	738	279	570	162	147	239	309	152	141	87	28	41	start
chrX	15334065	15335065	732	279	565	162	147	239	307	152	139	87	28	41	start
chrX	15334640	15335640	231	103	192	168	129	249	123	51	67	77	37	38	start
chrX	15986507	15987507	727	316	705	599	439	917	369	128	133	430	181	155	start
chrX	15986665	15987665	696	296	679	565	413	881	351	115	124	411	181	157	start
chrX	16118287	16119287	94	36	100	63	75	117	44	14	21	38	17	34	start
chrX	16640467	16641467	1736	721	1565	293	239	399	760	413	342	186	74	82	start
chrX	16645366	16646366	843	353	970	467	405	516	508	197	166	370	156	84	start
chrX	16968568	16969568	1050	424	932	564	503	804	464	211	196	352	179	158	start
chrX	17159505	17160505	1125	458	1131	551	491	798	431	202	168	452	150	167	start
chrX	17281995	17282995	205	93	160	37	27	25	80	29	51	21	7	5	start
chrX	17285203	17286203	87	46	115	78	89	182	58	19	18	92	22	44	start
chrX	17421819	17422819	405	180	406	56	38	114	181	96	92	82	14	14	start
chrX	17923806	17924806	125	64	120	99	107	147	68	33	37	63	31	44	start
chrX	17931600	17932600	119	47	118	110	112	142	128	28	42	54	19	6	start
chrX	17936995	17937995	55	37	48	49	46	76	62	12	13	38	12	20	start
chrX	18322457	18323457	343	110	270	167	172	199	169	74	79	100	76	64	start
chrX	18479482	18480482	1436	623	1129	1029	760	1105	465	304	239	522	337	231	start
chrX	18479600	18480600	1372	588	1102	910	682	963	449	293	231	431	295	202	start
chrX	18929834	18930834	2278	964	2186	1219	1089	1661	921	528	421	626	400	335	start
chrX	18929858	18930858	2293	979	2202	1231	1094	1695	931	527	424	639	403	339	start
chrX	19135606	19136606	118	65	124	76	69	136	92	33	42	71	31	30	start
chrX	19266155	19267155	219	172	217	36	50	54	157	39	72	20	9	16	start
chrX	19352680	19353680	3358	1629	3103	2287	1821	2659	1454	787	637	1385	765	717	start
chrX	19521526	19522526	2595	1286	2560	1715	1195	2365	1166	546	506	1298	604	549	start
chrX	19521598	19522598	2675	1335	2642	1673	1165	2303	1189	588	516	1257	593	538	start
chrX	19527861	19528861	93	53	93	38	28	60	72	16	42	29	10	28	start
chrX	20760570	20761570	1273	568	1101	276	229	383	606	244	268	201	94	92	start
chrX	21093343	21094343	268	97	246	116	94	118	105	59	65	60	22	27	start
chrX	21362527	21363527	776	348	779	561	482	843	365	142	193	333	147	184	start
chrX	21624295	21625295	321	141	291	167	163	300	146	58	58	185	77	48	start
chrX	21624649	21625649	122	58	149	167	163	300	63	25	20	185	77	48	start
chrX	21631390	21632390	890	280	1125	129	154	252	414	143	144	97	69	65	start
chrX	123869	124869	292	85	292	42	32	61	170	53	84	41	14	27	start
chrX	132884	133884	103	82	103	57	80	85	60	25	24	43	20	54	start
chrX	140472	141472	79	29	110	48	39	59	65	26	15	34	12	20	start
chrX	141707	142707	324	104	476	97	78	182	190	83	63	95	46	36	start
chrX	142230	143230	214	80	252	131	108	242	86	64	57	114	51	56	start
chrX	142352	143352	212	65	212	124	98	199	80	59	56	103	43	50	start
chrX	151190	152190	61	22	57	64	38	116	55	24	29	53	18	26	start
chrX	175472	176472	998	394	1256	1444	1140	1682	436	158	142	717	379	304	start
chrX	245477	246477	1855	819	2033	915	734	1399	808	352	281	597	276	226	start
chrX	254375	255375	413	174	612	236	161	502	235	83	58	256	130	78	start
chrX	255173	256173	576	256	708	286	226	667	261	131	108	295	121	103	start
chrX	269091	270091	59	23	55	43	42	80	43	8	21	25	15	10	start
chrX	269110	270110	57	22	51	43	40	79	46	8	23	25	15	10	start
chrX	279202	280202	1079	426	1106	454	328	698	553	193	166	353	132	158	start
chrX	279671	280671	115	45	137	37	31	97	63	36	32	25	16	21	start
chrX	285906	286906	111	39	113	127	121	145	60	14	25	65	27	24	start
chrX	307183	308183	70	35	81	52	52	90	37	16	21	31	11	8	start
chrX	314622	315622	257	87	262	170	146	234	137	65	54	70	35	45	start
chrX	342540	343540	1129	444	901	328	281	530	601	318	243	243	100	109	start
chrX	376486	377486	129	41	102	73	45	105	70	17	34	66	22	21	start
chrX	385057	386057	1382	345	807	1425	1121	1383	465	254	188	502	285	258	start
chrX	395559	396559	2062	945	1635	1091	921	1552	838	508	429	688	367	315	start
chrX	409220	410220	155	61	117	196	148	269	88	43	45	105	33	36	start
chrX	435638	436638	60	26	83	52	35	67	56	10	24	24	20	12	start
chrX	460246	461246	117	48	137	89	72	126	58	22	30	47	23	36	start
chrX	476483	477483	808	390	741	445	300	674	363	149	166	337	123	145	start
chrX	476867	477867	571	309	572	291	200	489	298	127	124	224	89	94	start
chrX	481361	482361	531	245	523	400	359	613	260	123	110	288	127	125	start
chrX	481437	482437	515	239	513	413	367	632	256	118	106	302	134	129	start
chrX	482276	483276	59	40	55	85	80	127	50	21	22	82	52	19	start
chrX	487377	488377	1000	475	1117	695	504	1088	577	180	206	523	244	211	start
chrX	487397	488397	990	471	1109	690	504	1084	575	178	205	519	243	211	start
chrX	490286	491286	84	53	101	74	100	115	43	35	25	56	28	35	start
chrX	498780	499780	428	227	602	43	26	47	215	75	94	22	9	15	start
chrX	499457	500457	554	331	756	170	143	235	239	80	164	129	34	55	start
chrX	508734	509734	100	40	120	95	60	96	59	19	42	53	32	24	start
chrX	527440	528440	156	63	143	90	109	98	51	27	36	60	44	33	start
chrX	530000	531000	1145	544	1267	489	387	673	549	262	212	382	172	164	start
chrX	530669	531669	117	69	124	30	40	34	76	27	36	27	10	17	start
chrX	581620	582620	470	178	428	129	120	233	195	82	92	102	43	75	start
chrX	584580	585580	134	49	96	61	43	163	94	36	38	57	19	30	start
chrX	590541	591541	273	114	256	251	202	275	110	76	94	128	87	118	start
chrX	610048	611048	78	42	112	54	54	106	39	9	21	54	13	29	start
chrX	619781	620781	1352	629	1190	525	420	777	561	283	235	384	171	162	start
chrX	620216	621216	1387	680	1302	869	738	1143	573	324	243	573	253	276	start
chrX	621029	622029	1320	635	1420	901	730	1160	657	303	263	566	209	270	start
chrX	621305	622305	913	416	1022	521	377	656	528	215	213	321	115	148	start
chrX	622967	623967	237	131	234	164	152	293	144	52	73	179	135	150	start
chrX	624256	625256	483	240	365	223	216	321	200	146	117	166	83	82	start
chrX	624746	625746	634	271	471	297	247	454	269	151	136	233	88	109	start
chrX	625041	626041	648	284	466	377	258	454	269	131	147	249	106	129	start
chrX	627837	628837	201	115	263	111	71	145	114	50	62	84	33	35	start
chrX	627848	628848	207	117	276	111	71	144	115	51	63	84	33	35	start
chrX	629272	630272	1033	518	1384	527	456	970	641	219	265	454	180	170	start
chrX	633121	634121	135	76	138	33	21	35	53	30	33	17	11	16	start
chrX	635389	636389	1555	725	2033	819	684	1937	996	320	300	895	325	277	start
chrX	635941	636941	1901	900	2495	807	675	1859	1072	405	371	852	318	295	start
chrX	644260	645260	90	66	108	224	210	268	41	15	21	102	56	72	start
chrX	646803	647803	1364	611	1081	365	262	487	529	264	252	201	98	94	start
chrX	648390	649390	139	68	213	112	73	237	120	30	43	90	52	48	start
chrX	655613	656613	3700	1819	3540	1726	1291	2987	1657	770	722	1503	570	555	start
chrX	655855	656855	2557	1339	2609	1294	907	2411	1184	495	504	1221	434	400	start
chrX	656172	657172	1438	716	1548	706	489	1384	723	281	310	673	237	234	start
chrX	656573	657573	552	300	686	198	162	419	278	123	144	214	67	77	start
chrX	686333	687333	3790	1647	3592	2675	2048	4021	1914	768	745	1814	826	820	start
chrX	749846	750846	139	82	146	131	132	133	94	38	58	70	26	41	start
chrX	751510	752510	101	38	97	83	63	120	69	19	30	84	17	10	start
chrX	755685	756685	187	94	219	280	271	490	144	41	57	212	91	148	start
chrX	759093	760093	2871	1502	3241	1556	1170	1977	1280	585	575	962	397	475	start
chrX	777233	778233	191	87	160	216	225	308	108	54	42	149	96	63	start
chrX	787354	788354	115	44	107	103	88	82	59	27	17	38	35	31	start
chrX	789783	790783	175	90	223	89	95	112	113	36	64	70	26	18	start
chrX	796589	797589	2061	1094	2170	1088	937	1284	1038	466	485	627	352	331	start
chrX	801168	802168	2032	1007	2247	537	437	1043	997	406	403	509	139	181	start
chrX	802923	803923	114	50	94	74	55	74	50	28	36	34	18	17	start
chrX	805575	806575	1357	598	1259	869	710	1042	470	241	198	429	207	236	start
chrX	844322	845322	94	44	88	46	37	81	59	35	32	44	17	31	start
chrX	845670	846670	40	22	82	37	41	67	34	22	26	39	16	23	start
chrX	846157	847157	44	29	72	24	32	49	29	19	25	26	9	17	start
chrX	922388	923388	43	46	74	50	51	87	37	15	26	39	17	23	start
chrX	922667	923667	38	39	65	26	26	57	32	14	21	20	10	6	start
chrX	927638	928638	1524	669	1529	254	205	460	697	341	276	173	83	97	start
chrX	932625	933625	194	87	160	43	30	51	77	36	47	17	10	10	start
chrX	934731	935731	4578	2251	3521	2847	2248	3625	1771	982	876	1656	877	830	start
chrX	934925	935925	5173	2485	3891	3358	2669	4211	1984	1084	1000	1958	1011	974	start
chrX	935079	936079	5214	2527	3953	3416	2737	4229	1998	1097	1005	1981	1027	995	start
chrX	935357	936357	4390	2170	3244	2803	2227	3492	1666	915	822	1665	866	830	start
chrX	938669	939669	266	127	252	151	129	270	117	58	86	108	58	52	start
chrX	940574	941574	1415	621	1442	749	593	1182	665	251	226	546	238	228	start
chrX	941973	942973	100	92	101	85	84	94	60	37	41	38	20	38	start
chrX	946161	947161	152	92	158	134	123	217	95	39	67	125	58	44	start
chrX	948084	949084	136	72	136	91	68	122	73	20	23	36	16	35	start
chrX	948551	949551	410	163	413	54	28	43	174	65	71	16	3	26	start
chrX	1026290	1027290	1107	500	1038	179	206	253	336	158	184	93	62	54	start
chrX	1027790	1028790	96	67	114	84	65	115	80	51	46	56	34	30	start
chrX	1030257	1031257	1187	611	1133	616	455	816	573	196	225	366	160	200	start
chrX	1030995	1031995	234	92	188	175	172	288	128	41	52	93	42	59	start
chrX	1032815	1033815	606	222	552	486	393	642	248	133	115	345	153	165	start
chrX	1051024	1052024	600	299	635	113	123	184	186	92	186	88	31	64	start
chrX	1145143	1146143	84	54	89	25	21	38	58	16	12	20	6	12	start
chrX	1158098	1159098	344	66	138	208	174	415	155	76	87	112	49	67	start
chrX	1170327	1171327	29	24	60	55	39	87	52	18	19	40	20	14	start
chrX	1170924	1171924	87	50	92	82	72	108	69	28	31	38	34	32	start
chrX	1203276	1204276	83	42	84	88	64	103	65	11	33	41	30	35	start
chrX	1206236	1207236	100	78	87	120	91	138	71	34	41	51	35	39	start
chrX	1209469	1210469	437	261	457	113	70	103	181	110	95	50	28	22	start
chrX	1242239	1243239	100	58	82	62	93	110	112	44	61	64	32	24	start
chrX	1322012	1323012	1348	604	1381	757	613	1059	473	243	290	474	218	200	start
chrX	1355987	1356987	152	127	145	135	107	134	113	38	45	70	45	36	start
chrX	1368748	1369748	113	46	159	146	77	145	75	32	37	42	42	24	start
chrX	1370079	1371079	1742	811	1684	774	600	1191	795	309	355	626	256	218	start
chrX	1375035	1376035	851	431	844	667	510	1007	405	164	193	434	185	188	start
chrX	1378384	1379384	134	68	158	98	72	125	91	38	42	40	24	24	start
chrX	1380413	1381413	2109	973	2027	1171	800	1450	984	410	383	804	325	349	start
chrX	1454714	1455714	242	116	245	525	373	728	233	77	110	323	124	130	start
chrX	1460306	1461306	500	230	441	427	342	527	231	93	110	241	120	119	start
chrX	1461343	1462343	245	83	178	200	172	195	77	55	55	112	65	78	start
chrX	1461479	1462479	225	82	164	164	143	153	82	51	53	97	53	59	start
chrX	1481991	1482991	830	385	648	249	156	274	353	158	194	135	76	66	start
chrX	1482058	1483058	963	451	814	345	215	386	413	181	221	179	95	89	start
chrX	1482978	1483978	2654	1262	2316	1271	1013	1702	1149	520	536	672	338	338	start
chrX	1483124	1484124	2473	1165	2139	1140	930	1566	1070	487	498	611	309	304	start
chrX	1485725	1486725	132	65	126	85	78	104	68	40	42	67	20	25	start
chrX	1487922	1488922	291	143	402	207	136	320	184	71	79	135	39	47	start
chrX	1557848	1558848	215	119	229	130	114	148	81	44	74	99	34	68	start
chrX	1574631	1575631	4574	1916	3961	231	181	285	2380	1262	1236	147	59	76	start
chrX	1574648	1575648	4526	1907	3941	231	183	287	2359	1255	1224	148	60	76	start
chrX	1608368	1609368	478	182	361	27	22	41	127	58	89	28	7	13	start
chrX	1610011	1611011	1539	786	1526	301	265	457	600	352	418	174	119	180	start
chrX	1622231	1623231	1278	673	1206	566	469	949	685	380	357	432	189	240	start
chrX	1672609	1673609	113	57	141	110	92	132	52	27	37	64	28	60	start
chrX	1672837	1673837	106	69	130	89	79	108	62	33	34	44	24	42	start
chrX	1674579	1675579	132	76	212	133	91	218	113	52	64	88	40	32	start
chrX	1674902	1675902	105	72	191	123	83	208	103	51	54	89	42	38	start
chrX	1773224	1774224	1339	582	1306	755	584	1340	627	193	211	660	264	238	start
chrX	1774026	1775026	1677	735	1553	429	333	699	702	276	326	301	139	141	start
chrX	1818994	1819994	391	156	408	211	146	286	259	89	122	133	78	57	start
chrX	1820968	1821968	691	224	509	196	181	248	362	206	146	141	52	74	start
chrX	1837739	1838739	50	30	77	54	41	70	52	10	31	42	14	16	start
chrX	1842127	1843127	147	92	225	110	120	206	135	60	64	115	39	42	start
chrX	1842845	1843845	276	150	376	309	221	427	197	77	100	197	105	114	start
chrX	1871899	1872899	147	53	133	137	92	145	83	36	35	89	30	24	start
chrX	1873352	1874352	1468	720	1702	982	633	1667	708	272	296	860	317	313	start
chrX	1875793	1876793	132	73	175	68	66	136	99	33	42	95	21	49	start
chrX	1876205	1877205	243	113	279	203	169	236	152	70	76	140	65	83	start
chrX	1876816	1877816	853	366	689	327	204	353	350	175	190	156	87	82	start
chrX	1878518	1879518	307	151	349	221	159	306	160	48	92	139	50	54	start
chrX	1879781	1880781	1941	915	2205	1105	892	1673	986	430	372	751	295	368	start
chrX	1880030	1881030	1709	803	1863	1180	925	1733	859	349	333	789	311	389	start
chrX	1880812	1881812	361	157	362	280	152	378	161	76	78	171	57	93	start
chrX	1890900	1891900	225	115	197	190	99	251	115	49	61	101	36	65	start
chrX	1900198	1901198	890	404	1206	491	368	1087	566	166	163	472	144	139	start
chrX	1900267	1901267	782	374	1102	441	315	995	531	139	147	430	134	123	start
chrX	1901527	1902527	235	134	219	139	114	265	150	61	79	104	51	50	start
chrX	1901581	1902581	226	136	205	133	109	253	143	53	77	103	48	51	start
