Paste_locus	P1_1	P1_2	P1_3	P1_4	P1_5	P1_6	P2_1	P2_2	P2_3	P2_4	P2_5	P2_6	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_4_P1	HYB_5_P1	HYB_6_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	HYB_4_P2	HYB_5_P2	HYB_6_P2	chrom	pos_start	pos_end	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	Direction	trans_reg_diff	perc_cis	Gene	chrom_exon1	start_exon1	end_exon1
0_0_0_CG10038	80.9200403203612	84.4199031299964	81.3353931053672	71.0358909816743	88.2013384553111	72.3038133496698	70.7188797924829	70.1084830030129	57.7042422133737	53.5054784697539	59.7596251167078	57.2179635796658	83.4273443872176	112.96483263554	64.3411702467365	105.404635410713	75.2134418429442	70.0132115115834	73.5301342020031	122.852952693935	65.5215251314362	87.9280339457512	73.101567872727	60.4734622630273	0	0	0	0.259135365364205	0.000171528172347266	0.0561566162736587	0.377761183894094	0.202997477873093	0.0307767880261084	0.00435946490039324	1	0.113829714863458	P1	Ambig	4.61451174517716	Conserved/Ambiguous	NA	0.202978749090546	21.6707650824629	CG10038	chr3R	12350194	12350310
0_0_0_CG10042	102.416565413926	122.005112175699	119.919889166488	106.097642677216	111.947852654818	104.600486515921	121.104483116603	106.397028782741	121.508298614208	116.304712504974	121.817697353289	126.906508965156	103.209085839857	56.4824163177701	123.916327882604	91.4016041363427	108.711865520894	121.083856513401	108.710500134858	46.0698572602256	125.801328252357	89.3105502027598	121.951430763981	107.462976859298	0	0	0	-0.0681074405265566	0.204937788559279	0.00909940341549825	0.87692663641432	-0.0772649602435068	0.325953877360752	1	1	0.540592896365074	Ambig	Ambig	7.48482481945519	Conserved/Ambiguous	NA	-0.0772068439420548	10.5431572963668	CG10042	chr3R	12354194	12354845
0_0_0_CG10045	1543.64219047674	1559.19890650532	1429.25668508095	1453.303090726	1503.78435838918	1567.26153162172	1754.54435940844	1818.13020182109	1782.36570557588	1589.89604137792	1750.26748178358	1864.16858906187	1561.89749904317	1750.95490585087	1541.46465014404	1878.44299531459	1590.22705610796	1584.86139798369	1879.13864518826	1950.29062401622	1812.13818077801	2146.21823738025	1741.27241766979	1735.54750650141	0	0	0	-0.153520311949842	0	-0.128325242116314	0	-0.0251870670617515	0.20503628201966	0	0	0.407960859136637	P2	P2	1.19633759826217	Cis	NA	-0.025195069833528	83.5884453897151	CG10045	chr3R	12367806	12368575
0_0_0_CG10053	20.8119223835785	18.2053356315123	18.8393783584815	17.7263874743261	17.9310413343215	18.3305442294938	23.2745680329691	22.7111987192859	24.6432493173393	20.1807263707261	23.8053451701171	21.2733454334655	24.6555038395213	28.241208158885	19.7449093878874	24.9508557252412	22.1216005420424	18.9425665097653	22.1858163540527	30.7132381734837	26.2086100525745	19.9082341009248	13.8581171322705	21.6560371617598	0	0	0	-0.194558242126221	0.126100400169781	0.0300824897975114	0.806238398529045	-0.225133979029646	0.199440721829084	1	1	0.401602214150256	P2	Ambig	6.46749133585066	Conserved/Ambiguous	NA	-0.224640731923732	11.8098733182765	CG10053	chr3R	7247240	7247296
0_0_0_CG10055	25.8779824374759	18.0585184086775	23.7303708169334	24.3737827771983	20.3541550281487	25.4590892076302	31.8426782429082	27.7718462599963	27.6931564110694	26.5535873299027	27.4171906442038	23.1072545225574	29.5292662264035	42.3618122383276	29.2769346096261	20.8772466272426	28.1260349748825	26.7424468373157	22.8196968213113	30.7132381734837	29.2038797728687	27.0973186373699	26.330422551314	28.6023132325129	0	0	0	-0.175868524287068	0.126512346125875	0.0709931359319046	0.514259189989632	-0.247322910015902	0.117238629717219	1	1	0.283690693170677	P2	P1	2.47726096302829	Conserved/Ambiguous	NA	-0.246861660218973	22.3350840671934	CG10055	chr3R	7186305	7186653
0_0_0_CG10059	26.2887440634676	26.8675517787641	33.5123557338373	36.2348214548724	29.4408313800008	23.8588036002935	16.368926968242	12.589903637865	20.9833608048632	17.1270638277872	16.417479427667	14.3044908949165	30.962725751957	42.3618122383276	25.8726398875766	26.4784591369906	27.8100121099962	31.1995213102016	28.5246210266391	15.3566190867419	23.2133403322802	16.590195084104	19.4013639851787	18.3872013637583	0	0	0	0.588712405953896	1.49403643778623e-06	0.418837069510028	0.000275998419991065	0.169904533199214	0.324521624240263	5.08041904911275e-05	0.0065334482235349	0.539319287504033	P1	P1	1.40558811244333	Cis	NA	0.169875336443868	71.1445971367603	CG10059	chr3R	7154237	7155176
0_0_0_CG10060	410.077023281695	423.56768787833	411.567957985288	433.905469867878	422.106405464703	432.36807500044	424.441160996837	420.7743284459	447.116379940834	454.464647151285	474.136805871022	440.138181382045	458.993740082252	522.462350939373	486.133286308676	458.281023524838	457.285085490505	446.636004470446	461.464980164295	368.558858081805	429.072387432148	462.313436343698	436.184236738215	408.604474750184	0	0	0	-0.04906632100747	0.0767417480237991	0.0977514559682344	0.00033939070922657	-0.14684920971896	0.000159178569437479	1	0.00787372971751329	0.00171919913909082	Ambig	Ambig	0.501949771708922	Compensatory	Opposing	-0.146817776975704	39.9688279639988	CG10060	chr3L	6979517	6980053
0_0_0_CG10061	46.1422226530655	46.2474251929545	54.7066563871289	55.7859841103791	47.9776511377791	46.6992436322817	47.4443117595139	44.6818148716385	60.9981418746022	58.2851241891364	62.0580722365811	45.8477272272963	45.8707048177141	28.241208158885	43.2345429700293	29.2790653918646	51.5117269764702	45.3135904743404	53.5628994833557	15.3566190867419	40.436141223972	36.221925933627	43.9995218949589	47.8067235457716	0	0	0	-0.0704684909737926	0.380388721360459	0.0251507442103752	0.78519476242487	-0.0957676235808026	0.429759588664332	1	1	0.640864862667228	Ambig	Ambig	2.80184516149319	Conserved/Ambiguous	NA	-0.0956192351841678	20.8253278972669	CG10061	chr3R	7151353	7153252
0_0_0_CG10067	20.2642402155896	31.7125201323117	30.0705462260378	34.1493641049517	16.7194844874079	35.7882054004402	45.2703136465442	57.7654402207923	62.7060898470911	65.3218248315606	40.3869993920607	29.3425454254697	93.4615610660925	84.7236244766551	85.7882269956486	62.6317398817279	47.403429732948	49.7706649472264	124.874452049954	92.1397145204512	52.4172201051489	59.1716957999709	29.7949518343816	39.6346340507679	0	0	0	-0.578182103232146	0	0.0626177227793516	0.371390235809303	-0.641311711906605	3.90560017660135e-08	0	1	9.8062775568171e-07	P2	Ambig	9.23352171827628	Trans	NA	-0.640799826011498	8.90192786446533	CG10067	chr2R	20944027	20944156
0_0_0_CG10068	50.9344416229685	60.1950613622583	55.4312478624551	64.258154594432	54.641213795804	44.5170359859134	39.0040837915141	45.0521061551051	38.3068330972502	39.8303809948541	43.6704952775941	45.1141635916596	64.2189867447998	28.241208158885	63.3198818301216	61.3587370386033	67.6288930856725	59.0562367657388	50.7104373806918	46.0698572602256	56.9101246855903	49.770585252312	58.550544883843	52.7099772427738	0	0	0	0.273547588561485	0.00102619145080963	0.0883413207332334	0.258734987488756	0.185226250328325	0.106071015336393	0.0226871741949698	1	0.265641087765332	P1	Ambig	3.09648515882532	Conserved/Ambiguous	NA	0.185206267828252	32.2946808625867	CG10068	chr3R	7127572	7128029
0_0_0_CG10069	40.391559889182	42.4301773992504	38.5844960611207	47.9655190481764	41.4352441644456	45.2444385347029	13.2997531616966	15.4288034777757	18.1774462786315	18.1892073209833	13.7906827192403	13.2041454414613	40.1368667154999	56.4824163177701	39.1493893035698	49.6471108818574	52.7758184360155	45.6850133470809	18.6994737841301	23.0349286301128	12.7298963112505	16.8666983355057	16.2832876304179	14.3011566162565	0	0	0	1.02258760369167	9.33991774336517e-12	1.02436664681582	1.03655355798969e-11	-0.00199869080669377	0.987542920264174	9.4192524804694e-10	1.08242764768538e-09	0.99325243952236	P1	P1	0.998263275039577	Cis	NA	-0.00177904312415	99.8266286023913	CG10069	chr2R	21282986	21283212
0_0_0_CG1007	469.363617966494	483.469114794918	560.290358295993	613.5154841298	540.475509408163	523.147913089362	513.575083628592	545.809351829794	480.177372836869	604.757951438534	515.180504440189	546.321517640463	545.861387330798	480.100538701046	499.750465196874	352.367186976875	518.593521278451	497.149515163153	567.639958430119	614.264763469675	495.717138708694	443.787718499782	573.726049276	526.282563478237	0	0	0	-0.00485774971912431	0.843815304410736	-0.107221342108332	2.78647711440261e-05	0.102360199044664	0.00429777720510583	1	0.000768317041441877	0.0261680909575881	Ambig	Ambig	0.0453058096793476	Compensatory	Opposing	0.102363592389208	51.1588976399402	CG1007	chr3L	749405	750227
0_0_0_CG10071	1523.24102971915	1452.90323717295	1380.34676049643	1404.5555251716	1531.89247723757	1458.00566879354	1851.99062776625	1893.42276279264	1834.45811873679	1861.27370388953	1866.66741092573	1785.49388913983	1636.43739437195	1341.45738754704	1371.93077298597	1863.16696119709	1341.51706144243	1361.26482859392	2005.91473863999	1627.80162319464	1616.69683152881	2103.08373016158	1609.96675784153	1631.76196991486	0	0	0	-0.237167669500404	0	-0.172577345328562	0	-0.0645820371947158	0.0014668541396734	0	0	0.0111641351786705	P2	P2	1.37426884768028	Cis_+_Trans,opposing	Opposing	-0.064590324171842	72.7659658216054	CG10071	chr2R	21294053	21294161
0_0_0_CG10072	114.05481148369	125.528725523734	109.051017036595	135.163704491736	110.251673069139	116.093446786794	99.6202664707852	110.717093756519	96.7430530131191	114.445961391881	100.474974097322	118.653918064243	92.8881772558711	70.6030203972126	98.043687995027	77.1439722933477	83.4300363299885	106.226941603782	84.3061021454001	107.496333607193	94.7254049043049	77.1444071410836	81.7628910803961	100.925305263296	0	0	0	0.102910629426475	0.0591639655986108	-0.0334898067327762	0.581255953681342	0.136496913797202	0.0957507237728119	0.878156350397604	1	0.249013227708151	P1	Ambig	3.07289409722861	Conserved/Ambiguous	NA	0.136400436159251	19.7126133688916	CG10072	chr3L	6964396	6964802
0_0_0_CG10075	11.0905639017754	12.0390122724517	10.6877242610616	11.600356508934	11.0251673069139	12.6568043489362	10.3584615970906	12.7133340656872	12.1996283749204	8.23161207226984	10.5071868337069	10.0864999900052	9.17414096354282	14.1206040794425	7.82987786071396	17.5674392351188	12.3248917305665	9.84270612762313	16.4808921487248	15.3566190867419	14.6019398864343	12.7191495644797	14.5510229888841	10.4194141061297	0	0	0	0.0749264529729811	0.668652790255691	-0.171446222035974	0.286293135202174	0.247338047206137	0.297659011454214	1	1	0.51251221095563	Ambig	P2	0.437025978660874	Conserved/Ambiguous	NA	0.246372675008955	41.0336208459087	CG10075	chr3L	6957964	6958099
0_0_0_CG10077	144.040410181083	144.761781715089	155.062575719809	147.02474316941	144.417576152103	117.402771374615	152.563514633693	149.844539376158	132.487964151636	150.426072223899	144.309644169193	131.858063505704	130.731508730485	112.96483263554	131.746205743318	45.5735017838589	105.551636872031	114.583956240443	134.382659058833	130.531262237306	152.009938304932	48.1115657439016	87.9990437899179	88.0542643086647	0	0	0	-0.0102142532596863	0.83032315133693	9.62536320054683e-05	0.999034278924906	-0.010320827590031	0.886557655755856	1	1	0.948270167146854	Ambig	P2	106.118107409246	Conserved/Ambiguous	NA	-0.0103105068916918	0.924914451392334	CG10077	chr3L	6953772	6954250
0_0_0_CG10079	539.740776553069	552.766843972933	541.813275675174	511.588756152425	549.441030075324	520.965705442993	563.065511259136	512.483136317799	517.630231947874	565.989713936876	547.358764118417	546.138126731554	445.805912447159	437.738726462718	510.644208307432	360.769005741497	444.644170895053	474.492719925983	412.022303718121	276.419143561354	464.266806645605	313.831190340967	481.916023274708	466.422007927335	0	0	0	-0.011224457666798	0.649876830616364	0.101951582810472	0.000284309633645948	-0.113196414941005	0.0025283738986297	1	0.00670862055629114	0.0173950695765894	Ambig	P1	0.110095962783278	Compensatory	Opposing	-0.11317604047727	47.391209577074	CG10079	chr2R	21554829	21555052
0_0_0_CG10080	161.155477930736	166.050279026132	179.336390143237	158.885781847084	156.411988936547	157.991833597065	238.116734491145	223.162213502548	247.896448578383	233.671568503144	233.456557461424	225.754208867207	172.301834971539	261.231175469687	178.385043435396	124.499678057581	217.739753906675	194.99700818876	222.492044007785	284.097453104724	215.285011146147	185.533681690563	283.052042426626	231.065830471229	0	0	0	-0.358260628239736	0	-0.212662339404341	6.88653987168664e-08	-0.145573238946453	0.0112130457042179	0	2.66601702937584e-06	0.0545620823791574	P2	P2	1.68464538311395	Cis	NA	-0.145598288835395	59.3596735564352	CG10080	chr2R	21625034	21625605
0_0_0_CG10082	93.6536507261033	95.2843776197698	107.601834085942	108.834805448987	105.526601366176	89.3250329913426	112.152726180845	100.966089958564	101.378911795589	115.375336948427	112.295559285242	104.716208987145	101.202242504082	134.145738754704	92.9372459119527	82.9997853717206	101.127316763622	95.8271011670478	91.5957275188746	115.174643150564	118.313153951622	81.5684591635113	94.9281023560531	95.204842616793	0	0	0	-0.0747982820352299	0.185925936674331	0.0189648317842867	0.744374980046536	-0.0938359578707622	0.244481450603348	1	1	0.454703759407754	Ambig	Ambig	3.94405196344552	Conserved/Ambiguous	NA	-0.0937631138195166	16.8235406781394	CG10082	chr2R	21654774	21654907
0_0_0_CG10083	192.510282048101	203.488670849	206.146274730307	187.430479324124	192.395227289882	179.231988021717	218.934398200236	213.040918421127	224.961147233533	203.400478947055	232.799858284318	216.768054330657	215.592312643256	127.085436714983	196.768234934464	173.128386664939	180.133032985203	207.811097298307	230.732490082148	276.419143561354	217.157054721331	198.529334506444	217.572438976647	210.022700021595	0	0	0	-0.120451657301419	0.00275744508458686	-0.20459487986533	4.19696368325617e-07	0.0841174751822996	0.142389603374034	0.0562595778000236	1.47250567903243e-05	0.324709624548183	P2	P2	0.588732510709474	Conserved/Ambiguous	NA	0.084143222563911	70.8582892746095	CG10083	chr3L	13485602	13486298
0_0_0_CG10084	206.202336247824	204.075939740339	206.146274730307	209.067099329552	183.550862307412	196.107727153632	184.53407511854	193.168619541752	173.600711775118	199.417440847569	184.86081835553	194.027581625918	213.585469307481	141.206040794425	211.747131711482	162.180562214068	204.466793581449	206.696828680086	182.240634336861	153.566190867419	174.474461207139	115.301855834523	178.76971100629	172.839692819328	0	0	0	0.0646906405195761	0.118987992809357	0.153943120778081	0.000409323758065554	-0.089229939696449	0.137099382737809	1	0.0093585233441837	0.316984595250623	P1	Ambig	0.420224302278709	Conserved/Ambiguous	NA	-0.0892524802585049	63.3001255458244	CG10084	chr2L	19494032	19494498
0_0_0_CG1009	135.414416035258	142.706340595403	152.888801293831	141.680758710238	152.656162711115	135.005913055319	150.133752036844	140.587257289492	161.401083400197	164.233937635448	163.68226989384	144.328645311529	133.025043971371	169.44724895331	144.001666742696	115.079457018459	133.361648982027	135.940771423021	144.524746534972	92.1397145204512	163.242199756035	101.476693264436	162.832876304179	149.140633283817	0	0	0	-0.0717161048877517	0.129306364203558	0.0212537173178947	0.668821081873454	-0.0930263488908135	0.172879730847292	1	1	0.366607387443256	Ambig	Ambig	3.37428525161431	Conserved/Ambiguous	NA	-0.0929698222056464	18.6071254721662	CG1009	chr3L	1519946	1520763
0_0_0_CG10091	29.1640754454094	28.188906784277	37.678756716963	29.19640289889	28.835052956544	32.8785952052825	454.749252336473	497.548054551312	509.822469787925	415.032569966379	472.330883133979	444.906345013684	39.5634829052784	28.241208158885	52.4261387195631	52.4477171367315	44.2432010840848	34.9137500376066	534.36123389904	383.915477168547	441.053466313325	643.699569263235	489.19153476915	478.271537695091	0	0	0	-2.70993628769518	0	-2.46769216244824	0	-0.242136415958947	0.0150474436220711	0	0	0.0683732256372279	P2	P2	1.09816626600889	Cis	NA	-0.24224412524694	91.0608922303125	CG10091	chr3R	12367538	12367564
0_0_0_CG10098	53.8097730049102	61.5164163677713	58.6919095014231	63.8671313413219	58.0335729671621	48.5904902591342	47.4443117595139	56.5311359425703	45.5046138384533	57.3557486325898	63.2072957965178	61.4359544845771	84.8608039127711	98.8442285560976	82.724361745804	72.3065614894744	75.5294647078305	75.2131317299503	73.8470744356325	92.1397145204512	70.7632471419511	54.4711405261414	69.6370385896594	71.7100853186573	0	0	0	0.0384772084715016	0.619279812759955	0.123518379798526	0.0613931720247619	-0.085019818632171	0.400012332156085	1	0.890887616095133	0.616796476711709	P1	P1	0.311509983649905	Conserved/Ambiguous	NA	-0.0850411713270244	59.2245136374356	CG10098	chr3R	7124549	7124806
0_0_0_CG10106	579.721574816259	513.273011030378	523.336193054356	469.227903732161	536.235060443965	481.685967808364	491.579338015017	512.606566745621	582.410258618702	443.975980155973	521.254971828426	448.757554100777	578.257572608309	437.738726462718	510.644208307432	589.654916935291	560.624562308332	503.649415436112	568.907719364636	629.621382556416	490.849825413216	621.579309151096	582.387372483669	496.863041296224	0	0	0	0.0337008031415176	0.189369636142876	-0.0638094550653547	0.0096531024801525	0.0975323063191805	0.00616100349770813	1	0.170832239044828	0.034219210988981	Ambig	Ambig	0.528147483895618	Conserved/Ambiguous	NA	0.0975102582068723	39.5546544009015	CG10106	chr2R	7012255	7012335
0_0_0_CG10107	257.27369841279	251.204268270302	238.390595382323	233.04985885364	249.580710464204	226.367673183272	269.320001524356	254.0198204581	292.303095863094	287.044279036248	292.723658195302	298.927181521972	230.500291709013	183.567853032753	213.108849600302	247.217152134788	227.536462718151	238.639195735768	251.650545501683	291.775762648095	248.232978069384	284.798348943785	273.004907505729	285.614527850379	0	0	0	-0.151647942575955	2.10380540337507e-05	-0.198550871330551	5.96130425023489e-08	0.0468758697719559	0.362846642271936	0.000610975575933326	2.32617486182758e-06	0.579291554483294	P2	P2	0.763773745034283	Cis	NA	0.046902928754596	80.8913413692004	CG10107	chr3L	6746870	6746989
0_0_0_CG10109	107.893387093815	91.3203126032309	120.282184904151	86.5464800217096	104.193888834571	88.1611889132795	114.326724293815	117.382336858918	130.902012462896	115.242569011778	123.623620090332	97.3805726307774	108.942923942071	141.206040794425	109.277860577791	92.4200064108423	126.409145954528	112.72684187674	120.120348545514	153.566190867419	132.540685123019	107.559764795274	151.399929670056	134.02226771806	0	0	0	-0.155122465721809	0.00520943162894705	-0.145443470268199	0.00498998441926068	-0.00962976609690331	0.89715414627106	0.100929238196797	0.0944377943143454	0.953116215155144	P2	P2	1.06654816084739	Conserved/Ambiguous	NA	-0.00967899545360998	93.7604167078108	CG10109	chr2R	14481202	14481790
0_0_0_CG10110	41.8976858511515	43.4578979590938	39.6713832741101	33.1066354299913	41.5563998491369	41.7529063005136	55.5008930016955	46.780132144616	48.6765172159326	56.1608372027442	46.4614667802975	47.3148544985698	40.7102505257213	70.6030203972126	46.9792671642838	21.8956489017423	50.2476355169249	46.0564362198214	46.5902143435106	46.0698572602256	38.9385063638249	13.8251625700867	40.5349926118913	28.1937087577627	0	0	0	-0.220012568741555	0.010462656512177	0.255375951383149	0.00483468723157019	-0.475912486218465	0.000137388113128356	0.189953524486908	0.0917345436869338	0.00150724661947798	P2	Ambig	0.861524225558196	Conserved/Ambiguous	NA	-0.475388520124704	34.9464104154118	CG10110	chr2R	14501897	14502461
0_0_0_CG10112	38.3377517592236	22.9034867622251	27.8967718000591	29.7177672363702	36.8313281461738	27.059374814967	84.6580441638765	86.4012994755441	98.0850121343604	59.4800356189821	86.0275922009749	44.0138181382045	63.0722191243569	70.6030203972126	69.4476123298108	75.8709694502232	46.1393382734028	38.256555892271	100.153113826866	76.7830954337093	85.3651870283854	118.343391599942	88.6919496465314	69.0541562327812	0	0	0	-0.920159781436291	0	-0.393023693954312	3.02834246568295e-09	-0.527304050047255	1.36922687099528e-06	0	1.34575530188165e-07	2.46107161941624e-05	P2	P2	2.34123233685564	Cis_+_Trans,opposing	Opposing	-0.527136087481979	42.7125486120286	CG10112	chr2R	14515068	14515208
0_0_0_CG10117	63.2572904027189	58.433254688241	62.8583104845488	53.7005267604584	63.2432674088906	62.8475802154072	75.1947582603616	71.342787281235	78.8095993019861	78.9969223064605	64.3565193564545	75.9238362884027	64.2189867447998	98.8442285560976	62.6390228857117	34.6256773329878	52.7758184360155	48.4706848926346	81.4536400427362	30.7132381734837	71.5120645720246	54.4711405261414	85.2274203634638	80.2907792884112	0	0	0	-0.199047806528909	0.0046707573820135	-0.110035432436311	0.12769558309325	-0.0889775243754861	0.377669126734108	0.0916964005137102	1	0.594422423075334	P2	Ambig	1.80894282979366	Conserved/Ambiguous	NA	-0.089012374092598	55.280906810862	CG10117	chr2R	14526570	14527991
