chrom	txStart_minus500	txStart_plus500	paste_locus
chrX	14679067	14680067	chrX_14679567_14681418
chrX	15712127	15713127	chrX_15712627_15731488
chrX	15712127	15713127	chrX_15712627_15731935
chrX	15713140	15714140	chrX_15713640_15731488
chrX	17820263	17821263	chrX_17820763_17827564
chrX	17820274	17821274	chrX_17820774_17827520
chrX	18863449	18864449	chrX_18863949_18880636
chrX	18863449	18864449	chrX_18863949_18884075
chrX	23067800	23068800	chrX_23068300_23080765
chrX	23067800	23068800	chrX_23068300_23081144
chrX	126948	127948	chrX_127448_140340
chrX	126952	127952	chrX_127452_140340
chrX	130534	131534	chrX_131034_139046
chrX	257834	258834	chrX_258334_263995
chrX	257834	258834	chrX_258334_263999
chrX	257964	258964	chrX_258464_267253
chrX	316075	317075	chrX_316575_428251
chrX	316075	317075	chrX_316575_470726
chrX	391334	392334	chrX_391834_393227
chrX	508934	509934	chrX_509434_528028
chrX	647982	648982	chrX_648482_656033
chrX	784245	785245	chrX_784745_788046
chrX	784245	785245	chrX_784745_788215
chrX	807716	808716	chrX_808216_927975
chrX	1289216	1290216	chrX_1289716_1322362
chrX	1408568	1409568	chrX_1409068_1451367
chrX	1411225	1412225	chrX_1411725_1453686
chrX	1413300	1414300	chrX_1413800_1451367
chrX	1523053	1524053	chrX_1523553_1618155
chrX	1551778	1552778	chrX_1552278_1618155
chrX	1551778	1552778	chrX_1552278_1668788
chrX	1773218	1774218	chrX_1773718_1852933
chrX	1823661	1824661	chrX_1824161_1852933
chrX	1824442	1825442	chrX_1824942_1852933
chrX	1824562	1825562	chrX_1825062_1852933
chrX	1826846	1827846	chrX_1827346_1852933
chrX	1830802	1831802	chrX_1831302_1852933
chrX	1941439	1942439	chrX_1941939_2005462
chrX	1941439	1942439	chrX_1941939_2005462
chrX	1941439	1942439	chrX_1941939_2005462
chrX	1941439	1942439	chrX_1941939_2005462
chrX	1941439	1942439	chrX_1941939_2005462
chrX	1941439	1942439	chrX_1941939_2005462
chrX	1941439	1942439	chrX_1941939_2007956
chrX	2224795	2225795	chrX_2225295_2237961
chrX	2224795	2225795	chrX_2225295_2238045
chrX	2344448	2345448	chrX_2344948_2366356
chrX	2344765	2345765	chrX_2345265_2366356
chrX	2469959	2470959	chrX_2470459_2505550
chrX	2469959	2470959	chrX_2470459_2517647
chrX	2469959	2470959	chrX_2470459_2545410
chrX	2475758	2476758	chrX_2476258_2545410
chrX	2479116	2480116	chrX_2479616_2545410
chrX	2619298	2620298	chrX_2619798_2622140
chrX	2739883	2740883	chrX_2740383_3132791
chrX	2740304	2741304	chrX_2740804_3132791
chrX	2740304	2741304	chrX_2740804_3134532
chrX	2881725	2882725	chrX_2882225_2883661
chrX	2881725	2882725	chrX_2882225_2883661
chrX	2988550	2989550	chrX_2989050_3132791
chrX	3175939	3176939	chrX_3176439_3339327
chrX	3175939	3176939	chrX_3176439_3343767
chrX	3175939	3176939	chrX_3176439_3343767
chrX	3255567	3256567	chrX_3256067_3339327
chrX	3255567	3256567	chrX_3256067_3343767
chrX	3255567	3256567	chrX_3256067_3343767
chrX	3372658	3373658	chrX_3373158_3522787
chrX	3387443	3388443	chrX_3387943_3448943
chrX	3391896	3392896	chrX_3392396_3445094
chrX	3391985	3392985	chrX_3392485_3440146
chrX	3391985	3392985	chrX_3392485_3448943
chrX	3510836	3511836	chrX_3511336_3571649
chrX	3668336	3669336	chrX_3668836_3671502
chrX	3668400	3669400	chrX_3668900_3671488
chrX	3798649	3799649	chrX_3799149_3801570
chrX	3931499	3932499	chrX_3931999_3936227
chrX	3931655	3932655	chrX_3932155_3936227
chrX	3931655	3932655	chrX_3932155_3936469
chrX	4062358	4063358	chrX_4062858_4064506
chrX	4322125	4323125	chrX_4322625_4364879
chrX	4322125	4323125	chrX_4322625_4365408
chrX	4323108	4324108	chrX_4323608_4365408
chrX	4387175	4388175	chrX_4387675_4611385
chrX	4412355	4413355	chrX_4412855_4484452
chrX	4412961	4413961	chrX_4413461_4484452
chrX	4412961	4413961	chrX_4413461_4484452
chrX	4412961	4413961	chrX_4413461_4485647
chrX	4426634	4427634	chrX_4427134_4484452
chrX	4426634	4427634	chrX_4427134_4485647
chrX	4707415	4708415	chrX_4707915_4728744
chrX	4707415	4708415	chrX_4707915_4729487
chrX	4708247	4709247	chrX_4708747_4728744
chrX	4840332	4841332	chrX_4840832_4906260
chrX	4840332	4841332	chrX_4840832_4906260
chrX	4840332	4841332	chrX_4840832_4906575
chrX	4956145	4957145	chrX_4956645_5063868
chrX	5339735	5340735	chrX_5340235_5397118
chrX	5339735	5340735	chrX_5340235_5401123
chrX	5339735	5340735	chrX_5340235_5401123
chrX	5339735	5340735	chrX_5340235_5401123
chrX	5339735	5340735	chrX_5340235_5404204
chrX	5339735	5340735	chrX_5340235_5404204
chrX	5339735	5340735	chrX_5340235_5405138
chrX	5339735	5340735	chrX_5340235_5405138
chrX	5357771	5358771	chrX_5358271_5401123
chrX	5364724	5365724	chrX_5365224_5401123
chrX	5364724	5365724	chrX_5365224_5401123
chrX	5364724	5365724	chrX_5365224_5401123
chrX	5364724	5365724	chrX_5365224_5401123
chrX	5364724	5365724	chrX_5365224_5401123
chrX	5625175	5626175	chrX_5625675_5648487
chrX	5625816	5626816	chrX_5626316_5648487
chrX	5627168	5628168	chrX_5627668_5637594
chrX	5627720	5628720	chrX_5628220_5648487
chrX	5627720	5628720	chrX_5628220_5648487
chrX	5627720	5628720	chrX_5628220_5648487
chrX	5764052	5765052	chrX_5764552_5789576
chrX	5765354	5766354	chrX_5765854_5770780
chrX	5881979	5882979	chrX_5882479_5899989
chrX	6103584	6104584	chrX_6104084_6192483
chrX	6105677	6106677	chrX_6106177_6192483
chrX	6540270	6541270	chrX_6540770_6554814
chrX	6540270	6541270	chrX_6540770_6585638
chrX	6540270	6541270	chrX_6540770_6589173
chrX	6540270	6541270	chrX_6540770_6589173
chrX	6540270	6541270	chrX_6540770_6589173
chrX	6540270	6541270	chrX_6540770_6589173
chrX	6540270	6541270	chrX_6540770_6589173
chrX	6540270	6541270	chrX_6540770_6589173
chrX	6545618	6546618	chrX_6546118_6585638
chrX	6545618	6546618	chrX_6546118_6589173
chrX	6545618	6546618	chrX_6546118_6589173
chrX	6683297	6684297	chrX_6683797_6687014
chrX	6683340	6684340	chrX_6683840_6687014
chrX	6683340	6684340	chrX_6683840_6687302
chrX	6683854	6684854	chrX_6684354_6687018
chrX	6813477	6814477	chrX_6813977_6818156
chrX	6907776	6908776	chrX_6908276_6966944
chrX	6907776	6908776	chrX_6908276_6968829
chrX	7074049	7075049	chrX_7074549_7092883
chrX	7075164	7076164	chrX_7075664_7098053
chrX	7075164	7076164	chrX_7075664_7098053
chrX	7076209	7077209	chrX_7076709_7092883
chrX	7076209	7077209	chrX_7076709_7098053
chrX	7076209	7077209	chrX_7076709_7098053
chrX	7076209	7077209	chrX_7076709_7098053
chrX	7077370	7078370	chrX_7077870_7098053
chrX	7137222	7138222	chrX_7137722_7241538
chrX	7137222	7138222	chrX_7137722_7241932
chrX	7195528	7196528	chrX_7196028_7241932
chrX	7731278	7732278	chrX_7731778_7734438
chrX	7731278	7732278	chrX_7731778_7734651
chrX	8120779	8121779	chrX_8121279_8129285
chrX	8120779	8121779	chrX_8121279_8135713
chrX	8252169	8253169	chrX_8252669_8272462
chrX	8516872	8517872	chrX_8517372_8551207
chrX	8516872	8517872	chrX_8517372_8553332
chrX	8516872	8517872	chrX_8517372_8555170
chrX	8516929	8517929	chrX_8517429_8551207
chrX	8516929	8517929	chrX_8517429_8552119
chrX	8516987	8517987	chrX_8517487_8551207
chrX	8516987	8517987	chrX_8517487_8551207
chrX	8517008	8518008	chrX_8517508_8550375
chrX	8517240	8518240	chrX_8517740_8551207
chrX	8756038	8757038	chrX_8756538_8785353
chrX	8756759	8757759	chrX_8757259_8805804
chrX	8906567	8907567	chrX_8907067_9024936
chrX	8906567	8907567	chrX_8907067_9025808
chrX	8911867	8912867	chrX_8912367_9025808
chrX	8972407	8973407	chrX_8972907_9048991
chrX	8976835	8977835	chrX_8977335_9048991
chrX	9029704	9030704	chrX_9030204_9053319
chrX	9029704	9030704	chrX_9030204_9054575
chrX	9039174	9040174	chrX_9039674_9053319
chrX	9042143	9043143	chrX_9042643_9053319
chrX	9042143	9043143	chrX_9042643_9054575
chrX	9162754	9163754	chrX_9163254_9189309
chrX	9163662	9164662	chrX_9164162_9175190
chrX	9165462	9166462	chrX_9165962_9189309
chrX	9558164	9559164	chrX_9558664_9571308
chrX	9782722	9783722	chrX_9783222_9849226
chrX	9787823	9788823	chrX_9788323_9849226
chrX	9787965	9788965	chrX_9788465_9849226
chrX	9794175	9795175	chrX_9794675_9855449
chrX	10086026	10087026	chrX_10086526_10138325
chrX	10086026	10087026	chrX_10086526_10148876
chrX	10219609	10220609	chrX_10220109_10229895
chrX	10219609	10220609	chrX_10220109_10230088
chrX	10222351	10223351	chrX_10222851_10229895
chrX	10348179	10349179	chrX_10348679_10366273
chrX	10602140	10603140	chrX_10602640_10620190
chrX	10603412	10604412	chrX_10603912_10620190
chrX	10603437	10604437	chrX_10603937_10620190
chrX	10744001	10745001	chrX_10744501_10748806
chrX	10744001	10745001	chrX_10744501_10749097
chrX	10744933	10745933	chrX_10745433_10748806
chrX	10877553	10878553	chrX_10878053_10890820
chrX	10877553	10878553	chrX_10878053_10891250
chrX	10967221	10968221	chrX_10967721_11039901
chrX	11139107	11140107	chrX_11139607_11141238
chrX	11139973	11140973	chrX_11140473_11141835
chrX	11218878	11219878	chrX_11219378_11293699
chrX	11219579	11220579	chrX_11220079_11293699
chrX	11222132	11223132	chrX_11222632_11293699
chrX	11222132	11223132	chrX_11222632_11302783
chrX	11223785	11224785	chrX_11224285_11293699
chrX	11223785	11224785	chrX_11224285_11302783
chrX	11369164	11370164	chrX_11369664_11407751
chrX	11369164	11370164	chrX_11369664_11409776
chrX	11384379	11385379	chrX_11384879_11409776
chrX	11389167	11390167	chrX_11389667_11407751
chrX	11389167	11390167	chrX_11389667_11407751
chrX	11389167	11390167	chrX_11389667_11407751
chrX	11389167	11390167	chrX_11389667_11408338
chrX	11389568	11390568	chrX_11390068_11407751
chrX	11389568	11390568	chrX_11390068_11409776
chrX	11389871	11390871	chrX_11390371_11407985
chrX	11621514	11622514	chrX_11622014_11676253
chrX	11621514	11622514	chrX_11622014_11676253
chrX	11621514	11622514	chrX_11622014_11677338
chrX	11621514	11622514	chrX_11622014_11677338
chrX	11792032	11793032	chrX_11792532_11797924
chrX	11792032	11793032	chrX_11792532_11801587
chrX	11792213	11793213	chrX_11792713_11797301
chrX	11792378	11793378	chrX_11792878_11797565
chrX	11792378	11793378	chrX_11792878_11798850
chrX	11925923	11926923	chrX_11926423_11930850
chrX	12043197	12044197	chrX_12043697_12116041
chrX	12043197	12044197	chrX_12043697_12332165
chrX	12127785	12128785	chrX_12128285_12332165
chrX	12127785	12128785	chrX_12128285_12332165
chrX	12127785	12128785	chrX_12128285_12335214
chrX	12203297	12204297	chrX_12203797_12332165
chrX	12203297	12204297	chrX_12203797_12335214
chrX	12229422	12230422	chrX_12229922_12332165
chrX	12229527	12230527	chrX_12230027_12332165
chrX	12431723	12432723	chrX_12432223_12453650
chrX	12440983	12441983	chrX_12441483_12453650
chrX	12683702	12684702	chrX_12684202_12742444
chrX	12685500	12686500	chrX_12686000_12742070
chrX	12685500	12686500	chrX_12686000_12742618
chrX	12785062	12786062	chrX_12785562_12897327
chrX	12790639	12791639	chrX_12791139_12868771
chrX	12790639	12791639	chrX_12791139_12897327
chrX	12790639	12791639	chrX_12791139_12897327
chrX	12974182	12975182	chrX_12974682_12976231
chrX	13095070	13096070	chrX_13095570_13112462
chrX	13095615	13096615	chrX_13096115_13112462
chrX	13213908	13214908	chrX_13214408_13257183
chrX	13214655	13215655	chrX_13215155_13257183
chrX	13214655	13215655	chrX_13215155_13257183
chrX	13214655	13215655	chrX_13215155_13257183
chrX	13214655	13215655	chrX_13215155_13258490
chrX	13214655	13215655	chrX_13215155_13258490
chrX	13367690	13368690	chrX_13368190_13370472
chrX	13445402	13446402	chrX_13445902_13519626
chrX	13445402	13446402	chrX_13445902_13527282
chrX	13845615	13846615	chrX_13846115_13986442
chrX	13850347	13851347	chrX_13850847_13988831
chrX	13857516	13858516	chrX_13858016_13933343
chrX	13865361	13866361	chrX_13865861_13990527
chrX	13868715	13869715	chrX_13869215_13947076
chrX	13868715	13869715	chrX_13869215_13986442
chrX	13882353	13883353	chrX_13882853_13988831
chrX	14277234	14278234	chrX_14277734_14288161
chrX	14321725	14322725	chrX_14322225_14462351
chrX	14786977	14787977	chrX_14787477_14818789
chrX	14786977	14787977	chrX_14787477_14825905
chrX	14786977	14787977	chrX_14787477_14826073
chrX	14933169	14934169	chrX_14933669_14952009
chrX	14933539	14934539	chrX_14934039_14950749
chrX	14933539	14934539	chrX_14934039_14951794
chrX	14933539	14934539	chrX_14934039_14953532
chrX	15068626	15069626	chrX_15069126_15076220
chrX	15070962	15071962	chrX_15071462_15076220
chrX	15070962	15071962	chrX_15071462_15076220
chrX	15070962	15071962	chrX_15071462_15076220
chrX	15070962	15071962	chrX_15071462_15076220
chrX	15332809	15333809	chrX_15333309_15340360
chrX	15332809	15333809	chrX_15333309_15340360
chrX	15333719	15334719	chrX_15334219_15340360
chrX	15333977	15334977	chrX_15334477_15335752
chrX	15333977	15334977	chrX_15334477_15335971
chrX	15333977	15334977	chrX_15334477_15340360
chrX	15334055	15335055	chrX_15334555_15340360
chrX	15334065	15335065	chrX_15334565_15339092
chrX	15334640	15335640	chrX_15335140_15340360
chrX	15462221	15463221	chrX_15462721_15466812
chrX	15462221	15463221	chrX_15462721_15466812
chrX	15464081	15465081	chrX_15464581_15466812
chrX	15464826	15465826	chrX_15465326_15466807
chrX	15465064	15466064	chrX_15465564_15466812
chrX	15465239	15466239	chrX_15465739_15466812
chrX	15465683	15466683	chrX_15466183_15467529
chrX	15465683	15466683	chrX_15466183_15467757
chrX	15986507	15987507	chrX_15987007_15991974
chrX	15986665	15987665	chrX_15987165_15991974
chrX	15986665	15987665	chrX_15987165_15991974
chrX	16117566	16118566	chrX_16118066_16148977
chrX	16118287	16119287	chrX_16118787_16124332
chrX	16118287	16119287	chrX_16118787_16148977
chrX	16381453	16382453	chrX_16381953_16384266
chrX	16381453	16382453	chrX_16381953_16384908
chrX	16381453	16382453	chrX_16381953_16384908
chrX	16454526	16455526	chrX_16455026_16527567
