chrom	start	end	ZHR_1	ZHR_2	ZHR_3	Z30_1	Z30_2	Z30_3	ZHR_Z30_1_ZHR	ZHR_Z30_2_ZHR	ZHR_Z30_3_ZHR	ZHR_Z30_1_Z30	ZHR_Z30_2_Z30	ZHR_Z30_3_Z30
chr2L	2456230	2459626	36.9710173631742	38.3253567283862	18.8570855162093	32.1594249894812	39.6883406900083	50.3010686629708	25.1958646955544	32.3073940855931	36.8457863158769	48.30727235368	34.5113911748851	41.9012161656266
chr2L	2459961	2463789	59.41770647653	92.7877057634613	76.7752767445666	84.4184905973881	84.0069877938508	84.5057953537909	57.0222201004652	72.0185659824679	71.6818024690696	104.77915411925	103.534173524655	94.106010076899
chr2L	2465913	2468839	174.291938997821	120.355067620722	122.571055855361	106.528095277656	100.543796414688	112.003712889548	216.153997125019	230.863253569967	241.172419522103	140.159128237438	109.055996112637	142.189372889913
chr2R	7104383	7111229	142.602495543672	203.057153192502	170.387236985749	213.056190555313	240.11446117455	256.870790638904	158.468727953618	144.710202675052	111.877205722754	293.245554710367	303.700242338989	309.107332369376
chr2R	7114771	7118322	27.0680662837526	54.4623490350751	43.1019097513357	55.6090057109779	66.8087068281806	89.2005617623348	48.4025821783018	43.0765254474574	32.1563226029471	83.0068623542107	80.7566553492311	104.409587822545
chr2R	7118654	7120374	26.4078695451244	25.5502378189241	37.0407036925541	34.839377071938	41.6727577245087	38.8994930993641	14.5870795605841	22.8844041439617	16.0781613014736	46.9465041183651	44.1745807038529	46.709552446928
chr2R	7120824	7125187	39.6118043176867	33.6187339722686	37.0407036925541	18.7596645771974	32.4121448968401	34.8754076063264	32.4894044758464	37.6919597665252	28.8067056651401	53.0699611772822	59.3595928208024	52.8916990943155
chr2R	7145157	7150593	236.350432428864	267.605122419258	332.019398553257	365.143471234734	424.003773038255	413.139443951867	291.741591211682	281.343556828706	223.084488057946	463.341584124733	483.849704271889	476.02529184884
chr2R	7152202	7155394	30.3690499768931	41.0148554461677	27.6121609344494	34.1693890513238	39.6883406900083	42.9235785924017	24.5328156246187	32.3073940855931	22.7773951770875	46.9465041183651	53.8377702328207	62.5083716569183
chr2R	7159586	7163842	33.6700336700337	50.4281009584029	55.2243218688988	51.5890775872927	82.0225707593504	70.4214961281591	39.7829442561385	49.1341618385061	28.1367822775787	87.769551177813	84.8980222902173	83.1155271482101
chr2R	7170766	7174917	33.6700336700337	41.687230125613	37.7141710324187	40.1992812368515	34.3965619313405	44.9356213389205	29.1741591211682	34.9996769260591	24.1172419522103	53.7503452949397	57.2889093503093	69.3774234873489
chr2R	7181933	7185410	17.1651152043309	22.1883644216973	22.8978895553971	16.0797124947406	25.1359491036719	28.8392793667699	14.5870795605841	21.5382627237287	30.8164758278243	25.8545964709837	39.342985939369	31.5976384199807
chr2R	7185969	7192498	94.4081336238199	119.010318261831	172.407639005343	178.216813483375	173.967226691203	217.300616624034	120.674930910287	105.672101488294	94.4591976461572	246.97943470966	234.677459989219	249.34658144463
chr2R	7192984	7196574	52.1555423516208	82.0297108923353	81.489548123619	100.498203092129	110.46588158719	102.61418007246	64.3157598807573	58.5571517801374	56.2735645551575	102.738001766277	123.550780406089	118.834596666449
chr2R	7201463	7203474	38.9516075790586	63.8755945473103	52.5304525094403	65.6588260201908	50.2718982073438	65.7267297196151	31.1633063339752	37.6919597665252	33.4961693780699	61.2345705891718	77.3055162317426	61.1345612908322
chr2R	7205253	7208202	48.8545586584802	61.1860958295288	62.6324626074096	50.9190895666786	41.0112853796752	61.0319633110712	55.0330728876583	58.5571517801374	41.5352500288067	78.2441735306084	91.1100727016967	87.9238634295115
chr2R	7217585	7221688	60.7380999537862	92.7877057634613	105.060905018881	91.11837080353	79.3766813800165	114.686436551573	60.3374654551434	51.8264446789722	46.2247137417365	83.0068623542107	100.773262230664	93.419104893856
chr2R	7240902	7242934	25.0874760678682	26.2226124983695	22.8978895553971	40.1992812368515	47.6260088280099	38.2288121838578	22.5436684118118	25.5766869844278	20.097701626842	45.5857358830501	55.9084537033139	44.6488368977988
chr2R	7246252	7247110	83.184789067142	121.027442300167	131.326131273601	108.538059339499	136.924775380529	175.718399862645	95.4790662147324	84.8069094746818	68.3321855312626	157.168731178874	165.654677639448	176.534632042066
chr2R	7248789	7249597	44.2331814880834	51.7728503172936	53.8773871891696	72.3587062263327	74.7463749661822	65.7267297196151	42.4351405398811	43.0765254474574	42.8750968039295	72.1207164716913	86.2784779372127	95.4798204429852
chr2R	7281698	7283591	117.515019475804	108.92469807015	137.387337332382	202.336382225486	210.348205657044	228.031511272134	123.990176264965	127.883434922139	107.857665397385	249.70097118029	258.145205988141	287.126366511999
chr2R	7283828	7287548	66.6798706014392	64.5479692267557	86.2038195026713	117.917891628098	125.679745518359	156.268653312963	85.5333301506978	96.2491115466626	73.6915726317538	165.333340590764	151.159893345997	172.413200943808
chr2L	2480172	2487628	273.321449792038	323.412220813224	271.407337965442	574.179733666362	662.795289523138	619.038485012294	235.382420182153	419.99612311271	323.572996192155	883.138584719389	804.80564219832	789.254055316474
chr2R	7288267	7290091	87.8061662375388	125.734065056284	125.264925214819	164.817053071091	227.546486622714	242.786491413272	138.577255825549	102.306747937711	104.508048459578	267.390958239384	278.161812869574	242.4775296142
chr2R	7290298	7292615	13.2039347725622	14.1198682683528	15.4897488168863	42.2092452986941	41.6727577245087	29.5099602822762	22.5436684118118	24.9036162743113	16.748084689035	43.5445835300777	57.979137173807	53.5786042773586
chr2R	7294138	7301427	50.8351488743646	64.5479692267557	74.7548747249728	119.257867669326	98.5593793801872	105.296903734485	65.6418580226285	67.9801417217687	44.8848669666137	127.231830001946	129.07260299407	144.936993622085
chr2L	2492625	2493357	23.767082590612	29.5844858955963	31.6529649736371	48.2391374842218	56.225149310845	38.2288121838578	17.9023249152623	27.5958991147774	31.4863992153857	78.9245576482659	69.0227823497702	82.428621965167
chr2R	7370008	7374517	185.515283554499	252.140504792014	287.570554122193	347.053794678151	353.226232141074	356.131566133833	235.382420182153	199.902000904607	172.840233990841	444.290828830324	423.799883627589	456.791946723634
chr2R	7375380	7377711	15.1845249884466	18.8264910244704	29.6325629540433	20.7696286390399	35.058034276174	45.6063022544268	18.565373986198	18.8459798832626	13.398467751228	39.462278824133	33.1309355278897	30.9107332369376
chr2R	7381130	7382775	76.5828216808609	88.0810830073437	111.122111077662	142.707448390823	99.2208517250207	118.710522044611	93.4899190019255	78.7492730836331	65.6524919810171	144.92181706104	135.974881229047	136.694131425569
chr2L	2493802	2496990	27.0680662837526	27.5673618572602	26.9386935945848	24.1195687421109	25.7974214485054	28.8392793667699	19.8914721280693	28.2689698248939	22.1074717895262	44.2249676477352	33.1309355278897	40.5274057995405
chr2R	7386246	7387484	41.592394533571	42.3596048050584	64.6528646270035	76.3786343500178	60.1939833798459	72.4335388746779	51.7178275329801	47.7880204182731	46.2247137417365	92.5322400014152	96.6318952896783	98.9143463582004
chr2R	7395359	7397461	63.3788869082987	77.3230881362177	72.0610053655143	104.518131215814	93.9290729663529	112.674393805055	54.3700238167226	49.1341618385061	52.9239476173505	108.181074707537	117.338729994609	120.208407032535
chr2R	7406995	7407998	42.2525912721991	52.445224996739	39.0611057121479	73.6986822675611	64.1628174488467	69.0801342971465	39.1198951852029	30.96125266536	36.8457863158769	66.6776435304315	66.9520988792771	84.4893375142962
chr2R	7791386	7792308	36.9710173631742	40.3424807667223	49.8365831499818	25.4595447833393	13.8909192415029	19.449746549682	71.6092996610493	82.7876973443322	61.6329516556487	85.0480147071831	64.881415408784	47.396457629971
chr2R	8797490	8798130	27.0680662837526	19.4988657039158	36.3672363526895	30.8194489482528	38.3653960003413	20.1204274651883	53.706974745787	43.0765254474574	52.9239476173505	57.152265883227	57.2889093503093	56.3262250095308
chr2R	9065394	9065931	42.9127880108272	44.3767288433945	37.0407036925541	30.1494609276386	57.548094000512	53.6544732405021	70.9462505901137	64.6147881711861	75.0314194068766	96.61454470736	71.783693643761	62.5083716569183
chr2R	9307889	9308733	37.6312141018023	35.6358580106047	54.5508545290342	97.1482629890578	128.987107242527	118.039841129105	77.5767412994701	84.8069094746818	87.0900403829818	163.292188237792	218.802220048772	225.304900038123
chr2R	9496310	9496845	55.4565260447613	18.154116345025	25.5917589148555	57.6189697728205	80.03815372485	71.0921770436653	86.1963792216334	59.2302224902539	48.2344839044207	127.231830001946	89.7296170547013	110.591734469932
chr2R	9552740	9553489	23.767082590612	21.5159897422519	46.4692464506588	123.947783813625	144.200971173697	126.758693030686	59.6744163842078	56.5379396497878	65.6524919810171	223.846374709306	215.351080931283	228.052520770295
chr2R	9577740	9578567	59.41770647653	49.0833515995121	65.3263319668681	100.498203092129	82.0225707593504	77.7989861987281	98.7943115694106	107.691313618644	119.246362985929	153.766810590587	160.132855051467	167.604864662506
chr2R	10025059	10030201	185.515283554499	190.28203428304	201.366734619521	225.115974926368	226.223541933047	260.224195216435	205.545211990049	170.959960369597	214.375484019648	225.887527062278	214.660853107785	223.931089672037
chr2R	10032883	10033934	27.0680662837526	45.7214782022853	38.3876383722833	32.1594249894812	17.1982809656702	15.4256610566444	28.5111100502326	37.0188890564087	38.1856330909997	21.0919076473814	28.2993407634058	21.2940606743348
chr2R	10043651	10044787	48.8545586584802	24.8778631394787	35.0203016729602	36.8493411337805	43.6571747590091	30.8513221132887	32.4894044758464	47.1149497081565	36.1758629283155	34.0192058828732	40.0332137628667	35.719069518239
chr2R	10045306	10047571	39.6118043176867	49.7557262789575	46.4692464506588	41.5392572780799	34.3965619313405	32.1926839443013	44.424287752688	25.5766869844278	45.5547903541751	36.7407423535031	26.2286572929127	24.0416814065071
chr2R	10047907	10050526	272.001056314782	251.468130112569	256.59105648842	265.985244183834	251.359491036719	234.067639511691	250.632548813673	255.766869844278	231.123568708682	244.25789823903	224.324042636753	232.860857051597
chr2R	10050804	10053893	46.8739684425959	64.5479692267557	66.6732666465973	33.4994010307096	33.735089586507	41.5822167613892	51.7178275329801	39.0381011867583	60.9630282680873	36.0603582358456	24.1579738224196	34.3452591521529
chr2R	10054263	10063279	849.673202614379	808.194364693337	735.426335132165	810.015516922557	773.261171110328	804.817098607532	849.365859868557	824.511619892739	880.949254643239	656.570673539453	639.150964558872	686.218277860016
chr2R	10063746	10070325	176.272529213706	196.333406398048	189.917789841823	167.497005153548	181.904894829205	136.81890676328	157.142629811747	158.171616877383	166.141000115227	149.004121766985	151.850121169494	160.048907649033
chr2R	10074605	10077588	14.5243282498184	27.5673618572602	28.9590956141786	44.2192093605366	28.4433108278393	26.8272366202511	35.141600759589	23.5574748540783	27.4668588900173	23.1330600003538	18.6361512344379	28.1631125047654
chr2R	10080297	10087098	155.146233577606	134.474935889074	195.978995900604	75.0386583087894	102.528213449188	91.2126045088537	141.229452109292	123.84501066144	113.217052497876	103.418385883935	86.9687057607104	83.8024323312531
chr2R	10117563	10127436	378.952927972536	450.491035228399	401.386534559313	419.412500904484	345.950036347905	357.472927964846	332.850633609692	343.266062159426	348.360161531927	346.31551588765	354.777101277819	332.46210859284
chr2R	10127738	10137148	199.37941506569	168.766044540788	235.040101612752	179.556789524603	193.149924691374	181.754528102201	199.577770351628	230.190182859851	240.502496134542	210.919076473814	173.247183697923	195.081071984229
chr2R	10137515	10145475	160.427807486631	194.988657039158	168.366834966155	158.117172864949	168.013975587702	155.597972397456	159.131777024554	174.998384630296	140.013988000332	136.076823531493	163.583994168955	138.754846974698
chr2R	10154733	10160929	698.488149468542	702.631540020413	649.895982969358	643.188499789624	707.11393662698	647.877764379063	631.222715530731	578.840810700209	600.921278642574	570.842274714613	548.040891857175	550.21105161749
chr2R	10186194	10192878	89.126559714795	69.2545919828733	77.4487440844313	93.7983228859868	113.111770966524	107.979627396511	94.1529680728611	82.1146266342157	85.0802702202976	97.2949288250175	122.170324759093	96.8536308090713
chr2R	10195134	10204843	196.738628111177	179.524039411914	252.550252449232	205.016334307943	157.430418070366	230.043554018653	234.719371111217	169.613818949364	171.500387215718	192.548705297063	142.186931640527	138.754846974698
chr2R	10208685	10215355	788.935102660593	820.969483602799	933.425733052363	611.029074800143	607.231612557126	700.861556704059	654.429433013479	565.379396497878	476.315528556154	630.71607706847	489.371526859871	441.680032696687
chr2R	10227779	10229108	195.418234633921	213.142773384183	150.18321678981	57.6189697728205	71.4390132420149	73.7749007056905	189.632034287594	129.902647052489	156.092149301806	63.2757229421442	48.3159476448391	44.6488368977988
chr2R	10237081	10239422	540.701128936423	543.951115671306	613.528746616669	273.35511241059	314.199363795899	407.10331571231	639.179304381959	372.881173404553	340.32108088119	374.211264711606	245.721105165182	221.870374122908
chr2R	10240314	10245804	48.8545586584802	51.1004756378482	30.9794976337725	33.4994010307096	35.058034276174	38.2288121838578	33.8155026177177	28.9420405350104	36.1758629283155	31.2976694122434	30.3700242338989	34.3452591521529
chr2R	10251590	10256330	147.223872714069	113.631320826268	152.877086149269	129.307687978539	109.142936897523	145.537758664862	127.968470690579	134.614142023304	110.537358947631	136.75720764915	118.028957818107	109.904829286889
chr2R	10256534	10258692	21.7864923747277	14.7922429477982	19.530552856074	22.7795927008825	21.1671150346711	26.1565557047448	19.8914721280693	21.5382627237287	21.4375484019648	20.4115235297239	22.0872903519265	21.2940606743348
chr2R	10262605	10267465	71.9614445104641	77.3230881362177	86.2038195026713	74.3686702881752	54.2407322763446	60.3612823955649	64.9788089516929	61.92250533072	60.2931048805259	58.513034118542	42.1038972333598	55.6393198264877
chr2R	10267730	10274823	419.885125767479	395.356311513878	387.243720422156	540.010344615038	514.625484280441	482.890259164519	332.850633609692	370.188890564087	477.655375331277	342.233211181705	441.055579215032	473.277671116667
chr2R	10275083	10289203	243.612596553773	256.174752868687	232.346232253294	170.176957236005	152.138639311698	180.413166271188	183.001543578237	190.479010962976	248.541576785279	148.323737649327	136.665109052545	173.100106126851
chr2R	10291948	10305162	237.67082590612	261.55375030425	287.570554122193	231.145867111896	209.68673331221	233.396958596184	195.599475926014	191.152081673092	198.297322718174	168.054877061394	169.105816756937	189.585830519884
chr2R	10307385	10321520	209.942562883739	195.661031718603	169.713769645884	194.296525978116	169.336920277369	153.585929650937	147.859942818648	166.921536108897	158.771842852051	136.75720764915	153.23057681649	154.553666184688
chr2R	10355422	10365027	66.6798706014392	65.2203439062011	74.7548747249728	54.9390176903637	42.9957024141756	42.9235785924017	72.9353978029206	69.3262831420018	72.351725856631	44.9053517653927	46.245264174346	51.5178887282294
chr2R	10415073	10419184	125.437380339341	110.269447429041	83.5099501432128	132.65762808161	146.846860553031	105.967584649992	106.087851349703	134.614142023304	130.635060574473	82.3264782365532	104.914629171651	101.661967090373
chr2R	10419401	10424640	541.361325675051	477.386022406214	440.447640271461	460.951758182564	517.271373659774	391.677654655666	468.775693151499	443.553597966788	489.044072919821	470.825809418966	450.028540920502	476.02529184884
chr2R	10427603	10433236	611.342179969631	584.293596438028	512.508645636976	577.529673769433	551.006463246281	536.544732405021	530.439256748513	507.495315427858	530.579322948628	509.607704125441	496.273805094848	500.066973255347
chr2R	10437875	10439036	192.777447679408	256.174752868687	188.570855162093	222.436022843912	193.811397036207	189.802699088276	163.773120521104	142.690990544703	167.48084689035	161.251035884819	133.904197758554	153.866761001645
chr2R	10439305	10442854	50.1749521357364	49.0833515995121	53.2039198493049	50.9190895666786	40.3498130348417	44.2649404234143	50.3917293911088	51.8264446789722	36.8457863158769	41.5034311771053	39.342985939369	26.7893021386793
chr2R	10464769	10484650	771.109790717634	783.316501553858	846.548446209827	731.626918510697	793.105341455332	733.054240648361	721.397389177978	689.224407159319	700.069940001661	667.456819421973	647.433698440844	677.975415663499
chr2R	10487385	10493287	40.9321977949429	51.7728503172936	35.6937690128248	29.4794729070244	44.3186471038426	38.8994930993641	35.141600759589	36.3458183462922	38.8555564785611	31.9780535299008	40.0332137628667	37.7797850673682
chr2L	2541651	2549818	31.0292467155212	29.5844858955963	38.3876383722833	40.1992812368515	25.7974214485054	32.1926839443013	13.2609814187128	39.0381011867583	32.1563226029471	35.3799741181882	59.3595928208024	39.8405006164974
chr2R	10500430	10502150	33.0098369314056	39.6701060872769	19.530552856074	22.1096046802683	31.0892002071731	39.5701740148703	23.8697665536831	21.5382627237287	24.1172419522103	25.1742123533262	16.5654677639448	15.7988192099903
chr2R	10519189	10521624	38.2914108404304	31.6016099339325	43.1019097513357	30.8194489482528	31.7506725520066	48.2890259164519	31.1633063339752	31.6343233754765	22.7773951770875	33.3388217652158	21.3970625284288	21.9809658573779
chr2R	10522051	10523434	58.0973129992738	40.3424807667223	53.8773871891696	46.8991614429934	40.3498130348417	38.2288121838578	45.0873368236236	41.0573133171078	45.5547903541751	36.7407423535031	35.8918468218805	41.2143109825835
chr2R	10523767	10526191	42.2525912721991	34.2911086517139	41.0815077317418	14.7397364535122	25.1359491036719	42.2528976768954	43.7612386817524	34.3266062159426	45.5547903541751	15.6488347061217	20.7068347049311	31.5976384199807
chr2R	10527841	10531689	25.7476728064963	45.0491035228399	53.2039198493049	36.1793531131663	40.3498130348417	48.9597068319582	50.3917293911088	53.1725860992052	54.2637943924733	55.7914976479121	41.4136694098621	47.396457629971
chr2R	10531911	10543815	1051.03320789595	1085.88510730427	1206.18000569753	1111.51012619894	1043.80336014722	1062.35857016194	1097.34621239849	1010.95220659502	1036.37148055748	1089.2949723696	1007.73262230664	944.494626684206
chr2R	10547975	10548982	101.670297748729	119.682692941276	109.775176397933	103.178155174585	77.3922643455161	83.1644335227783	91.5007717891186	93.5568287061966	86.4201169954204	76.8834052952935	84.2077944667196	63.1952768399614
chr2R	10549253	10553226	79.8838053740015	79.3402121745538	78.7956787641605	64.3188499789624	64.8242897936802	56.3371969025273	81.5550357250839	80.0954145038661	93.7892742585958	61.9149547068293	59.3595928208024	50.8309835451863
chr2R	10553645	10555879	60.7380999537862	45.0491035228399	58.5916585682219	41.5392572780799	35.7195066210074	43.594259507908	64.9788089516929	56.5379396497878	74.3614960193152	43.5445835300777	26.2286572929127	37.0928798843252
chr2R	10556108	10561544	308.311876939328	270.966995816485	286.897086782328	292.114776987787	271.865133726557	251.505343314854	289.752443998875	273.939779017424	277.348282450419	247.659818827317	257.454978164643	226.678710404209
chr2R	10563439	10585616	2152.90156466627	2181.18346012079	2006.2592054567	2085.00272015136	2123.98769926028	2024.78568391345	2239.7797616206	2082.48077710052	2045.27610222495	1834.99596532218	1876.72945209025	1801.75229512194
chr2R	10595902	10606763	909.090909090909	908.378191930697	903.793170098319	741.67673881991	815.59540117967	772.624414663231	903.072834614344	897.203256585324	951.961133724747	780.400582953112	801.354503080832	711.633769632609
chr2R	10608631	10615250	110.252855350895	104.890449993478	116.509849796579	100.498203092129	82.0225707593504	93.2246472553725	91.5007717891186	71.3454952723513	105.17797184714	72.8011005893487	64.881415408784	82.428621965167
chr2R	10617242	10622411	150.524856407209	126.40643973573	154.224020828998	155.437220782492	173.305754346369	148.220482326887	145.870795605841	128.556505632256	129.29521379935	136.076823531493	165.654677639448	142.876278072956
chr2R	10641911	10654058	199.37941506569	205.746651910284	243.121709691128	178.216813483375	181.904894829205	185.778613595239	210.849604557534	222.786405048569	210.355943694279	197.311394120665	184.981056697384	185.464399421626
chr2R	10654370	10658959	40.9321977949429	38.3253567283862	47.1427137905234	26.7995208245677	36.3809789658409	25.4858747892385	41.7720914689454	41.0573133171078	34.8360161531927	36.7407423535031	26.2286572929127	35.032164335196
chr2R	10670695	10682315	693.866772298145	601.102963424162	566.386032826145	495.791135254502	590.69480393629	563.371969025273	686.918837489325	703.358892071765	661.884306910662	534.10153236111	559.774764856636	572.192017474868
chr2R	10682603	10692769	145.903479236813	172.800292617461	152.203618809404	101.838179133357	117.080605035524	85.1764762692972	152.501286315198	138.652566284004	139.344064612771	91.8518558837577	102.843945701158	106.470303371674
chr2R	10692996	10694664	235.690235690236	211.125649345847	255.917589148555	196.976478060572	183.227839518871	192.485422750301	238.034616465895	228.170970729501	221.074717895262	158.529499414189	159.442627227969	160.048907649033
chr2R	10697474	10702042	52.1555423516208	47.7386022406214	36.3672363526895	29.4794729070244	29.7662555175062	41.5822167613892	48.4025821783018	35.6727476361757	41.5352500288067	28.5761329416135	27.6091129399081	39.8405006164974
chr2R	10703649	10711914	62.0584934310425	92.7877057634613	65.9997993067327	49.5791135254502	57.548094000512	62.3733251420838	65.6418580226285	60.576363910487	60.9630282680873	51.7091929419673	55.2182258798162	67.3167079382197
chr2R	10716306	10720306	21.7864923747277	28.2397365367056	18.1836181763447	21.4396166596541	19.1826980001707	30.8513221132887	20.5545211990049	19.5190505933791	24.1172419522103	14.9684505884642	25.538429469415	27.4762073217223
chr2R	10720511	10729718	66.0196738628111	63.8755945473103	67.346733986462	24.1195687421109	44.3186471038426	46.2769831699331	59.0113673132721	66.6340003015357	49.5743306795435	55.1111135302546	56.5986815268116	65.2559923890906
chr2R	10730005	10738354	176.932725952334	194.988657039158	228.978895553971	196.976478060572	178.597533105037	155.597972397456	179.023249152623	213.363415106937	182.2191614167	165.333340590764	166.344905462946	151.119140269473
chr2R	10738657	10745976	77.9032151581171	80.0125868539992	102.367035659422	71.0187301851043	81.3610984145169	67.738772466134	78.9028394413414	71.3454952723513	84.4103468327362	70.0795641187189	85.588250113715	81.0548115990809
chr2R	10752092	10760255	61.3982966924143	73.9612147389909	49.8365831499818	65.6588260201908	49.6104258625103	54.3251541560084	38.4568461142672	41.7303840272244	50.2442540671049	38.101510588818	51.7670867623276	35.719069518239
chr2R	10795113	10800235	67.3400673400673	64.5479692267557	65.3263319668681	46.8991614429934	62.8398727591797	47.6183450009457	55.6961219585939	51.8264446789722	60.9630282680873	56.4718817655696	50.3866311153322	47.396457629971
