chrom	center	center_1
chrX	3134869	3134870
chrX	3134869	3134870
chrX	4132886	4132887
chrX	4134382	4134383
chrX	4139052	4139053
chrX	4140174	4140175
chrX	7166450	7166451
chrX	7281088	7281089
chrX	11493134	11493135
chrX	11493818	11493819
chrX	14679567	14679568
chrX	14679567	14679568
chrX	15712627	15712628
chrX	15712627	15712628
chrX	15713640	15713641
chrX	18863949	18863950
chrX	18863949	18863950
chrX	127448	127449
chrX	127452	127453
chrX	131034	131035
chrX	258334	258335
chrX	258334	258335
chrX	258464	258465
chrX	316575	316576
chrX	316575	316576
chrX	391834	391835
chrX	509434	509435
chrX	648482	648483
chrX	784745	784746
chrX	784745	784746
chrX	808216	808217
chrX	1411725	1411726
chrX	1413800	1413801
chrX	1773718	1773719
chrX	1824161	1824162
chrX	1824942	1824943
chrX	1825062	1825063
chrX	1827346	1827347
chrX	1831302	1831303
chrX	1941939	1941940
chrX	1941939	1941940
chrX	1941939	1941940
chrX	1941939	1941940
chrX	1941939	1941940
chrX	1941939	1941940
chrX	1941939	1941940
chrX	2225295	2225296
chrX	2225295	2225296
chrX	2470459	2470460
chrX	2470459	2470460
chrX	2470459	2470460
chrX	2740383	2740384
chrX	2989050	2989051
chrX	3176439	3176440
chrX	3176439	3176440
chrX	3176439	3176440
chrX	3256067	3256068
chrX	3256067	3256068
chrX	3256067	3256068
chrX	3373158	3373159
chrX	3392396	3392397
chrX	3392485	3392486
chrX	3392485	3392486
chrX	3511336	3511337
chrX	3668836	3668837
chrX	3668900	3668901
chrX	3931999	3932000
chrX	3932155	3932156
chrX	3932155	3932156
chrX	4062858	4062859
chrX	4322625	4322626
chrX	4322625	4322626
chrX	4323608	4323609
chrX	4387675	4387676
chrX	4412855	4412856
chrX	4413461	4413462
chrX	4413461	4413462
chrX	4413461	4413462
chrX	4427134	4427135
chrX	4427134	4427135
chrX	4707915	4707916
chrX	4707915	4707916
chrX	4840832	4840833
chrX	4840832	4840833
chrX	4840832	4840833
chrX	4956645	4956646
chrX	5358271	5358272
chrX	5764552	5764553
chrX	5765854	5765855
chrX	5882479	5882480
chrX	6106177	6106178
chrX	6540770	6540771
chrX	6540770	6540771
chrX	6540770	6540771
chrX	6540770	6540771
chrX	6540770	6540771
chrX	6540770	6540771
chrX	6540770	6540771
chrX	6540770	6540771
chrX	6546118	6546119
chrX	6546118	6546119
chrX	6546118	6546119
chrX	6908276	6908277
chrX	6908276	6908277
chrX	7074549	7074550
chrX	7076709	7076710
chrX	7076709	7076710
chrX	7076709	7076710
chrX	7076709	7076710
chrX	7196028	7196029
chrX	8121279	8121280
chrX	8121279	8121280
chrX	8517372	8517373
chrX	8517372	8517373
chrX	8517372	8517373
chrX	8517429	8517430
chrX	8517429	8517430
chrX	8517487	8517488
chrX	8517487	8517488
chrX	8517508	8517509
chrX	8517740	8517741
chrX	8756538	8756539
chrX	8907067	8907068
chrX	8907067	8907068
chrX	8912367	8912368
chrX	8972907	8972908
chrX	9030204	9030205
chrX	9030204	9030205
chrX	9042643	9042644
chrX	9042643	9042644
chrX	9163254	9163255
chrX	9164162	9164163
chrX	9558664	9558665
chrX	10744501	10744502
chrX	10744501	10744502
chrX	10745433	10745434
chrX	10878053	10878054
chrX	10878053	10878054
chrX	10967721	10967722
chrX	11139607	11139608
chrX	11140473	11140474
chrX	11224285	11224286
chrX	11224285	11224286
chrX	11389667	11389668
chrX	11389667	11389668
chrX	11389667	11389668
chrX	11389667	11389668
chrX	11390068	11390069
chrX	11390068	11390069
chrX	11390371	11390372
chrX	11622014	11622015
chrX	11622014	11622015
chrX	11622014	11622015
chrX	11622014	11622015
chrX	11792532	11792533
chrX	11792532	11792533
chrX	11792713	11792714
chrX	11792878	11792879
chrX	11792878	11792879
chrX	12043697	12043698
chrX	12043697	12043698
chrX	12229922	12229923
chrX	12230027	12230028
chrX	12785562	12785563
chrX	12791139	12791140
chrX	12791139	12791140
chrX	12791139	12791140
chrX	12974682	12974683
chrX	13215155	13215156
chrX	13215155	13215156
chrX	13215155	13215156
chrX	13215155	13215156
chrX	13215155	13215156
chrX	14277734	14277735
chrX	14322225	14322226
chrX	14934039	14934040
chrX	14934039	14934040
chrX	14934039	14934040
chrX	15069126	15069127
chrX	15071462	15071463
chrX	15071462	15071463
chrX	15071462	15071463
chrX	15071462	15071463
chrX	15333309	15333310
chrX	15333309	15333310
chrX	15334219	15334220
chrX	15334477	15334478
chrX	15334477	15334478
chrX	15334477	15334478
chrX	15334555	15334556
chrX	15334565	15334566
chrX	15335140	15335141
chrX	15987007	15987008
chrX	15987165	15987166
chrX	15987165	15987166
chrX	16118787	16118788
chrX	16118787	16118788
chrX	16640967	16640968
chrX	16640967	16640968
chrX	16645866	16645867
chrX	16969068	16969069
chrX	17160005	17160006
chrX	17160005	17160006
chrX	17160005	17160006
chrX	17282495	17282496
chrX	17285703	17285704
chrX	17422319	17422320
chrX	17924306	17924307
chrX	17932100	17932101
chrX	17937495	17937496
chrX	18322957	18322958
chrX	18479982	18479983
chrX	18480100	18480101
chrX	18930334	18930335
chrX	18930334	18930335
chrX	18930334	18930335
chrX	18930358	18930359
chrX	19136106	19136107
chrX	19266655	19266656
chrX	19353180	19353181
chrX	19353180	19353181
chrX	19522026	19522027
chrX	19522098	19522099
chrX	19522098	19522099
chrX	19528361	19528362
chrX	20761070	20761071
chrX	20761070	20761071
chrX	21093843	21093844
chrX	21093843	21093844
chrX	21363027	21363028
chrX	21363027	21363028
chrX	21624795	21624796
chrX	21624795	21624796
chrX	21624795	21624796
chrX	21624795	21624796
chrX	21624795	21624796
chrX	21625149	21625150
chrX	21631890	21631891
chrX	124369	124370
chrX	124369	124370
chrX	124369	124370
chrX	133384	133385
chrX	140972	140973
chrX	142207	142208
chrX	142730	142731
chrX	142852	142853
chrX	151690	151691
chrX	175972	175973
chrX	175972	175973
chrX	175972	175973
chrX	245977	245978
chrX	245977	245978
chrX	254875	254876
chrX	255673	255674
chrX	255673	255674
chrX	269591	269592
chrX	269591	269592
chrX	269610	269611
chrX	279702	279703
chrX	280171	280172
chrX	286406	286407
chrX	286406	286407
chrX	307683	307684
chrX	315122	315123
chrX	316575	316576
chrX	343040	343041
chrX	376986	376987
chrX	376986	376987
chrX	385557	385558
chrX	396059	396060
chrX	409720	409721
chrX	436138	436139
chrX	460746	460747
chrX	476983	476984
chrX	477367	477368
chrX	481861	481862
chrX	481861	481862
chrX	481937	481938
chrX	481937	481938
chrX	482776	482777
chrX	487877	487878
chrX	487897	487898
chrX	490786	490787
chrX	490786	490787
chrX	499280	499281
chrX	499280	499281
chrX	499280	499281
chrX	499957	499958
chrX	499957	499958
chrX	499957	499958
chrX	499957	499958
chrX	509234	509235
chrX	527940	527941
chrX	527940	527941
chrX	530500	530501
chrX	530500	530501
chrX	531169	531170
chrX	582120	582121
chrX	585080	585081
chrX	591041	591042
chrX	610548	610549
chrX	610548	610549
chrX	610548	610549
chrX	620281	620282
chrX	620716	620717
chrX	621529	621530
chrX	621805	621806
chrX	623467	623468
chrX	624756	624757
chrX	625246	625247
chrX	625541	625542
chrX	628337	628338
chrX	628348	628349
chrX	628348	628349
chrX	629772	629773
chrX	633621	633622
chrX	633621	633622
chrX	633621	633622
chrX	635889	635890
chrX	636441	636442
chrX	644760	644761
chrX	647303	647304
chrX	647303	647304
chrX	648890	648891
chrX	656113	656114
chrX	656355	656356
chrX	656672	656673
chrX	657073	657074
chrX	686833	686834
chrX	750346	750347
chrX	752010	752011
chrX	756185	756186
chrX	759593	759594
chrX	777733	777734
chrX	787854	787855
chrX	790283	790284
chrX	797089	797090
chrX	801668	801669
chrX	803423	803424
chrX	806075	806076
chrX	808216	808217
chrX	808216	808217
chrX	808216	808217
chrX	808216	808217
chrX	808216	808217
chrX	844822	844823
chrX	846170	846171
chrX	846657	846658
chrX	922888	922889
chrX	923167	923168
chrX	928138	928139
chrX	933125	933126
chrX	935231	935232
chrX	935425	935426
chrX	935579	935580
chrX	935857	935858
chrX	939169	939170
chrX	941074	941075
chrX	942473	942474
chrX	946661	946662
chrX	948584	948585
chrX	949051	949052
chrX	1026790	1026791
chrX	1028290	1028291
chrX	1030757	1030758
chrX	1030757	1030758
chrX	1031495	1031496
chrX	1033315	1033316
chrX	1033315	1033316
chrX	1033315	1033316
chrX	1033315	1033316
chrX	1033315	1033316
chrX	1051524	1051525
chrX	1145643	1145644
chrX	1158598	1158599
chrX	1170827	1170828
chrX	1171424	1171425
chrX	1171424	1171425
chrX	1203776	1203777
chrX	1206736	1206737
chrX	1209969	1209970
chrX	1209969	1209970
chrX	1242739	1242740
chrX	1242739	1242740
chrX	1322512	1322513
chrX	1356487	1356488
chrX	1369248	1369249
chrX	1370579	1370580
chrX	1370579	1370580
chrX	1370579	1370580
chrX	1370579	1370580
chrX	1375535	1375536
chrX	1375535	1375536
chrX	1378884	1378885
chrX	1380913	1380914
chrX	1380913	1380914
chrX	1455214	1455215
chrX	1460806	1460807
chrX	1461843	1461844
chrX	1461979	1461980
chrX	1482491	1482492
chrX	1482558	1482559
chrX	1483478	1483479
chrX	1483624	1483625
chrX	1486225	1486226
chrX	1486225	1486226
chrX	1486225	1486226
chrX	1486225	1486226
chrX	1486225	1486226
chrX	1488422	1488423
chrX	1558348	1558349
chrX	1575131	1575132
chrX	1575148	1575149
chrX	1608868	1608869
chrX	1610511	1610512
chrX	1622731	1622732
chrX	1673109	1673110
chrX	1673337	1673338
chrX	1673337	1673338
chrX	1673337	1673338
chrX	1673337	1673338
chrX	1675079	1675080
chrX	1675079	1675080
chrX	1675402	1675403
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1773724	1773725
chrX	1774526	1774527
chrX	1819494	1819495
chrX	1821468	1821469
chrX	1838239	1838240
chrX	1842627	1842628
chrX	1842627	1842628
chrX	1842627	1842628
chrX	1843345	1843346
chrX	1872399	1872400
chrX	1873852	1873853
chrX	1876293	1876294
chrX	1876705	1876706
chrX	1877316	1877317
chrX	1879018	1879019
chrX	1879018	1879019
chrX	1880281	1880282
chrX	1880530	1880531
chrX	1881312	1881313
chrX	1891400	1891401
chrX	1891400	1891401
chrX	1891400	1891401
chrX	1891400	1891401
chrX	1891400	1891401
chrX	1900698	1900699
chrX	1900767	1900768
chrX	1902027	1902028
chrX	1902081	1902082
chrX	1903703	1903704
chrX	1903703	1903704
chrX	1903703	1903704
chrX	1904321	1904322
chrX	1904321	1904322
chrX	1908238	1908239
chrX	1908919	1908920
chrX	1908919	1908920
chrX	1927682	1927683
chrX	1927682	1927683
chrX	1927682	1927683
chrX	1928171	1928172
chrX	1928343	1928344
chrX	1940306	1940307
chrX	2009956	2009957
chrX	2010299	2010300
chrX	2010859	2010860
chrX	2012307	2012308
chrX	2012307	2012308
chrX	2012642	2012643
chrX	2013120	2013121
chrX	2013120	2013121
chrX	2052683	2052684
chrX	2055309	2055310
chrX	2071709	2071710
chrX	2072412	2072413
chrX	2074794	2074795
chrX	2076965	2076966
chrX	2078342	2078343
chrX	2080609	2080610
chrX	2080609	2080610
chrX	2101926	2101927
chrX	2102288	2102289
chrX	2141488	2141489
chrX	2142686	2142687
chrX	2145135	2145136
chrX	2145362	2145363
chrX	2148462	2148463
chrX	2149935	2149936
chrX	2150106	2150107
chrX	2150106	2150107
chrX	2159144	2159145
chrX	2159144	2159145
chrX	2166808	2166809
chrX	2166808	2166809
chrX	2166808	2166809
chrX	2171085	2171086
chrX	2172525	2172526
chrX	2172525	2172526
chrX	2173414	2173415
chrX	2173479	2173480
chrX	2175816	2175817
chrX	2176005	2176006
chrX	2176890	2176891
chrX	2179006	2179007
chrX	2181210	2181211
chrX	2182817	2182818
chrX	2189187	2189188
chrX	2191638	2191639
chrX	2191950	2191951
chrX	2194580	2194581
chrX	2200622	2200623
chrX	2201819	2201820
chrX	2223753	2223754
chrX	2237857	2237858
chrX	2238043	2238044
chrX	2242137	2242138
chrX	2252331	2252332
chrX	2252331	2252332
chrX	2254402	2254403
chrX	2260206	2260207
chrX	2260206	2260207
chrX	2262836	2262837
chrX	2264656	2264657
chrX	2264990	2264991
chrX	2264990	2264991
chrX	2269995	2269996
chrX	2271007	2271008
chrX	2271284	2271285
chrX	2275821	2275822
chrX	2275949	2275950
chrX	2278030	2278031
chrX	2281525	2281526
chrX	2295465	2295466
chrX	2321757	2321758
chrX	2321854	2321855
chrX	2324747	2324748
chrX	2324747	2324748
chrX	2327127	2327128
chrX	2340297	2340298
chrX	2343996	2343997
chrX	2380516	2380517
chrX	2409364	2409365
chrX	2442312	2442313
chrX	2442312	2442313
chrX	2444166	2444167
chrX	2444166	2444167
chrX	2447768	2447769
chrX	2447955	2447956
chrX	2447955	2447956
chrX	2544739	2544740
chrX	2580957	2580958
chrX	2582476	2582477
chrX	2582703	2582704
chrX	2583744	2583745
chrX	2583744	2583745
chrX	2585979	2585980
chrX	2585979	2585980
chrX	2588502	2588503
chrX	2592120	2592121
chrX	2593576	2593577
chrX	2633951	2633952
chrX	2633951	2633952
chrX	2633951	2633952
chrX	2634214	2634215
chrX	2637424	2637425
chrX	2667809	2667810
chrX	2701123	2701124
chrX	2701123	2701124
chrX	2701123	2701124
chrX	2704570	2704571
chrX	2706150	2706151
chrX	2708683	2708684
chrX	2711755	2711756
chrX	2730076	2730077
chrX	2730216	2730217
chrX	2732468	2732469
chrX	2734247	2734248
chrX	2734247	2734248
chrX	2739088	2739089
chrX	2739088	2739089
chrX	2782905	2782906
chrX	2782905	2782906
chrX	2782905	2782906
chrX	2782905	2782906
chrX	2790598	2790599
chrX	2809880	2809881
chrX	2871883	2871884
chrX	2875427	2875428
chrX	2885185	2885186
chrX	2925883	2925884
chrX	2929795	2929796
chrX	2935126	2935127
chrX	2937026	2937027
chrX	2947093	2947094
chrX	2948033	2948034
chrX	2948033	2948034
chrX	2950398	2950399
chrX	2951831	2951832
chrX	3066614	3066615
chrX	3066614	3066615
chrX	3099549	3099550
chrX	3099581	3099582
chrX	3172267	3172268
chrX	3172453	3172454
chrX	3173375	3173376
chrX	3175017	3175018
chrX	3175201	3175202
chrX	3236129	3236130
chrX	3241490	3241491
chrX	3242411	3242412
chrX	3243953	3243954
chrX	3248599	3248600
chrX	3289380	3289381
chrX	3295280	3295281
chrX	3329406	3329407
chrX	3333869	3333870
chrX	3363685	3363686
chrX	3373158	3373159
chrX	3373158	3373159
chrX	3434942	3434943
chrX	3434972	3434973
chrX	3459015	3459016
chrX	3460591	3460592
chrX	3462473	3462474
chrX	3465736	3465737
chrX	3465736	3465737
chrX	3476462	3476463
chrX	3482964	3482965
chrX	3484604	3484605
chrX	3485649	3485650
chrX	3485649	3485650
chrX	3485649	3485650
chrX	3485649	3485650
chrX	3491010	3491011
chrX	3491010	3491011
chrX	3491433	3491434
chrX	3511336	3511337
chrX	3514315	3514316
chrX	3514354	3514355
chrX	3545749	3545750
chrX	3545861	3545862
chrX	3557811	3557812
chrX	3574535	3574536
chrX	3667620	3667621
chrX	3671800	3671801
chrX	3688234	3688235
chrX	3688234	3688235
chrX	3689362	3689363
chrX	3689362	3689363
chrX	3704609	3704610
chrX	3720006	3720007
chrX	3720006	3720007
chrX	3720006	3720007
chrX	3724636	3724637
chrX	3739896	3739897
chrX	3747162	3747163
chrX	3749060	3749061
chrX	3772639	3772640
chrX	3772639	3772640
chrX	3776058	3776059
chrX	3777381	3777382
chrX	3780142	3780143
chrX	3789968	3789969
chrX	3790041	3790042
chrX	3792973	3792974
chrX	3793222	3793223
chrX	3828196	3828197
chrX	3836079	3836080
chrX	3845897	3845898
chrX	3857229	3857230
chrX	3858895	3858896
chrX	3858939	3858940
chrX	3862965	3862966
chrX	3862965	3862966
chrX	3862965	3862966
chrX	3868972	3868973
chrX	3872412	3872413
chrX	3872412	3872413
chrX	3875765	3875766
chrX	3880747	3880748
chrX	3884167	3884168
chrX	3891496	3891497
chrX	3892383	3892384
chrX	3936516	3936517
chrX	3936516	3936517
chrX	3948974	3948975
chrX	3948974	3948975
chrX	3949264	3949265
chrX	3955542	3955543
chrX	3965434	3965435
chrX	3968787	3968788
chrX	3968932	3968933
chrX	3968992	3968993
chrX	4063895	4063896
chrX	4097591	4097592
chrX	4097917	4097918
chrX	4104341	4104342
chrX	4106112	4106113
chrX	4106112	4106113
chrX	4106834	4106835
chrX	4108948	4108949
chrX	4111155	4111156
chrX	4113700	4113701
chrX	4113700	4113701
chrX	4114141	4114142
chrX	4114799	4114800
chrX	4114799	4114800
chrX	4114799	4114800
chrX	4117019	4117020
chrX	4117019	4117020
chrX	4117019	4117020
chrX	4117549	4117550
chrX	4117549	4117550
chrX	4119713	4119714
chrX	4119713	4119714
chrX	4119713	4119714
chrX	4120097	4120098
chrX	4120097	4120098
chrX	4131210	4131211
chrX	4213024	4213025
chrX	4216872	4216873
chrX	4218169	4218170
chrX	4241886	4241887
chrX	4247312	4247313
chrX	4247312	4247313
chrX	4248376	4248377
chrX	4251869	4251870
chrX	4268700	4268701
chrX	4275233	4275234
chrX	4300151	4300152
chrX	4311278	4311279
chrX	4311363	4311364
chrX	4311988	4311989
chrX	4313625	4313626
chrX	4314229	4314230
chrX	4314229	4314230
chrX	4319437	4319438
chrX	4321763	4321764
chrX	4327079	4327080
chrX	4365805	4365806
chrX	4366178	4366179
chrX	4366416	4366417
chrX	4368308	4368309
chrX	4368482	4368483
chrX	4368645	4368646
chrX	4368785	4368786
chrX	4373980	4373981
chrX	4380757	4380758
chrX	4387675	4387676
chrX	4530230	4530231
chrX	4530230	4530231
chrX	4540907	4540908
chrX	4540907	4540908
chrX	4542629	4542630
chrX	4544616	4544617
chrX	4545279	4545280
chrX	4549069	4549070
chrX	4549882	4549883
chrX	4551972	4551973
chrX	4553116	4553117
chrX	4553116	4553117
chrX	4558071	4558072
chrX	4570990	4570991
chrX	4636317	4636318
chrX	4641268	4641269
chrX	4647870	4647871
chrX	4648591	4648592
chrX	4648591	4648592
chrX	4650014	4650015
chrX	4650049	4650050
chrX	4667289	4667290
chrX	4667289	4667290
chrX	4679987	4679988
chrX	4680403	4680404
chrX	4702283	4702284
chrX	4702324	4702325
chrX	4702324	4702325
chrX	4702324	4702325
chrX	4770556	4770557
chrX	4775032	4775033
chrX	4775983	4775984
chrX	4825973	4825974
chrX	4873999	4874000
chrX	4875669	4875670
chrX	4906899	4906900
chrX	4909101	4909102
chrX	4909101	4909102
chrX	4912380	4912381
chrX	4912380	4912381
chrX	4915279	4915280
chrX	4918729	4918730
chrX	4918871	4918872
chrX	4997440	4997441
chrX	4997440	4997441
chrX	5048272	5048273
chrX	5048272	5048273
chrX	5076467	5076468
chrX	5323854	5323855
chrX	5326674	5326675
chrX	5329875	5329876
chrX	5332498	5332499
chrX	5332741	5332742
chrX	5412385	5412386
chrX	5421532	5421533
chrX	5421967	5421968
chrX	5421967	5421968
chrX	5422182	5422183
chrX	5422391	5422392
chrX	5429570	5429571
chrX	5430564	5430565
chrX	5433438	5433439
chrX	5493013	5493014
chrX	5494058	5494059
chrX	5500207	5500208
chrX	5500207	5500208
chrX	5501475	5501476
chrX	5501812	5501813
chrX	5516607	5516608
chrX	5516992	5516993
chrX	5517258	5517259
chrX	5524301	5524302
chrX	5528926	5528927
chrX	5616571	5616572
chrX	5616571	5616572
chrX	5619135	5619136
chrX	5619135	5619136
chrX	5622279	5622280
chrX	5622647	5622648
chrX	5650566	5650567
chrX	5650566	5650567
chrX	5650566	5650567
chrX	5663113	5663114
chrX	5664627	5664628
chrX	5664627	5664628
chrX	5666051	5666052
chrX	5666051	5666052
chrX	5670826	5670827
chrX	5672400	5672401
chrX	5672479	5672480
chrX	5672733	5672734
chrX	5673829	5673830
chrX	5673829	5673830
chrX	5680616	5680617
chrX	5680626	5680627
chrX	5683239	5683240
chrX	5683239	5683240
chrX	5685252	5685253
chrX	5689851	5689852
chrX	5690001	5690002
chrX	5690001	5690002
chrX	5690435	5690436
chrX	5692944	5692945
chrX	5697122	5697123
chrX	5698556	5698557
chrX	5699186	5699187
chrX	5708558	5708559
chrX	5708558	5708559
chrX	5708558	5708559
chrX	5720926	5720927
chrX	5732739	5732740
chrX	5732739	5732740
chrX	5738662	5738663
chrX	5738662	5738663
chrX	5752248	5752249
chrX	5752508	5752509
chrX	5753389	5753390
chrX	5754028	5754029
chrX	5755491	5755492
chrX	5755573	5755574
chrX	5755747	5755748
chrX	5756392	5756393
chrX	5773022	5773023
chrX	5777194	5777195
chrX	5789486	5789487
chrX	5790951	5790952
chrX	5792139	5792140
chrX	5804676	5804677
chrX	5810491	5810492
chrX	5812272	5812273
chrX	5814863	5814864
chrX	5818558	5818559
chrX	5819051	5819052
chrX	5831897	5831898
chrX	5845279	5845280
chrX	5853760	5853761
chrX	5869094	5869095
chrX	5869094	5869095
chrX	5870840	5870841
chrX	5879868	5879869
chrX	5880533	5880534
chrX	5880818	5880819
chrX	5900860	5900861
chrX	5900860	5900861
chrX	5900860	5900861
chrX	5900860	5900861
chrX	5901981	5901982
chrX	5905745	5905746
chrX	5905881	5905882
chrX	5908134	5908135
chrX	5908134	5908135
chrX	5913066	5913067
chrX	5913066	5913067
chrX	5913066	5913067
chrX	5914362	5914363
chrX	5917096	5917097
chrX	5917159	5917160
chrX	5942605	5942606
chrX	5942605	5942606
chrX	5945681	5945682
chrX	5945681	5945682
chrX	5948159	5948160
chrX	5955628	5955629
chrX	5958206	5958207
chrX	5966278	5966279
chrX	5966462	5966463
chrX	5988790	5988791
chrX	5988790	5988791
chrX	5997507	5997508
chrX	6001510	6001511
chrX	6008182	6008183
chrX	6013707	6013708
chrX	6035752	6035753
chrX	6035752	6035753
chrX	6037891	6037892
chrX	6037891	6037892
chrX	6040004	6040005
chrX	6040316	6040317
chrX	6065728	6065729
chrX	6067957	6067958
chrX	6067957	6067958
chrX	6067957	6067958
chrX	6069130	6069131
chrX	6069130	6069131
chrX	6069130	6069131
chrX	6078707	6078708
chrX	6082633	6082634
chrX	6082658	6082659
chrX	6082708	6082709
chrX	6089877	6089878
chrX	6091204	6091205
chrX	6091769	6091770
chrX	6093868	6093869
chrX	6094585	6094586
chrX	6194736	6194737
chrX	6196579	6196580
chrX	6196710	6196711
chrX	6217267	6217268
chrX	6219956	6219957
chrX	6220254	6220255
chrX	6223060	6223061
chrX	6223060	6223061
chrX	6223060	6223061
chrX	6223060	6223061
chrX	6225646	6225647
chrX	6225935	6225936
chrX	6225935	6225936
chrX	6225940	6225941
chrX	6240744	6240745
chrX	6261168	6261169
chrX	6267796	6267797
chrX	6267796	6267797
chrX	6274971	6274972
chrX	6274971	6274972
chrX	6274971	6274972
chrX	6279679	6279680
chrX	6284137	6284138
chrX	6284470	6284471
chrX	6288099	6288100
chrX	6289469	6289470
chrX	6293105	6293106
chrX	6294516	6294517
chrX	6294516	6294517
chrX	6295388	6295389
chrX	6317420	6317421
chrX	6352281	6352282
chrX	6365948	6365949
chrX	6524463	6524464
chrX	6526105	6526106
chrX	6528947	6528948
chrX	6530896	6530897
chrX	6531015	6531016
chrX	6531015	6531016
chrX	6531015	6531016
chrX	6531015	6531016
chrX	6531634	6531635
chrX	6533998	6533999
chrX	6571922	6571923
chrX	6589289	6589290
chrX	6590775	6590776
chrX	6590775	6590776
chrX	6592532	6592533
chrX	6597087	6597088
chrX	6597182	6597183
chrX	6600061	6600062
chrX	6600061	6600062
chrX	6602324	6602325
chrX	6637122	6637123
chrX	6653112	6653113
chrX	6654540	6654541
chrX	6654678	6654679
chrX	6660551	6660552
chrX	6661646	6661647
chrX	6661646	6661647
chrX	6674386	6674387
chrX	6677261	6677262
chrX	6677261	6677262
chrX	6677261	6677262
chrX	6678423	6678424
chrX	6699507	6699508
chrX	6699507	6699508
chrX	6709086	6709087
chrX	6720003	6720004
chrX	6720474	6720475
chrX	6720474	6720475
chrX	6720474	6720475
chrX	6743674	6743675
chrX	6744878	6744879
chrX	6746398	6746399
chrX	6771224	6771225
chrX	6771462	6771463
chrX	6823203	6823204
chrX	6824495	6824496
chrX	6824495	6824496
chrX	6831396	6831397
chrX	6864102	6864103
chrX	6868226	6868227
chrX	6868507	6868508
chrX	6868507	6868508
chrX	6868507	6868508
chrX	6868507	6868508
chrX	6868507	6868508
chrX	6875985	6875986
chrX	6875985	6875986
chrX	6875985	6875986
chrX	6969917	6969918
chrX	6972323	6972324
chrX	6973619	6973620
chrX	6974033	6974034
chrX	6974033	6974034
chrX	6974033	6974034
chrX	6974033	6974034
chrX	6983970	6983971
chrX	6986485	6986486
chrX	6991611	6991612
chrX	6995881	6995882
chrX	6998671	6998672
chrX	6998671	6998672
chrX	6998671	6998672
chrX	7009005	7009006
chrX	7009310	7009311
chrX	7011356	7011357
chrX	7011356	7011357
chrX	7011436	7011437
chrX	7011436	7011437
chrX	7012238	7012239
chrX	7012238	7012239
chrX	7013886	7013887
chrX	7013886	7013887
chrX	7021607	7021608
chrX	7040602	7040603
chrX	7069412	7069413
chrX	7069935	7069936
chrX	7085736	7085737
chrX	7098577	7098578
chrX	7102554	7102555
chrX	7104884	7104885
chrX	7106271	7106272
chrX	7120373	7120374
chrX	7226454	7226455
chrX	7266903	7266904
chrX	7281088	7281089
chrX	7281088	7281089
chrX	7307938	7307939
chrX	7324213	7324214
chrX	7346712	7346713
chrX	7358795	7358796
chrX	7378139	7378140
chrX	7407207	7407208
chrX	7417252	7417253
chrX	7418593	7418594
chrX	7418593	7418594
chrX	7425219	7425220
chrX	7425360	7425361
chrX	7445386	7445387
chrX	7508650	7508651
chrX	7528303	7528304
chrX	7535624	7535625
