chrom	start	end
chr2L	3248340	3250163
chr2L	3384459	3386313
chr2L	3394924	3396484
chr2L	3431499	3432914
chr2L	3436101	3441398
chr2L	3441845	3442980
chr2L	3536437	3537727
chr2L	3549445	3556899
chr2L	3557449	3561090
chr2L	3569588	3574974
chr2L	3584559	3586473
chr2L	3592584	3596330
chr2L	3596569	3597741
chr2L	3598078	3601621
chr2L	3602016	3604166
chr2L	3609207	3611384
chr2L	3755523	3756453
chr2L	3829834	3833716
chr2L	3839521	3845024
chr2L	3994196	3995392
chr2L	4001919	4003512
chr2L	4012198	4014228
chr2L	4018718	4020777
chr2L	4021225	4023401
chr2L	4128857	4129661
chr2L	4132163	4133939
chr2L	4140716	4144047
chr2L	4160116	4162065
chr2L	4167306	4171091
chr2L	4171381	4174664
chr2L	4176473	4181186
chr2L	4244164	4245919
chr2L	4251569	4254016
chr2L	4254280	4255327
chr2L	4263036	4265101
chr2L	4265629	4268625
chr2L	4270776	4273504
chr2L	4617551	4619557
chr2L	4621166	4624068
chr2L	4624438	4627958
chr2L	4630363	4632972
chr2L	4648011	4649188
chr2L	4657616	4661886
chr2L	4674706	4677081
chr2L	4680148	4682451
chr2L	4722689	4725403
chr2L	4725779	4727346
chr2L	4804140	4806296
chr2L	4806811	4809021
chr2L	4885763	4887009
chr2L	4887213	4889303
chr2L	5028979	5029535
chr2L	5284790	5285625
chr2L	5370500	5371708
chr2L	5372485	5373515
chr2L	5375400	5377346
chr2L	5389380	5393600
chr2L	5396601	5401384
chr2L	5421362	5430783
chr2L	5442695	5445912
chr2L	5449071	5450591
chr2L	5452618	5454090
chr2L	5457579	5458899
chr2L	5468650	5472736
chr2L	5474934	5477097
chr2L	5478429	5479392
chr2L	5480427	5483173
chr2L	5484472	5486087
chr2L	5492785	5495645
chr2L	5497947	5499763
chr2L	5500039	5500918
chr2L	5501173	5502002
chr2L	5503793	5509257
chr2L	5510881	5513026
chr2L	5572197	5573774
chr2L	5575674	5577527
chr2L	5585021	5586446
chr2L	5672997	5674195
chr2L	5676416	5677129
chr2L	5680692	5683365
chr2L	5692817	5694895
chr2L	5815881	5817856
chr2L	5880830	5882561
chr2L	5894459	5896791
chr2L	5961169	5962474
chr2L	6076107	6076946
chr2L	6147283	6149472
chr2L	6158291	6160075
chr2L	6165044	6169775
chr2L	6173171	6176099
chr2L	6176427	6177407
chr2L	6216941	6220415
chr2L	6228398	6230831
chr2L	6235072	6238008
chr2L	6238395	6241467
chr2L	6241788	6243458
chr2L	6371177	6371953
chr2L	6602584	6605192
chr2L	6806695	6811929
chr2L	6817280	6818473
chr2L	6840182	6842996
chr2L	6844230	6846002
chr2L	7096386	7098174
chr2L	7162976	7164538
chr2L	7165359	7167216
chr2L	7172333	7173655
chr2L	7178300	7179837
chr2L	7287327	7291315
chr2L	7292363	7294176
chr2L	7294592	7299049
chr2L	7300904	7302824
chr2L	7317993	7322190
chr2L	7322805	7324677
chr2L	7326371	7328641
chr2L	7353221	7355708
chr2L	7356567	7357321
chr2L	7357693	7360904
chr2L	7361189	7362378
chr2L	7462503	7463109
chr2L	7579672	7581669
chr2L	7594489	7595221
chr2L	7595564	7600292
chr2L	7617912	7621238
chr2L	7621563	7622822
chr2L	7625675	7628799
chr2L	7749448	7751271
chr2L	8745614	8747119
chr2L	8755671	8758622
chr2L	8784489	8786302
chr2L	8795179	8797590
chr2L	8798093	8798566
chr2L	8798850	8801266
chr2L	8801598	8802697
chr2L	8803033	8805007
chr2L	8809820	8811056
chr2L	8817104	8818588
chr2L	8818892	8820162
chr2L	8820421	8822841
chr2L	8834209	8839726
chr2L	8843631	8844278
chr2L	8844742	8848081
chr2L	8849809	8850664
chr2L	8855452	8857159
chr2L	8872097	8876841
chr2L	8877662	8880237
chr2L	8881034	8881807
chr2L	8884291	8885500
chr2L	8894992	8896284
chr2L	8951487	8951808
chr2L	9014579	9017466
chr2L	9018548	9020030
chr2L	9049133	9050214
chr2L	9078679	9081921
chr2L	9082781	9083760
chr2L	9089697	9091097
chr2L	9100911	9103014
chr2L	9122364	9122950
chr2L	9305142	9310670
chr2L	9322998	9325413
chr2L	9357746	9359537
chr2L	9361516	9364093
chr2L	9368651	9370249
chr2L	9466228	9468057
chr2L	9486301	9488052
chr2L	9587221	9588677
chr2L	9601995	9602818
chr2L	9675517	9676749
chr2L	9678565	9679825
chr2L	9680099	9682296
chr2L	9971040	9972842
chr2L	10020061	10022683
chr2L	10023009	10026214
chr2L	10039864	10041845
chr2L	10044776	10046009
chr2L	10046220	10048169
chr2L	10522739	10524769
chr2L	10524989	10526408
chr2L	10536848	10538753
chr2L	10539168	10541912
chr2L	10655683	10656521
chr2L	10684599	10684964
chr2L	10690692	10691184
chr2L	10691603	10692385
chr2L	10884097	10886094
chr2L	10912580	10913289
chr2L	11069538	11070545
chr2L	11071700	11072679
chr2L	11208524	11210436
chr2L	11294387	11301941
chr2L	11303623	11305356
chr2L	11322628	11330167
chr2L	11333447	11336422
chr2L	11336779	11337847
chr2L	11345895	11348560
chr2L	11349065	11350550
chr2L	11377777	11383539
chr2L	11383908	11386769
chr2L	11393516	11396187
chr2L	11396506	11402782
chr2L	11403374	11404309
chr2L	11404613	11406788
chr2L	11407041	11409437
chr2L	11410130	11413454
chr2L	11413888	11415367
chr2L	11418258	11421011
chr2L	11446043	11446766
chr2L	11447123	11447996
chr2L	11448332	11449762
chr2L	11453068	11455278
chr2L	11459361	11461461
chr2L	11463660	11465413
chr2L	11471084	11472945
chr2L	11473631	11476511
chr2L	11478019	11479304
chr2L	11495070	11496705
chr2L	11633880	11636704
chr2L	11669297	11672003
chr2L	11680641	11681739
chr2L	11705932	11707196
chr2L	11711941	11713564
chr2L	11725745	11726869
chr2L	11730845	11732321
chr2L	11766828	11768207
chr2L	11770583	11773993
chr2L	11775643	11777664
chr2L	11929884	11930681
chr2L	11974604	11976981
chr2L	11977266	11978039
chr2L	11979431	11980759
chr2L	12003066	12003904
chr2L	12089570	12091562
chr2L	12112368	12113622
chr2L	12315117	12315717
chr2L	12331614	12333180
chr2L	12402328	12403228
chr2L	12576054	12579151
chr2L	12648712	12652334
chr2L	12655374	12656190
chr2L	12687834	12690112
chr2L	12789622	12791117
chr2L	12802381	12805628
chr2L	12809503	12810349
chr2L	12810585	12812673
chr2L	12828593	12829222
chr2L	12829465	12832700
chr2L	12833202	12834518
chr2L	12835956	12839445
chr2L	12849458	12851029
chr2L	12851322	12853850
chr2L	12854223	12855309
chr2L	12865408	12866735
chr2L	12871859	12874314
chr2L	12941111	12942985
chr2L	12949141	12950683
chr2L	13061374	13064663
chr2L	13065918	13067829
chr2L	13068123	13070009
chr2L	13070567	13075123
chr2L	13077148	13081526
chr2L	13085180	13085955
chr2L	13086541	13088241
chr2L	13091350	13092021
chr2L	13092890	13094562
chr2L	13095199	13096494
chr2L	13101432	13102941
chr2L	13112537	13114370
chr2L	13114723	13117750
chr2L	13120997	13122636
chr2L	13122944	13123584
chr2L	13126785	13127990
chr2L	13128391	13130533
chr2L	13137818	13138882
chr2L	13139129	13140008
chr2L	13147327	13149282
chr2L	13149515	13150355
chr2L	13150883	13152707
chr2L	13152934	13154194
chr2L	13154450	13155181
chr2L	13156050	13156497
chr2L	13157190	13158647
chr2L	13339579	13341821
chr2L	13727486	13729070
chr2L	13731463	13733825
chr2L	13738318	13741700
chr2L	13742854	13744294
chr2L	14002727	14005609
chr2L	14009789	14010745
chr2L	14011020	14012750
chr2L	14020764	14021207
chr2L	14025078	14026049
chr2L	14100484	14102800
chr2L	14183014	14183749
chr2L	14245332	14248879
chr2L	14251719	14254424
chr2L	14254804	14255566
chr2L	14255876	14258174
chr2L	14367586	14368668
chr2L	14369056	14372273
chr2L	14385019	14388968
chr2L	14414819	14416632
chr2L	14421396	14422848
chr2L	14423343	14424031
chr2L	14435908	14437828
chr2L	14438105	14439374
chr2L	14445557	14447018
chr2L	14451097	14453024
chr2L	14453926	14454900
chr2L	14458117	14458944
chr2L	14459204	14464986
chr2L	14468888	14469859
chr2L	14470120	14471370
chr2L	14471582	14473073
chr2L	14474565	14475565
chr2L	14476080	14478010
chr2L	14495470	14496824
chr2L	14502175	14505567
chr2L	14506207	14507858
chr2L	14517681	14523079
chr2L	14527791	14529904
chr2L	14530359	14531727
chr2L	14538008	14540861
chr2L	14541261	14542091
chr2L	14552018	14557532
chr2L	14566726	14567738
chr2L	14568467	14569202
chr2L	14569594	14574205
chr2L	14580296	14581060
chr2L	14584741	14586229
chr2L	14592934	14595782
chr2L	14695971	14698861
chr2L	14721243	14723912
chr2L	14747361	14749069
chr2L	14799061	14800789
chr2L	14825348	14827374
chr2L	14835016	14835569
chr2L	14873207	14873966
chr2L	14902458	14903811
chr2L	14998132	15000896
chr2L	15001172	15003625
chr2L	15013420	15014436
chr2L	15097672	15098807
chr2L	15100045	15101198
chr2L	15102161	15105667
chr2L	15136137	15137621
chr2L	15141004	15142576
chr2L	15153740	15157506
chr2L	15157830	15159077
chr2L	15209842	15213355
chr2L	15223130	15223885
chr2L	15276250	15277111
chr2L	15286519	15287228
chr2L	15300139	15301566
chr2L	15304310	15305671
chr2L	15311255	15313309
chr2L	15313560	15314578
chr2L	15315103	15316435
chr2L	15323284	15323957
chr2L	15327959	15330327
chr2L	15330918	15332155
chr2L	15332556	15332847
chr2L	15339148	15340351
chr2L	15348072	15349983
chr2L	15356041	15356941
chr2L	15363231	15365264
chr2L	15368584	15369363
chr2L	15376934	15378787
chr2L	15379497	15382268
chr2L	15382724	15384008
chr2L	15384440	15387819
chr2L	15388096	15391233
chr2L	15392004	15393623
chr2L	15397169	15398514
chr2L	15401138	15402388
chr2L	15403539	15404850
chr2L	15407564	15408963
chr2L	15412239	15414759
chr2L	15432092	15433147
chr2L	15438462	15439240
chr2L	15440534	15441394
chr2L	15444142	15445869
chr2L	15453744	15455875
chr2L	15457277	15461097
chr2L	15461464	15462613
chr2L	15470534	15471216
chr2L	15472282	15473187
chr2L	15473559	15475228
chr2L	15479081	15481664
chr2L	15496820	15497552
chr2L	15528436	15529927
chr2L	15536845	15538634
chr2L	15584594	15586006
chr2L	15609232	15609900
chr2L	15625759	15627033
chr2L	15814654	15816465
chr2L	15836000	15838353
chr2L	15849222	15850264
chr2L	15885618	15887069
chr2L	15963010	15964639
chr2L	15990922	15992980
chr2L	16081995	16084271
chr2L	16085487	16086178
chr2L	16091804	16093759
chr2L	16115779	16116722
chr2L	16147943	16148538
chr2L	16220592	16222874
chr2L	16223592	16224235
chr2L	16228990	16230123
chr2L	16371433	16373933
chr2L	16382340	16383778
chr2L	16387792	16391746
chr2L	16396745	16398238
chr2L	16458057	16459701
chr2L	16462879	16465823
chr2L	16699963	16704104
chr2L	16760829	16762607
chr2L	16763132	16763768
chr2L	16862706	16865615
chr2L	16867133	16867659
chr2L	16922547	16923807
chr2L	16926964	16930269
chr2L	16956513	16957460
chr2L	16995346	16997589
chr2L	17015694	17016784
chr2L	17067274	17068404
chr2L	17122305	17123174
chr2L	17267322	17268883
chr2L	17269535	17270389
chr2L	17270935	17271910
chr2L	17292528	17293365
chr2L	17295182	17296879
chr2L	17299306	17300074
chr2L	17314572	17316496
chr2L	17322240	17324387
chr2L	17328560	17330380
chr2L	17552349	17553841
chr2L	17558341	17559302
chr2L	17586451	17587770
chr2L	17621212	17621894
chr2L	17780680	17782363
chr2L	17783686	17785514
chr2L	17881504	17883800
chr2L	17884042	17886302
chr2L	17907256	17908749
chr2L	17925417	17927861
chr2L	17988847	17989878
chr2L	18005286	18006305
chr2L	18075229	18077418
chr2L	18105810	18106404
chr2L	18297692	18299084
chr2L	18303137	18305085
chr2L	18312660	18313264
chr2L	18317282	18319046
chr2L	18393630	18396026
chr2L	18435575	18437474
chr2L	18514157	18517173
chr2L	18612621	18614182
chr2L	18662244	18663432
chr2L	18740854	18742975
chr2L	18743585	18744567
chr2L	18746348	18747842
chr2L	18751823	18753733
chr2L	18757055	18758724
chr2L	18793841	18794732
chr2L	18799066	18799763
chr2L	18883932	18885360
chr2L	18887659	18888406
chr2L	18888650	18889419
chr2L	18889626	18892082
chr2L	18897935	18899349
chr2L	18907362	18909631
chr2L	18910850	18912333
chr2L	18914215	18916247
chr2L	19015033	19016173
chr2L	19016478	19017710
chr2L	19074906	19077221
chr2L	19208821	19210919
chr2L	19222016	19227722
chr2L	19228002	19229933
chr2L	19230167	19233636
chr2L	19234696	19236817
chr2L	19313337	19314250
chr2L	19316548	19317818
chr2L	19764152	19765140
chr2L	20019180	20019902
chr2L	20242577	20243035
chr2L	20300713	20302035
chr2L	20525278	20527215
chr2L	20637943	20638757
chr2L	20820950	20822704
chr2L	20940070	20941414
chr2L	20942306	20943520
chr2L	20956243	20956880
chr2L	20957369	20958286
chr2L	20959384	20960239
chr2L	20961106	20961573
chr2L	21283666	21284395
chr2L	21324446	21326221
chr2L	21796231	21796908
chr2L	21801329	21802342
chr2L	21812503	21813541
chr2L	21837930	21838371
chr2L	21839855	21841606
chr2L	21846545	21847440
chr2L	21879266	21879917
chr2L	21881767	21882361
chr2L	21886395	21887435
chr2L	21892939	21893389
chr2L	21899272	21900134
chr2L	21993319	21993922
chr2L	22013834	22014466
chr2L	22018449	22018962
chr2L	22055584	22056818
chr2R	5749716	5751335
chr2R	7139707	7140078
chr2R	7141411	7142778
chr2R	7223596	7224411
chr2R	7240902	7242934
chr2R	7246252	7247110
chr2R	7247585	7248387
chr2R	8797490	8798130
chr2R	10193088	10194930
chr2R	10547975	10548982
chr2R	10549253	10553226
chr2R	10553645	10555879
chr2R	10667733	10670282
chr2R	10913313	10918165
chr2R	10918529	10921050
chr2R	10921308	10927416
chr2R	10963836	10964820
chr2R	10965104	10966557
chr2R	10966964	10969789
chr2R	10971986	10976083
chr2R	11127160	11131777
chr2R	11262490	11263433
chr2R	11435272	11435939
chr2R	11466909	11467880
chr2R	11468100	11469909
chr2R	11470628	11472762
chr2R	11513029	11514068
chr2R	11514759	11515405
chr2R	11515623	11517122
chr2R	11517643	11521538
chr2R	11521821	11523186
chr2R	11532267	11534706
chr2R	11534964	11539793
chr2R	11540073	11551440
chr2R	11552002	11555496
chr2R	11555732	11556575
chr2R	11556985	11559239
chr2R	11560045	11563645
chr2R	11564711	11565976
chr2R	11566302	11567287
chr2R	11567837	11568657
chr2R	11568873	11570903
chr2R	11707766	11708757
chr2R	11726413	11726920
chr2R	11728455	11730131
chr2R	11730421	11733925
chr2R	11735385	11739095
chr2R	11739881	11740648
chr2R	11740970	11745125
chr2R	11745443	11751680
chr2R	11751897	11753765
chr2R	11754162	11756015
chr2R	11814463	11817640
chr2R	11819332	11820241
chr2R	11820899	11822678
chr2R	11822998	11823922
chr2R	11913431	11916670
chr2R	11933806	11935480
chr2R	11935830	11936965
chr2R	11996741	12001471
chr2R	12082148	12084561
chr2R	12120106	12121944
chr2R	12131531	12133807
chr2R	12237124	12238895
chr2R	12248827	12251004
chr2R	12400347	12401720
chr2R	12524470	12526320
chr2R	12694147	12695049
chr2R	12695429	12696490
chr2R	12697121	12699028
chr2R	12808068	12809570
chr2R	12824511	12826549
chr2R	12830655	12831547
chr2R	12831789	12837404
chr2R	12913336	12914613
chr2R	12986784	12990183
chr2R	12991734	12992420
chr2R	13011285	13016032
chr2R	13018016	13027551
chr2R	13027791	13034262
chr2R	13034468	13036702
chr2R	13038173	13039523
chr2R	13054026	13055195
chr2R	13081145	13085159
chr2R	13085475	13088508
chr2R	13089817	13091816
chr2R	13095679	13097577
chr2R	13102160	13103402
chr2R	13105930	13107612
chr2R	13308732	13310823
chr2R	13313581	13315347
chr2R	13316390	13320561
chr2R	13349225	13351994
chr2R	13356466	13357803
chr2R	13358055	13361331
chr2R	13366776	13370659
chr2R	13371357	13373235
chr2R	13381771	13385272
chr2R	13385585	13387603
chr2R	13399795	13406042
chr2R	13610662	13612596
chr2R	13616160	13618160
chr2R	13618461	13620976
chr2R	13759085	13763235
chr2R	14216977	14218552
chr2R	14305410	14305985
chr2R	14401205	14403318
chr2R	14416361	14416936
chr2R	14425464	14426683
chr2R	14466130	14467456
chr2R	14518357	14519557
chr2R	14519997	14520580
chr2R	14520959	14524220
chr2R	14625993	14627280
chr2R	14634943	14637073
chr2R	14734723	14737254
chr2R	14810974	14813449
chr2R	14813892	14815503
chr2R	14815800	14817758
chr2R	14824769	14825617
chr2R	14825982	14827646
chr2R	14828780	14829769
chr2R	14835489	14837674
chr2R	14840438	14841196
chr2R	14998642	15003699
chr2R	15004141	15004836
chr2R	15005321	15007555
chr2R	15043220	15046191
chr2R	15046402	15047677
chr2R	15056942	15059004
chr2R	15059221	15061148
chr2R	15062041	15073023
chr2R	15073910	15075212
chr2R	15078807	15080904
chr2R	15093954	15095668
chr2R	15096170	15097240
chr2R	15098021	15099513
chr2R	15099907	15102304
chr2R	15109289	15109827
chr2R	15111212	15112424
chr2R	15113932	15114751
chr2R	15150657	15151190
chr2R	15151592	15152683
chr2R	15245151	15245910
chr2R	15246420	15247363
chr2R	15329064	15330112
chr2R	15373478	15375442
chr2R	15396734	15397800
chr2R	15483241	15484300
chr2R	15583206	15585733
chr2R	15589071	15590517
chr2R	15593391	15597316
chr2R	15597575	15599757
chr2R	15600117	15602692
chr2R	15603394	15606580
chr2R	15610958	15611721
chr2R	15704551	15705570
chr2R	15707790	15709794
chr2R	15714018	15718237
chr2R	15719417	15724332
chr2R	15724838	15725953
chr2R	16069217	16070331
chr2R	16071012	16072509
chr2R	16355950	16357034
chr2R	16368956	16370791
chr2R	16436461	16437475
chr2R	16441113	16441601
chr2R	16450010	16454991
chr2R	16455926	16463065
chr2R	16463517	16464544
chr2R	16474867	16476884
chr2R	16482838	16484299
chr2R	16546000	16548023
chr2R	16548913	16550379
chr2R	16578380	16579083
chr2R	16739394	16744026
chr2R	16798331	16798992
chr2R	16800130	16800885
chr2R	16809070	16809969
chr2R	16821872	16822323
chr2R	16914819	16918057
chr2R	16919998	16920992
chr2R	16921318	16921957
chr2R	16922225	16924650
chr2R	17114525	17118007
chr2R	17144466	17145046
chr2R	17197364	17200698
chr2R	17210648	17213399
chr2R	17380401	17380985
chr2R	17382998	17384043
chr2R	17496918	17499266
chr2R	17501073	17502217
chr2R	17641483	17644805
chr2R	17934274	17936079
chr2R	17936540	17937961
chr2R	17947122	17949257
chr2R	17960201	17962917
chr2R	17963223	17964620
chr2R	18008626	18010217
chr2R	18010458	18013236
chr2R	18014792	18015952
chr2R	18024931	18027224
chr2R	18032834	18034609
chr2R	18036300	18040546
chr2R	18115807	18117489
chr2R	18211093	18216367
chr2R	18217733	18218410
chr2R	18218748	18220775
chr2R	18220990	18223514
chr2R	18391303	18392614
chr2R	18509387	18510885
chr2R	18511173	18512784
chr2R	18875581	18876970
chr2R	18959951	18963306
chr2R	18983337	18984671
chr2R	19011484	19017745
chr2R	19017979	19018746
chr2R	19019063	19020395
chr2R	19043174	19045161
chr2R	19046340	19047297
chr2R	19047573	19050194
chr2R	19051201	19052615
chr2R	19063271	19066378
chr2R	19263520	19264502
chr2R	19264706	19266680
chr2R	19266960	19269747
chr2R	19516685	19517854
chr2R	19648605	19651946
chr2R	19677557	19679911
chr2R	19774302	19776702
chr2R	19793398	19803940
chr2R	19804156	19813523
chr2R	19819717	19821736
chr2R	19848445	19851549
chr2R	19851909	19853040
chr2R	19853393	19853914
chr2R	19854450	19858501
chr2R	19873656	19878506
chr2R	19881666	19883776
chr2R	19884211	19887651
chr2R	19887879	19889147
chr2R	19922254	19924985
chr2R	19928924	19932178
chr2R	19936806	19937363
chr2R	19962624	19963695
chr2R	19964128	19973041
chr2R	19973287	19974899
chr2R	19988863	19993288
chr2R	19993881	19995612
chr2R	20024720	20033872
chr2R	20034125	20047602
chr2R	20060072	20068315
chr2R	20068527	20069459
chr2R	20096368	20108217
chr2R	20123216	20127778
chr2R	20128270	20130384
chr2R	20157967	20168554
chr2R	20170089	20174588
chr2R	20175183	20188513
chr2R	20188775	20197928
chr2R	20199350	20200902
chr2R	20201326	20203230
chr2R	20203694	20211374
chr2R	20295517	20299688
chr2R	20299991	20301819
chr2R	20333949	20335757
chr2R	20336007	20338530
chr2R	20339456	20341902
chr2R	20377667	20379489
chr2R	20379832	20381257
chr2R	20381506	20383892
chr2R	20386643	20388640
chr2R	20388987	20392200
chr2R	20392655	20396451
chr2R	20398854	20402269
chr2R	20403215	20406410
chr2R	20407837	20411818
chr2R	20412262	20416266
chr2R	20417647	20420741
chr2R	20480756	20482795
chr2R	20483150	20484022
chr2R	20484485	20487182
chr2R	20487517	20489819
chr2R	20514233	20520954
chr2R	20687260	20688356
chr2R	20756028	20757775
chr2R	20758042	20761176
chr2R	20761510	20764571
chr2R	20796806	20798992
chr2R	20802390	20807439
chr2R	20809718	20812118
chr2R	20814104	20817326
chr2R	20841720	20847091
chr2R	20854454	20856655
chr2R	20905501	20907395
chr2R	20946505	20947844
chr2R	20963012	20967988
chr2R	21253314	21254860
chr2R	21576469	21577055
chr2R	21577300	21581859
chr2R	21725343	21726650
chr2R	21732891	21738406
chr2R	21747429	21753233
chr2R	21753565	21754939
chr2R	21755293	21756196
chr2R	21777836	21781859
chr2R	21847312	21851620
chr2R	21851904	21856538
chr2R	22045169	22052348
chr2R	22234144	22235617
chr2R	22239304	22243364
chr2R	22438445	22441544
chr2R	22445381	22452616
chr2R	22865145	22866985
chr2R	22948961	22950155
chr2R	22964291	22967229
chr2R	22967881	22974246
chr2R	23132170	23134431
chr2R	23145389	23148097
chr2R	23149079	23151048
chr2R	24319087	24323126
chr2R	24436561	24439533
chr2R	24440492	24443578
chr2R	24643984	24647674
chr2R	24655481	24656438
chr2R	24657453	24658921
chr2R	24688689	24689478
chr2R	24802006	24803069
chr2R	24803701	24805565
chr2R	24806103	24808101
chr2R	24811022	24811802
chr2R	24813287	24814029
chr2R	24836553	24837979
chr2R	24838450	24841972
chr2R	24855176	24857164
chr2R	24865723	24868745
chr2R	25084601	25085154
chr2R	25140493	25141350
chr2R	25163458	25164502
chr2R	25165033	25165398
chr2R	25179074	25179776
chr2R	25182801	25183412
chr2R	25256279	25257899
chr3L	49877	51720
chr3L	56069	58217
chr3L	62158	64178
chr3L	81248	82596
chr3L	94051	94790
chr3L	121792	122707
chr3L	128323	129226
chr3L	395190	402852
chr3L	409732	412828
chr3L	413061	422180
chr3L	422582	423877
chr3L	424247	428156
chr3L	428474	430734
chr3L	625547	626563
chr3L	645628	647913
chr3L	658329	665921
chr3L	666136	674589
chr3L	675115	676097
chr3L	715422	716888
chr3L	717521	722507
chr3L	723952	726396
chr3L	727047	732518
chr3L	758418	763072
chr3L	764577	767922
chr3L	768757	770775
chr3L	771096	773243
chr3L	774763	777135
chr3L	777732	779944
chr3L	780157	782034
chr3L	783989	786256
chr3L	787392	788781
chr3L	791013	791709
chr3L	792757	794156
chr3L	797407	798696
chr3L	799198	800950
chr3L	805893	809974
chr3L	1110438	1112653
chr3L	1112868	1126204
chr3L	1126565	1128701
chr3L	1128989	1132810
chr3L	1133190	1135612
chr3L	2712110	2713459
chr3L	2714009	2715310
chr3L	3245468	3245700
chr3L	3255003	3255663
chr3L	3391465	3392217
chr3L	3657896	3658611
chr3L	4840584	4841047
chr3L	5296995	5299053
chr3L	5308253	5310879
chr3L	5319089	5322750
chr3L	5323064	5327341
chr3L	5328519	5330342
chr3L	5331913	5333214
chr3L	5375293	5377175
chr3L	5383781	5386264
chr3L	5387598	5394754
chr3L	5395367	5398365
chr3L	5398673	5400327
chr3L	5403352	5406030
chr3L	5406368	5410286
chr3L	5413749	5415428
chr3L	5419928	5421935
chr3L	5442522	5446097
chr3L	5446586	5451305
chr3L	5469562	5470480
chr3L	5475690	5477132
chr3L	5477373	5479663
chr3L	5485724	5491469
chr3L	5495724	5497315
chr3L	5529687	5532990
chr3L	5552642	5555131
chr3L	5555847	5557981
chr3L	5609174	5612645
chr3L	5615861	5619650
chr3L	5620727	5625205
chr3L	5846752	5850092
chr3L	5850751	5862310
chr3L	5862709	5864579
chr3L	5865133	5865848
chr3L	5876737	5877591
chr3L	5878318	5881866
chr3L	5885366	5886309
chr3L	5886923	5892140
chr3L	5954633	5960798
chr3L	5963921	5965342
chr3L	5980230	5981161
chr3L	5987614	5990350
chr3L	5991223	5992006
chr3L	5992222	5994677
chr3L	5996106	5997088
chr3L	6042716	6043613
chr3L	6044031	6046006
chr3L	6063162	6064982
chr3L	6264346	6266483
chr3L	6268341	6270403
chr3L	6271355	6272319
chr3L	6277185	6281047
chr3L	6281446	6284880
chr3L	6285089	6290566
chr3L	6291368	6292125
chr3L	6293019	6294375
chr3L	6297306	6300995
chr3L	6306305	6315208
chr3L	6354015	6354620
chr3L	6355350	6356638
chr3L	6357426	6358237
chr3L	6358608	6361656
chr3L	6363245	6368267
chr3L	6371278	6372346
chr3L	6380293	6381091
chr3L	6381356	6386444
chr3L	6386777	6389779
chr3L	6390227	6393463
chr3L	6395429	6396054
chr3L	6396453	6397400
chr3L	6638536	6639972
chr3L	6645308	6646238
chr3L	6646737	6648875
chr3L	6652145	6659180
chr3L	6709098	6711007
chr3L	6711509	6712903
chr3L	6765428	6767936
chr3L	6769833	6770567
chr3L	6771070	6771681
chr3L	6772204	6776921
chr3L	6777183	6777966
chr3L	6778672	6781147
chr3L	6783215	6785189
chr3L	6797021	6802579
chr3L	6806751	6810505
chr3L	6816285	6819067
chr3L	6822260	6822814
chr3L	6826556	6832863
chr3L	6833155	6837584
chr3L	6838241	6840087
chr3L	6842352	6843696
chr3L	6845076	6848182
chr3L	6848598	6851374
