chrom	center	center_1
chr2L	7558218	7558219
chr2L	7560239	7560240
chr2L	7562686	7562687
chr2L	7565185	7565186
chr2L	7611647	7611648
chr2L	7668473	7668474
chr2L	7681845	7681846
chr2L	7695115	7695116
chr2L	7699189	7699190
chr2L	7728798	7728799
chr2L	7771732	7771733
chr2L	7787939	7787940
chr2L	7817340	7817341
chr2L	7830951	7830952
chr2L	7849673	7849674
chr2L	7875989	7875990
chr2L	7894950	7894951
chr2L	7898090	7898091
chr2L	7902756	7902757
chr2L	7905213	7905214
chr2L	7908437	7908438
chr2L	7916136	7916137
chr2L	7924390	7924391
chr2L	7929239	7929240
chr2L	7933123	7933124
chr2L	7936129	7936130
chr2L	7938524	7938525
chr2L	7941373	7941374
chr2L	7945375	7945376
chr2L	7950543	7950544
chr2L	7953835	7953836
chr2L	7956933	7956934
chr2L	7962637	7962638
chr2L	7964799	7964800
chr2L	7973590	7973591
chr2L	8047357	8047358
chr2L	8050636	8050637
chr2L	8052644	8052645
chr2L	8058716	8058717
chr2L	8062194	8062195
chr2L	8066495	8066496
chr2L	8076961	8076962
chr2L	8080488	8080489
chr2L	8092601	8092602
chr2L	8100307	8100308
chr2L	8103764	8103765
chr2L	8121219	8121220
chr2L	8153052	8153053
chr2L	8166007	8166008
chr2L	8170823	8170824
chr2L	8178217	8178218
chr2L	8181259	8181260
chr2L	8188347	8188348
chr2L	8192608	8192609
chr2L	8222815	8222816
chr2L	8225538	8225539
chr2L	8247861	8247862
chr2L	8250720	8250721
chr2L	8266755	8266756
chr2L	8270359	8270360
chr2L	8283548	8283549
chr2L	8286051	8286052
chr2L	8323288	8323289
chr2L	8353465	8353466
chr2L	8360410	8360411
chr2L	8422280	8422281
chr2L	8424487	8424488
chr2L	8469384	8469385
chr2L	8499274	8499275
chr2L	8513440	8513441
chr2L	8554145	8554146
chr2L	8556001	8556002
chr2L	8561922	8561923
chr2L	8571877	8571878
chr2L	8575415	8575416
chr2L	8577967	8577968
chr2L	8583947	8583948
chr2L	8592867	8592868
chr2L	8602224	8602225
chr2L	8604551	8604552
chr2L	8605833	8605834
chr2L	8610916	8610917
chr2L	8614008	8614009
chr2L	8616488	8616489
chr2L	8620228	8620229
chr2L	8623247	8623248
chr2L	8630888	8630889
chr2L	8635425	8635426
chr2L	8639617	8639618
chr2L	8642256	8642257
chr2L	8646688	8646689
chr2L	8652774	8652775
chr2L	8657917	8657918
chr2L	8666346	8666347
chr2L	8715797	8715798
chr2L	8717277	8717278
chr2L	8719484	8719485
chr2L	8828210	8828211
chr2L	8903463	8903464
chr2L	8906676	8906677
chr2L	8911315	8911316
chr2L	8913817	8913818
chr2L	8916066	8916067
chr2L	8920095	8920096
chr2L	8923133	8923134
chr2L	8927518	8927519
chr2L	8945462	8945463
chr2L	8972295	8972296
chr2L	9028107	9028108
chr2L	9058491	9058492
chr2L	9062140	9062141
chr2L	9129750	9129751
chr2L	9135483	9135484
chr2L	9139864	9139865
chr2L	9156222	9156223
chr2L	9158354	9158355
chr2L	9161322	9161323
chr2L	9179491	9179492
chr2L	9183616	9183617
chr2L	9188492	9188493
chr2L	9192531	9192532
chr2L	9196418	9196419
chr2L	9203191	9203192
chr2L	9207526	9207527
chr2L	9212195	9212196
chr2L	9226263	9226264
chr2L	9230763	9230764
chr2L	9232677	9232678
chr2L	9235650	9235651
chr2L	9240460	9240461
chr2L	9278797	9278798
chr2L	9283068	9283069
chr2L	9336200	9336201
chr2L	9379828	9379829
chr2L	9393153	9393154
chr2L	9420706	9420707
chr2L	9421537	9421538
chr2L	9424303	9424304
chr2L	9457736	9457737
chr2L	9460832	9460833
chr2L	9499631	9499632
chr2L	9501983	9501984
chr2L	9504267	9504268
chr2L	9506646	9506647
chr2L	9509550	9509551
chr2L	9512098	9512099
chr2L	9514511	9514512
chr2L	9518061	9518062
chr2L	9523985	9523986
chr2L	9563181	9563182
chr2L	9636157	9636158
chr2L	9638365	9638366
chr2L	9646265	9646266
chr2L	9654103	9654104
chr2L	9666203	9666204
chr2L	9685864	9685865
chr2L	9688053	9688054
chr2L	9690048	9690049
chr2L	9692555	9692556
chr2L	9695683	9695684
chr2L	9721639	9721640
chr2L	9733768	9733769
chr2L	9742505	9742506
chr2L	9805280	9805281
chr2L	9810576	9810577
chr2L	9816829	9816830
chr2L	9828334	9828335
chr2L	9829934	9829935
chr2L	9832081	9832082
chr2L	9835772	9835773
chr2L	9838864	9838865
chr2L	9844607	9844608
chr2L	10035789	10035790
chr2L	10067794	10067795
chr2L	10075287	10075288
chr2L	10105188	10105189
chr2L	10111905	10111906
chr2L	10135995	10135996
chr2L	10164841	10164842
chr2L	10187165	10187166
chr2L	10195523	10195524
chr2L	10197272	10197273
chr2L	10286254	10286255
chr2L	10289102	10289103
chr2L	10406770	10406771
chr2L	10445930	10445931
chr2L	10459535	10459536
chr2L	10466613	10466614
chr2L	10468762	10468763
chr2L	10472111	10472112
chr2L	10494267	10494268
chr2L	10496806	10496807
chr2L	10548786	10548787
chr2L	10555286	10555287
chr2L	10570617	10570618
chr2L	10572783	10572784
chr2L	10586898	10586899
chr2L	10590189	10590190
chr2L	10602850	10602851
chr2L	10605046	10605047
chr2L	10608046	10608047
chr2L	10612106	10612107
chr2L	10617556	10617557
chr2L	10621561	10621562
chr2L	10624184	10624185
chr2L	10633035	10633036
chr2L	10635049	10635050
chr2L	10641796	10641797
chr2L	10665157	10665158
chr2L	10667613	10667614
chr2L	10669551	10669552
chr2L	10746104	10746105
chr2L	10748143	10748144
chr2L	10774845	10774846
chr2L	10779645	10779646
chr2L	10781754	10781755
chr2L	10794042	10794043
chr2L	10797413	10797414
chr2L	10807065	10807066
chr2L	10816839	10816840
chr2L	10829099	10829100
chr2L	10832558	10832559
chr2L	10922597	10922598
chr2L	10985903	10985904
chr2L	11037815	11037816
chr2L	11041206	11041207
chr2L	11042182	11042183
chr2L	11043209	11043210
chr2L	11045857	11045858
chr2L	11049519	11049520
chr2L	11052605	11052606
chr2L	11054804	11054805
chr2L	11059012	11059013
chr2L	11061803	11061804
chr2L	11064636	11064637
chr2L	11077486	11077487
chr2L	11159799	11159800
chr2L	11162415	11162416
chr2L	11173440	11173441
chr2L	11190998	11190999
chr2L	11194606	11194607
chr2L	11196476	11196477
chr2L	11201162	11201163
chr2L	11221757	11221758
chr2L	11226325	11226326
chr2L	11230272	11230273
chr2L	11241383	11241384
chr2L	11247100	11247101
chr2L	11250789	11250790
chr2L	11254401	11254402
chr2L	11360931	11360932
chr2L	11363502	11363503
chr2L	11367453	11367454
chr2L	11370444	11370445
chr2L	11436446	11436447
chr2L	11438593	11438594
chr2L	11441014	11441015
chr2L	11505424	11505425
chr2L	11511852	11511853
chr2L	11595159	11595160
chr2L	11597910	11597911
chr2L	11607039	11607040
chr2L	11623029	11623030
chr2L	11742106	11742107
chr2L	11804189	11804190
chr2L	11807286	11807287
chr2L	11818384	11818385
chr2L	11859940	11859941
chr2L	11871212	11871213
chr2L	11890276	11890277
chr2L	11962110	11962111
chr2L	11967992	11967993
chr2L	12065423	12065424
chr2L	12117521	12117522
chr2L	12120963	12120964
chr2L	12124204	12124205
chr2L	12157505	12157506
chr2L	12182037	12182038
chr2L	12192934	12192935
chr2L	12204211	12204212
chr2L	12239331	12239332
chr2L	12241304	12241305
chr2L	12253014	12253015
chr2L	12292334	12292335
chr2L	12299054	12299055
chr2L	12304743	12304744
chr2L	12309739	12309740
chr2L	12351870	12351871
chr2L	12354648	12354649
chr2L	12361088	12361089
chr2L	12364795	12364796
chr2L	12372124	12372125
chr2L	12376632	12376633
chr2L	12379807	12379808
chr2L	12391589	12391590
chr2L	12411079	12411080
chr2L	12413848	12413849
chr2L	12417028	12417029
chr2L	12471383	12471384
chr2L	12475243	12475244
chr2L	12476527	12476528
chr2L	12480899	12480900
chr2L	12487553	12487554
chr2L	12500734	12500735
chr2L	12505976	12505977
chr2L	12514474	12514475
chr2L	12516658	12516659
chr2L	12518596	12518597
chr2L	12522335	12522336
chr2L	12528086	12528087
chr2L	12529563	12529564
chr2L	12531098	12531099
chr2L	12533955	12533956
chr2L	12590058	12590059
chr2L	12594876	12594877
chr2L	12599521	12599522
chr2L	12602146	12602147
chr2L	12606170	12606171
chr2L	12622324	12622325
chr2L	12625985	12625986
chr2L	12631431	12631432
chr2L	12633246	12633247
chr2L	12636018	12636019
chr2L	12640357	12640358
chr2L	12641299	12641300
chr2L	12660963	12660964
chr2L	12671946	12671947
chr2L	12685083	12685084
chr2L	12748828	12748829
chr2L	12758873	12758874
chr2L	12914168	12914169
chr2L	12919137	12919138
chr2L	12926662	12926663
chr2L	12997111	12997112
chr2L	13002820	13002821
chr2L	13008152	13008153
chr2L	13014419	13014420
chr2L	13016926	13016927
chr2L	13031622	13031623
chr2L	13041827	13041828
chr2L	13044125	13044126
chr2L	13057973	13057974
chr2L	13171317	13171318
chr2L	13206122	13206123
chr2L	13208094	13208095
chr2L	13253767	13253768
chr2L	13269629	13269630
chr2L	13272120	13272121
chr2L	13274277	13274278
chr2L	13279151	13279152
chr2L	13351458	13351459
chr2L	13364337	13364338
chr2L	13390307	13390308
chr2L	13402794	13402795
chr2L	13404939	13404940
chr2L	13429839	13429840
chr2L	13467011	13467012
chr2L	13498774	13498775
chr2L	13505837	13505838
chr2L	13507852	13507853
chr2L	13521298	13521299
chr2L	13537487	13537488
chr2L	13546166	13546167
chr2L	13552435	13552436
chr2L	13555066	13555067
chr2L	13586733	13586734
chr2L	13592003	13592004
chr2L	13605034	13605035
chr2L	13616025	13616026
chr2L	13623263	13623264
chr2L	13699338	13699339
chr2L	13752403	13752404
chr2L	13787791	13787792
chr2L	13815098	13815099
chr2L	13816565	13816566
chr2L	13868636	13868637
chr2L	13870814	13870815
chr2L	13873699	13873700
chr2L	13881096	13881097
chr2L	13885790	13885791
chr2L	13890469	13890470
chr2L	13919162	13919163
chr2L	13936418	13936419
chr2L	13938741	13938742
chr2L	13941720	13941721
chr2L	13946590	13946591
chr2L	13954142	13954143
chr2L	13991106	13991107
chr2L	13993291	13993292
chr2L	13994636	13994637
chr2L	13996180	13996181
chr2L	13999542	13999543
chr2L	14043258	14043259
chr2L	14045840	14045841
chr2L	14056805	14056806
chr2L	14070686	14070687
chr2L	14072987	14072988
chr2L	14077980	14077981
chr2L	14080960	14080961
chr2L	14124147	14124148
chr2L	14128848	14128849
chr2L	14130675	14130676
chr2L	14137116	14137117
chr2L	14143836	14143837
chr2L	14154709	14154710
chr2L	14158606	14158607
chr2L	14170488	14170489
chr2L	14178414	14178415
chr2L	14192824	14192825
chr2L	14204584	14204585
chr2L	14208119	14208120
chr2L	14212953	14212954
chr2L	14217233	14217234
chr2L	14220839	14220840
chr2L	14222610	14222611
chr2L	14224371	14224372
chr2L	14226024	14226025
chr2L	14231174	14231175
chr2L	14265698	14265699
chr2L	14269623	14269624
chr2L	14282430	14282431
chr2L	14299401	14299402
chr2L	14310246	14310247
chr2L	14312980	14312981
chr2L	14343392	14343393
chr2L	14396382	14396383
chr2L	14398864	14398865
chr2L	14401753	14401754
chr2L	14407053	14407054
chr2L	14492434	14492435
chr2L	14604630	14604631
chr2L	14610037	14610038
chr2L	14621570	14621571
chr2L	14622785	14622786
chr2L	14626694	14626695
chr2L	14632616	14632617
chr2L	14638152	14638153
chr2L	14639080	14639081
chr2L	14642397	14642398
chr2L	14652148	14652149
chr2L	14654581	14654582
chr2L	14658107	14658108
chr2L	14661195	14661196
chr2L	14664963	14664964
chr2L	14672737	14672738
chr2L	14674668	14674669
chr2L	14681496	14681497
chr2L	14685682	14685683
chr2L	14914477	14914478
chr2L	14916440	14916441
chr2L	14922503	14922504
chr2L	14977031	14977032
chr2L	14981101	14981102
chr2L	14994548	14994549
chr2L	15022536	15022537
chr2L	15041583	15041584
chr2L	15049413	15049414
chr2L	15053649	15053650
chr2L	15077044	15077045
chr2L	15084613	15084614
chr2L	15087828	15087829
chr2L	15091648	15091649
chr2L	15094286	15094287
chr2L	15111456	15111457
chr2L	15165773	15165774
chr2L	15175511	15175512
chr2L	15198243	15198244
chr2L	15230174	15230175
chr2L	15232146	15232147
chr2L	15239306	15239307
chr2L	15251565	15251566
chr2L	15502097	15502098
chr2L	15648728	15648729
chr2L	15653029	15653030
chr2L	15733588	15733589
chr2L	15737761	15737762
chr2L	15878796	15878797
chr2L	15909146	15909147
chr2L	15914549	15914550
chr2L	15930606	15930607
chr2L	15931929	15931930
chr2L	15936249	15936250
chr2L	16175497	16175498
chr2L	16185127	16185128
chr2L	16235647	16235648
chr2L	16269304	16269305
chr2L	16272467	16272468
chr2L	16274969	16274970
chr2L	16279890	16279891
chr2L	16282512	16282513
chr2L	16284722	16284723
chr2L	16318367	16318368
chr2L	16321490	16321491
chr2L	16324011	16324012
chr2L	16333789	16333790
chr2L	16414248	16414249
chr2L	16422822	16422823
chr2L	16428062	16428063
chr2L	16432445	16432446
chr2L	16434638	16434639
chr2L	16438372	16438373
chr2L	16442181	16442182
chr2L	16444370	16444371
chr2L	16468470	16468471
chr2L	16471506	16471507
chr2L	16473006	16473007
chr2L	16474959	16474960
chr2L	16477606	16477607
chr2L	16510652	16510653
chr2L	16547884	16547885
chr2L	16553391	16553392
chr2L	16559619	16559620
chr2L	16567497	16567498
chr2L	16586665	16586666
chr2L	16588661	16588662
chr2L	16590946	16590947
chr2L	16598023	16598024
chr2L	16600556	16600557
chr2L	16613124	16613125
chr2L	16616430	16616431
chr2L	16618412	16618413
chr2L	16620462	16620463
chr2L	16623690	16623691
chr2L	16630816	16630817
chr2L	16635279	16635280
chr2L	16637510	16637511
chr2L	16639440	16639441
chr2L	16641028	16641029
chr2L	16644515	16644516
chr2L	16646450	16646451
chr2L	16650434	16650435
chr2L	16653641	16653642
chr2L	16690196	16690197
chr2L	16706487	16706488
chr2L	16708517	16708518
chr2L	16711054	16711055
chr2L	16714506	16714507
chr2L	16746633	16746634
chr2L	16771401	16771402
chr2L	16784847	16784848
chr2L	16810515	16810516
chr2L	16894496	16894497
chr2L	17153362	17153363
chr2L	17156457	17156458
chr2L	17194402	17194403
chr2L	17214070	17214071
chr2L	17217559	17217560
chr2L	17221180	17221181
chr2L	17231950	17231951
chr2L	17233969	17233970
chr2L	17235691	17235692
chr2L	17238443	17238444
chr2L	17242802	17242803
chr2L	17249928	17249929
chr2L	17251695	17251696
chr2L	17255263	17255264
chr2L	17375722	17375723
chr2L	17380694	17380695
chr2L	17395953	17395954
chr2L	17417519	17417520
chr2L	17422165	17422166
chr2L	17465729	17465730
chr2L	17489907	17489908
chr2L	17506710	17506711
chr2L	17509980	17509981
chr2L	17512728	17512729
chr2L	17516799	17516800
chr2L	17668111	17668112
chr2L	17673232	17673233
chr2L	17678846	17678847
chr2L	17686906	17686907
chr2L	17702507	17702508
chr2L	17723419	17723420
chr2L	17743500	17743501
chr2L	17747390	17747391
chr2L	17753987	17753988
chr2L	17756092	17756093
chr2L	17757964	17757965
chr2L	17761777	17761778
chr2L	17766975	17766976
chr2L	17769964	17769965
chr2L	17773542	17773543
chr2L	17854608	17854609
chr2L	17860253	17860254
chr2L	18015904	18015905
chr2L	18027392	18027393
chr2L	18032846	18032847
chr2L	18038798	18038799
chr2L	18046174	18046175
chr2L	18132157	18132158
chr2L	18134291	18134292
chr2L	18150496	18150497
chr2L	18178566	18178567
chr2L	18264530	18264531
chr2L	18270767	18270768
chr2L	18322291	18322292
chr2L	18328043	18328044
chr2L	18331514	18331515
chr2L	18335627	18335628
chr2L	18340278	18340279
chr2L	18344520	18344521
chr2L	18347681	18347682
chr2L	18352334	18352335
chr2L	18361024	18361025
chr2L	18365946	18365947
chr2L	18372444	18372445
chr2L	18460384	18460385
chr2L	18463800	18463801
chr2L	18467268	18467269
chr2L	18477054	18477055
chr2L	18480739	18480740
chr2L	18490755	18490756
chr2L	18493099	18493100
chr2L	18495381	18495382
chr2L	18497428	18497429
chr2L	18527017	18527018
chr2L	18529487	18529488
chr2L	18538689	18538690
chr2L	18541655	18541656
chr2L	18546263	18546264
chr2L	18551130	18551131
chr2L	18553957	18553958
chr2L	18558954	18558955
chr2L	18568649	18568650
chr2L	18570540	18570541
chr2L	18576770	18576771
chr2L	18584983	18584984
chr2L	18588023	18588024
chr2L	18603052	18603053
chr2L	18631269	18631270
chr2L	18640594	18640595
chr2L	18646869	18646870
chr2L	18701758	18701759
chr2L	18720365	18720366
chr2L	18724001	18724002
chr2L	18767864	18767865
chr2L	18783917	18783918
chr2L	18842937	18842938
chr2L	18853845	18853846
chr2L	18862196	18862197
chr2L	18863891	18863892
chr2L	18874026	18874027
chr2L	18876684	18876685
