chrom	start	end	Paste_locus	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	pos_start	pos_end	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	Direction	trans_reg_diff	perc_cis
chrX	17820263	17821263	chrX_17820263_17821263	82.5555296087958	74.1961795801375	95.2849107883891	71.071961421715	62.1356917035929	51.0113292603357	113.781514890003	89.0224538832191	65.2170872265428	81.1930713941437	76.8710342967985	69.0829718167117	17820263	17821263	0.313328459913415	0.00113103589641547	0.165341895957986	0.0667356810080249	0.147979632091443	0.265014905682034	0.0522820972905815	1	0.703660266810918	P1	Ambig	1.89503367006892	Conserved/Ambiguous	NA	0.147986563955429	52.7695109482479
chrX	17820274	17821274	chrX_17820274_17821274	82.5555296087958	74.1961795801375	95.5075390846237	70.5415736499112	62.2731600480699	51.0113292603357	113.943366262535	89.0224538832191	65.2170872265428	80.9135771724771	76.7226346166888	69.0829718167117	17820274	17821274	0.316346683383788	0.00101505203461243	0.167830997439566	0.0627998023835026	0.148508775470385	0.263496403494474	0.047898828658636	1	0.702539725667671	P1	Ambig	1.88491213309806	Conserved/Ambiguous	NA	0.148515685944222	53.0528708707704
chrX	18863449	18864449	chrX_18863449_18864449	229.462630752538	230.886795667138	212.610022903999	197.30425111103	231.221755410273	246.752476422089	190.175362725111	188.986214947616	209.463995971577	137.650904170794	185.796399497281	196.087037907697	18863449	18864449	-0.00341246437570628	0.947739700116838	0.124787454316601	0.0382535578517438	-0.128266563003143	0.11345490533208	1	0.809039550452957	0.485261059958867	Ambig	P1	0.027346213562851	Conserved/Ambiguous	NA	-0.128199918692307	49.3255662653989
chrX	2619298	2620298	chrX_2619298_2620298	5.10174621177952	7.81012416633026	4.22993762845653	97.0609622401034	103.101258357732	102.022658520671	9.06367686179252	7.95731431358383	8.74223689363845	127.169870858297	151.664473072062	180.852583424099	2619298	2620298	-2.86987169437324	0	-2.88185149537169	0	0.012155915049058	0.96349355426163	0	0	0.990522636728369	P2	P2	0.995843019316682	Cis	NA	0.01197980099845	99.5860228267806
chrX	4412355	4413355	chrX_4412355_4413355	31.0742723808389	21.9659742178039	18.3668344393507	30.2321029928191	26.1189854506254	28.866876248097	36.2547074471701	42.1074549093811	44.4105634196833	18.3068715191615	32.7963293042326	33.9381411763322	4412355	4413355	-0.176613750121608	0.269567427843074	0.367059805011627	0.00855579993651515	-0.545232495467342	0.0101600714768815	1	0.221279479994867	0.119356179485695	Ambig	P1	0.48115796856595	Conserved/Ambiguous	NA	-0.543673555133235	40.303761899448
chrX	4412961	4413961	chrX_4412961_4413961	37.2195575904824	24.8947707801777	20.8157456979308	30.2321029928191	32.5799976410432	32.0303695355596	42.8906137209825	48.075440644569	49.1313713422481	23.1980203983268	36.9515203473027	38.3123904835039	4412961	4413961	-0.134022994187107	0.371465823859543	0.352530493696241	0.00679420664027821	-0.487793249879358	0.0140692057206659	1	0.180470972248916	0.148734333563432	Ambig	P1	0.380174188002551	Conserved/Ambiguous	NA	-0.486553487883348	42.0137318117546
chrX	4426634	4427634	chrX_4426634_4427634	188.996507390923	193.544639496872	144.931020848695	161.237882628368	173.62251907442	207.208810328806	147.608451749193	140.579219539981	159.808090415711	104.251344681637	130.888517856711	135.601728522323	4426634	4427634	-0.0272437892186182	0.654075273006285	0.189187297645467	0.0069322789624869	-0.216579274766913	0.0197704697187848	1	0.18319847034048	0.183532819491983	Ambig	P1	0.144004325648081	Conserved/Ambiguous	NA	-0.216431086864085	46.6416969423662
chrX	4707415	4708415	chrX_4707415_4708415	16.8125727433643	17.0846466138474	16.6971222175916	14.8508576105076	17.5959480930529	21.3535796903731	17.479948233457	19.8932857839596	15.0366474570581	8.38482664999763	14.394768970636	12.9719117385092	4707415	4708415	-0.061181924523961	0.753350931017003	0.382374725904774	0.0755951877105481	-0.44588338932709	0.125213857209209	1	1	0.506682860085965	Ambig	P1	0.160005147775373	Conserved/Ambiguous	NA	-0.443556650428735	46.2961859618676
chrX	4956145	4957145	chrX_4956145_4957145	41.1618160268575	48.0810768989707	38.6260093966951	36.0663684826614	42.6151867878624	40.729976076082	42.2432082308544	36.6368013187922	40.3891344486096	26.9711923908257	37.3967193876317	34.0889773593381	4956145	4957145	0.0682671033241244	0.594192103524391	0.191589371481751	0.159684907371497	-0.123363700455984	0.506496203377709	1	1	0.870639608593483	Ambig	Ambig	0.356319887664681	Conserved/Ambiguous	NA	-0.123322268157627	60.8390886094748
chrX	5764052	5765052	chrX_5764052_5765052	33.7410942642691	36.6099570296731	63.894321019317	55.1603282675997	34.5045544637209	32.0303695355596	58.5901968565874	65.3162883240006	38.2909975941364	40.9459034741551	55.6498800411186	43.1391483396933	5764052	5765052	0.097981415903507	0.435868344570991	0.148911396469846	0.197774391466191	-0.0509027952548851	0.762767383863337	1	1	0.94981472233497	Ambig	Ambig	0.657984668912482	Conserved/Ambiguous	NA	-0.050929980566339	74.5147970246836
chrX	5881979	5882979	chrX_5881979_5882979	14.6095459700959	19.5253104158257	14.9160958477151	22.2762864157614	18.0083531264838	17.7946497419776	13.9192180377528	7.29420478745185	14.3372685055671	5.45013732249846	9.05238048668862	10.1060242613967	5881979	5882979	-0.168712476328605	0.383233551325106	0.367753265080639	0.15894445438448	-0.539690145085498	0.095447431861571	1	1	0.440892841780511	Ambig	Ambig	0.458765406995396	Conserved/Ambiguous	NA	-0.536465741409244	40.6708178484582
chrX	6540270	6541270	chrX_6540270_6541270	58.3222351028431	53.9386700237184	72.6881387205819	88.5747578912419	72.5832858838431	82.6462621349625	62.1509270522916	61.5034085487417	67.4900688188888	64.8426594266484	85.6266154232678	86.8816414114104	6540270	6541270	-0.276161822455847	0.00433236564362627	-0.216380615110134	0.025298077575914	-0.0597146918774724	0.66251113632911	0.163911086398191	0.569046963925974	0.923546630136202	P2	P2	1.27627801739673	Conserved/Ambiguous	NA	-0.059781207345713	78.3528342860386
chrX	6545618	6546618	chrX_6545618_6546618	91.5995342569504	81.0300382256765	94.0604551590991	96.5305744682995	97.8774612676066	89.7641220317536	110.38263606683	105.600192036519	88.1217478878756	96.9844949183059	112.486957523114	96.6859933067952	6545618	6546618	-0.0633928395925327	0.455638617291609	-0.00667605977343391	0.931999614506875	-0.0567045628433647	0.627680808083046	1	1	0.913981897662898	Ambig	Ambig	9.49554703581179	Conserved/Ambiguous	NA	-0.0567167798190988	10.5312521356439
chrX	6683297	6684297	chrX_6683297_6684297	106.904772892289	103.728211584074	105.303184118944	86.9835945758303	87.8422721207874	74.342092255373	110.220784694298	95.985103907605	99.3118111117328	70.5722909708134	79.2454291785529	82.6582282872446	6683297	6684297	0.237301617819678	0.0049397319734935	0.273107492901595	0.00161132012864856	-0.0357265575463966	0.766581541538719	0.18198985836846	0.0498534233944982	0.950659843352643	P1	P1	0.868894570773207	Conserved/Ambiguous	NA	-0.035805875081917	88.4090885041181
chrX	6683340	6684340	chrX_6683340_6684340	115.484982430282	110.073937469217	113.429116931505	96.0001866964957	94.0283476222513	78.6918955256342	119.284461556091	100.626870590529	106.655290102389	74.4852100741456	87.1106122243643	86.7308052284044	6683340	6684340	0.232185869444703	0.00434313680818846	0.273778675289892	0.00108110466729152	-0.0415175193955915	0.721379423177704	0.164137806435751	0.0347277142746779	0.940012879125408	P1	P1	0.848078723439113	Conserved/Ambiguous	NA	-0.041592805845189	86.8114879330595
chrX	6683854	6684854	chrX_6683854_6684854	110.962980106204	99.5790831207108	108.419980266228	100.77367664273	99.6645497458073	88.9732487098879	114.590771752663	94.327330092275	102.459016393443	69.8735554166469	89.9302061464476	94.8759591107242	6683854	6684854	0.0971206158955209	0.232733997355786	0.200886392640174	0.0172397309111563	-0.103735024607861	0.374545077424548	1	0.408177011285043	0.794688578603688	Ambig	P1	0.483460400772304	Conserved/Ambiguous	NA	-0.103765776744653	65.9395904010191
chrX	6907776	6908776	chrX_6907776_6908776	14.2616996374746	19.03717765543	22.9307145121591	10.6077554360769	16.2212646482831	19.7718330466418	16.508839998265	12.2675262334417	13.1133553404577	10.3412862016637	9.49757952701757	13.273584104521	6907776	6908776	0.187592456583175	0.345465686923725	0.23490930012903	0.313807399493334	-0.0471613334017164	0.876043193315244	1	1	0.975087496552589	P1	Ambig	0.798573987833325	Conserved/Ambiguous	NA	-0.047316843545855	83.2344222509867
chrX	7074049	7075049	chrX_7074049_7075049	26.7841676118425	19.03717765543	30.945333176603	28.6409396774076	18.9706315378226	16.6083397591791	35.44545058451	26.3586036637464	16.9599395736586	25.4339741716595	29.3831366617106	18.4020143267223	7074049	7075049	0.178246562389374	0.293213521384218	0.0727834679639688	0.656768873361948	0.105522489099826	0.655190295581527	1	1	0.921072498518761	Ambig	Ambig	2.44899793010158	Conserved/Ambiguous	NA	0.105463094425405	40.8330275705265
chrX	8120779	8121779	chrX_8120779_8121779	25.1608847262762	25.3829035405734	22.8194003640418	27.5801641337999	22.407340149747	22.9353263341044	22.8210435270133	26.3586036637464	27.6254685838975	14.254205304996	18.6983596938158	22.4745912678822	8120779	8121779	0.00589281659708371	0.973987873427146	0.326040481986759	0.0627901921455469	-0.320998321282868	0.182707341538059	1	1	0.608125410053113	Ambig	P1	0.0180738801549282	Conserved/Ambiguous	NA	-0.320147665389675	50.4559675553481
chrX	8252169	8253169	chrX_8252169_8253169	146.095459700959	129.599247885043	142.25948129388	152.221290507703	161.937709793877	149.475057832612	179.816874883062	146.547205275169	137.078274492251	127.589112190797	125.694529052873	112.674628705423	8252169	8253169	-0.103640692686363	0.123584341403036	0.23606718183294	0.000704459352435597	-0.339957317418144	0.000448597416006891	1	0.023490034912186	0.015137928739356	P2	P1	0.439030499206397	Compensatory	Opposing	-0.339707874519303	40.9998973085977
chrX	8516872	8517872	chrX_8516872_8517872	98.3245633542961	82.4944365068634	80.5914432369086	67.3592470190881	91.8288541106197	90.1595586926864	113.781514890003	90.0171181724171	94.2413137134225	73.227486076646	87.2590119044739	78.133142797067	8516872	8517872	0.0471454554749776	0.596639907572062	0.222240353172136	0.0102802586560014	-0.175130838220611	0.157010827784233	1	0.260748753453579	0.56374807602054	Ambig	P1	0.212137241513746	Conserved/Ambiguous	NA	-0.175094897697158	55.932704859666
chrX	8516929	8517929	chrX_8516929_8517929	98.9043072419983	82.0063037464678	81.4819564218468	69.4807981063035	92.3787274885276	90.9504320145521	114.105217635067	91.0117824616151	95.1155374027863	73.7864745199792	87.8526106249125	78.8873237120966	8516929	8517929	0.0371108990228478	0.676085591960273	0.221611564153072	0.0102051499357968	-0.184548410974994	0.134276341918454	1	0.259085603874732	0.523869468470431	Ambig	P1	0.167459217052475	Conserved/Ambiguous	NA	-0.184500665130224	54.5690447549857
chrX	8516987	8517987	chrX_8516987_8517987	100.179743794943	82.982569267259	83.8195535323096	71.071961421715	93.3410058998664	92.1367419973506	116.532988223047	93.166888421544	96.3394505678957	75.1839456283121	89.781806466338	80.5465217251617	8516987	8517987	0.0397649039701103	0.651607856045702	0.220251857203164	0.00992237707465639	-0.180528681718986	0.139407126270295	1	0.252614908571802	0.530866997097064	Ambig	P1	0.180542877027504	Conserved/Ambiguous	NA	-0.180486953233054	54.9614490703839
chrX	8517008	8518008	chrX_8517008_8518008	100.991385237726	84.446967548446	86.2684647908897	73.1935125089304	94.8531576891131	93.3230519801491	119.446312928623	95.487771763006	98.2627426844962	76.3019225149784	91.5626026276538	82.8090644702505	8517008	8518008	0.0386958693632366	0.657525282021694	0.222566551413272	0.00842080570657584	-0.183913880587028	0.128320700743852	1	0.21806493115924	0.511712022269504	Ambig	P1	0.173862016181328	Conserved/Ambiguous	NA	-0.183870682050035	54.7603745642967
chrX	8517240	8518240	chrX_8517240_8518240	119.079394534035	106.41294176625	112.204661302215	112.442207622415	129.220243808357	119.817308262649	152.625844297685	130.301021884935	130.958708666704	101.316655354138	126.733326813641	122.478980600808	8517240	8518240	-0.0679682187795954	0.367775553923	0.166050846528907	0.0221006569957303	-0.234235171074159	0.0251977779803871	1	0.50691938750245	0.212152265898488	Ambig	P1	0.409321724040492	Conserved/Ambiguous	NA	-0.234019065308502	41.5054573252664
