chrom	start	end	ZHR_1	ZHR_2	ZHR_3	Z30_1	Z30_2	Z30_3	ZHR_Z30_1_ZHR	ZHR_Z30_2_ZHR	ZHR_Z30_3_ZHR	ZHR_Z30_1_Z30	ZHR_Z30_2_Z30	ZHR_Z30_3_Z30	ZHR_1_tsim	ZHR_2_tsim	ZHR_3_tsim	TSIM_1	TSIM_2	TSIM_3	ZHR_TSIM_1_ZHR	ZHR_TSIM_2_ZHR	ZHR_TSIM_3_ZHR	ZHR_TSIM_1_TSIM	ZHR_TSIM_2_TSIM	ZHR_TSIM_3_TSIM
chr2R	13942033	13943033	187.697895970574	216.556619811033	223.418680002817	176.348570584618	184.373335518499	183.459026568602	236.557716284829	199.612465081604	192.045392547329	216.366849426798	198.033102796552	212.334099714833	144.092219020173	160.432164142158	162.713243332571	76.6376093222508	83.8811823052646	92.3294992750184	119.291139515054	121.424280980953	113.782218059458	88.3736646479349	74.3592813616571	74.5425122724082
chr2R	13958044	13959044	66.1208497169068	86.6226479244131	90.2479397055716	90.3786424246165	89.4911511581018	72.5047649911841	78.1291540023287	66.1698779276035	77.4728572207976	95.1561013185917	76.4338291495463	97.0344004073162	137.881347510683	172.965926965764	134.746904634785	97.4206898164204	95.6769735669424	122.239055378193	77.2681244586148	90.4223369007098	77.7049294064592	120.863982533205	103.346797824676	103.004198776419
chr2R	13960174	13961174	157.836867066165	138.596236679061	191.501725716701	175.246392018464	136.9322433383	140.615301801084	205.089029256113	216.154934563505	176.769054503792	206.171552856949	188.76839623297	168.954014826856	115.522210076518	105.283607718291	156.357257264892	81.8333794457932	91.7450431463832	149.547780515875	138.269275346995	77.5048602006084	94.3559857078433	124.762820679438	126.032680273995	132.821203685382
chr2R	13960680	13961680	51.190335264702	69.2981183395305	66.0350778333451	50.7002140430775	51.7539187420347	72.5047649911841	83.5547896969348	66.1698779276035	66.5611871896994	65.7030223390276	71.8014758677556	95.8928192260536	55.8978435854119	55.1485564238668	66.1022551038568	61.0502989516235	45.8725215731916	58.5186967236032	52.8676641032627	43.9194207803448	27.7517605023069	72.7783120630052	65.5369937424774	82.6744227021254
chr2R	13967807	13968807	69.3202456709507	55.2219380518133	66.0350778333451	39.678428381539	53.9103320229529	54.9278522660485	61.8522469185102	37.4962641589753	38.1908451088439	31.7187004395306	41.6911795361161	42.2385037067141	81.9835039252708	72.6958243769153	72.4582411715353	57.1534713589667	44.5618780996718	44.2141264133891	67.7790565426446	55.545149810436	65.2166371804211	72.7783120630052	49.1527453068581	82.6744227021254
chr2R	13982894	13983894	49.0574046286728	45.4768901603169	39.621046700007	42.9849640800005	43.1282656183623	42.8437247675179	32.553814167637	26.4679511710414	38.1908451088439	30.5858897095473	28.9522080111918	61.6453837881773	149.060916227765	131.604509647864	143.645285129535	154.574161175387	159.898503769411	122.239055378193	86.757192374585	85.2553462206693	111.007042009227	128.66165882567	153.759869934274	157.216934974534
chr2R	14214595	14215595	182.365569380501	149.424067669613	135.371909558357	130.057070806155	139.088656619218	138.418187710442	133.470638087311	135.648249751587	162.583883463364	129.140423218089	122.757361967453	115.299699307517	129.186127397396	110.297112847734	99.1533826557852	76.6376093222508	115.336625669739	92.3294992750184	79.9792867203206	81.3801032106388	98.5187497831894	90.9728900787565	83.1815689808367	90.8063331318427
chr2R	14214858	14215858	78.9184335330823	97.4504789149647	100.153201380573	70.539428233847	101.351424203151	91.1802347616406	68.3630097520376	83.8151787082978	77.4728572207976	73.6326974489102	86.8566240335753	85.6185885946907	84.4678525290669	96.5099737417669	68.6446495309282	28.5767356794833	40.6299476791125	59.8191122063499	71.8457999352032	45.2111684503549	69.3794012557672	67.579861201362	45.3717648986382	35.2382785287748
chr2R	14215301	14216301	28.7945635863949	43.3113239622065	39.621046700007	38.5762498153851	33.4244058542308	48.3365099941227	23.8727970562671	46.3189145493225	38.1908451088439	44.1796184693461	37.0588262543255	43.3800848879766	50.9291463778197	66.4289429651123	33.0511275519284	46.7619311118818	40.6299476791125	48.1153728616293	46.0897584489983	52.9616544704158	59.6662850799598	53.2841213318431	55.4543793205578	40.6595521485863
chr2R	14239431	14240431	105.580066483448	125.602839490399	116.66197083891	137.772320769232	123.993763652792	113.15137566806	128.045002392705	127.928430660034	141.851710404277	137.070098327971	145.919128376407	124.432348757617	134.154824604989	165.4456692716	171.611623827321	100.018574878192	129.753703878456	156.049857929609	120.646720645907	117.549037970923	120.720158185035	194.941907311621	128.553333879475	143.663750925005
chr2R	14307641	14308641	98.1148092573455	93.1193465187441	85.8456011833486	146.589749298463	93.803977719938	103.264362260171	103.087078197517	98.1519855926119	96.0226962736647	112.14826226834	88.014712354023	70.7780332382777	347.808804531452	358.465616755134	266.951414842499	288.365241856605	325.0395814329	209.366892722225	262.982739385461	347.480123232728	310.819717625837	252.124866789697	308.780066671288	291.393457064868
chr2R	14331883	14332883	330.604248584534	338.911110004266	307.063111925055	270.033748707696	364.433844475161	291.117617010057	321.197633120685	295.558788076629	290.250422827214	316.054193665322	289.522080111918	307.085337759624	349.05097883335	275.742782119334	296.18895075382	193.542437101955	141.549495140134	197.663153377504	235.871116768403	223.472346911754	172.060915114303	176.74732929587	190.309347213733	159.927571784439
chr2R	14351730	14352730	49.0574046286728	46.559673259372	57.2304007888991	50.7002140430775	40.9718523374442	40.6466106768759	53.1712298071404	50.730239744496	50.193682143052	39.6483755494132	41.6911795361161	45.6632472505017	78.2569810195767	68.9356955298335	69.9158467444639	51.9577012354242	44.5618780996718	62.4199431718434	58.2899886266743	51.6699068004056	61.0538731050751	48.0856704701999	42.8511112931583	60.9893282228794
chr2R	14419823	14420823	126.90937284374	96.3676958159096	93.5496935972389	98.0938923876935	103.507837484069	86.7860065803567	82.4696625580136	77.1981909155375	65.4700201865896	83.8279940187594	59.0625043428312	87.9017509572158	151.545264831561	122.83087567134	124.577326926499	90.9259771619924	114.025982196219	63.7203586545901	73.2013810660561	76.2131125305983	69.3794012557672	64.9806357705404	86.9625493890566	79.9637858922197
chr2R	14432929	14433929	106.646531801463	131.016754985675	93.5496935972389	108.013499483078	150.948929664268	124.13694612127	74.873772585565	91.5349977998516	93.840362267445	84.9608047487426	92.6470656358136	86.7601697759533	236.013117360628	255.688761601564	191.950779243892	206.531862410811	249.022259968754	187.25982951553	191.136939450258	184.71991681145	190.099559440802	218.334936189016	277.271896602789	231.759447246942
chr2R	14457982	14458982	380.728118531221	403.878095947576	334.577727688948	316.325248486158	407.562110093524	409.761777904722	306.005853175787	285.633306387489	324.076599923618	293.397979065658	284.889726830127	305.943756578362	511.775812381993	532.684920003259	400.427122263748	77.9365518531364	69.4641040965472	59.8191122063499	380.918297769662	515.407320334046	475.942692614563	61.081797624308	90.7435297972764	69.1212386525967
chr2R	14480686	14481686	138.640491341901	116.940574697958	147.478340494471	197.289963341541	209.172088249057	188.951811795207	131.300383809469	134.545418452794	125.48420535763	364.765055054601	356.691202697883	292.244782403211	278.247043625161	246.91512762504	308.900922889177	223.418115312324	200.528451448523	204.165230791238	203.337169627934	198.929141181562	234.502376244493	214.436098042783	223.077844084971	235.8254024618
chr2R	14503457	14504457	154.637471112121	160.251898660164	176.09354088892	243.581463120003	120.759143731414	170.276342024751	156.258308004657	180.864333002116	174.586720497572	184.648148987267	170.238983105808	143.83922883908	206.200934115075	226.86110710727	232.629090077035	184.449839385756	144.170782087174	209.366892722225	197.914845104522	166.635449431308	184.549207340341	248.226028643464	200.391961635652	187.033939883497
chr2R	14503726	14504726	171.700916200355	180.824777542212	195.904064238924	217.12917753231	152.027136304727	174.670570206034	175.79059650524	208.435115471951	200.774728572208	174.452852417418	191.084572873866	205.484612627258	204.958759813177	229.367859671991	256.781837134213	151.976276113616	136.306921246055	205.465646273985	165.380897964053	174.385935451369	181.77403129011	269.019832090037	214.255556465792	180.257347858732
chr2R	14504584	14505584	44.7915433566143	36.8146253678756	49.5263083750088	46.2914997784621	24.7987527305583	31.8581543143082	69.4481368909588	60.6557214336366	45.8290141306127	41.9139970093797	52.1139744201452	59.3622214256522	50.9291463778197	40.1080410355395	57.2038746091069	25.9788506177121	28.8341564174347	50.7162038271228	52.8676641032627	36.1689347602839	31.9145245776529	68.8794739167728	39.0701308849385	46.0808257683978
chr2R	14600777	14601777	167.435054928296	186.238693037488	173.892371627809	142.181035033848	178.982302316204	171.374899070071	145.407036615445	130.13409325762	183.316056522451	146.132584167837	134.33824517193	136.989741751505	190.0526681904	185.49968978937	141.102890702464	161.068873829815	178.247512398687	146.946949550381	151.825086655524	111.090299620872	105.456689908766	163.751202141762	128.553333879475	103.004198776419
chr2R	14618270	14619270	94.9154133033017	82.2915155281924	62.7333239416778	94.7873566892319	89.4911511581018	82.3917783990728	68.3630097520376	56.244396238463	81.8375252332369	61.1717794190947	76.4338291495463	73.0611956008028	122.975255887906	140.378143624388	119.492538072357	155.873103706273	131.064347351976	144.346118584888	88.1127735054379	78.7966078706186	108.231865958997	111.766693525329	138.635948301395	147.729706139863
chr2R	14769098	14770098	50.1238699466874	59.553070448034	69.3368317250123	99.1960709538474	52.8321253824938	58.2235234020115	65.1076283352739	72.7868657203639	65.4700201865896	77.0311296388599	72.9595641882033	55.9374778818646	96.8895955480473	73.9492006592759	110.594157577607	72.7407817295939	72.0853910435868	106.634069585232	71.8457999352032	54.2534021404259	59.6662850799598	98.7705663712214	73.0989545589171	63.6999650327852
chr2R	14769968	14770968	54.3897312187459	66.049769042365	92.4491089666831	110.217856615386	79.7872913939702	39.548053631555	52.0861026682191	74.9925283179507	81.8375252332369	73.6326974489102	96.1213305971567	77.6275203258529	106.826989963232	131.604509647864	143.645285129535	55.8545288280811	70.774747570067	39.0124644824021	103.02416594482	98.1728229207707	111.007042009227	79.2763756400593	56.7147061232978	59.6340098179265
chr2R	14770415	14771415	103.447135847419	115.857791598902	104.555539902796	175.246392018464	130.463003495546	108.757147486776	103.087078197517	108.077467281752	117.846036335861	155.195070007703	164.448541503569	150.688715926656	145.334393322071	170.459174401043	188.137187603285	80.5344369149076	99.6089039875017	107.934485067979	161.314154571494	138.217000691085	144.309154611996	118.264757102383	109.648431838376	93.5169699417484
chr2R	14770800	14771800	63.9879190808775	76.8776000329166	82.5438472916813	134.465785070771	95.9603910008561	88.9831206709986	68.3630097520376	73.8896970191573	92.7491952643352	105.351397888441	130.863980210587	110.733374582467	202.474411209381	223.100978260188	202.120356952178	96.1217472855348	123.200486510857	115.73697796446	157.247411178935	174.385935451369	151.247094737572	139.058560548956	143.677255512354	89.4510147268898
chr2R	14807918	14808918	72.5196416249945	75.7948169338614	81.4432626611256	80.4590353292318	70.0834316298387	101.067248169529	79.2142811412499	70.5812031227771	55.6495171586011	88.3592369386923	96.1213305971567	103.883887494891	185.083970982808	184.246313507009	226.273104009356	188.346666978413	188.732660186845	172.955259205316	138.269275346995	130.466514671024	101.29392583342	158.552751280119	190.309347213733	94.8722883467013
chr2R	14854928	14855928	141.839887295945	155.920766263944	122.164893991688	147.691927864617	148.79251638335	127.432617257233	172.535215088476	126.82559936124	130.940040373179	108.749830078391	125.073538608348	108.450212219942	195.021365397993	195.526700048255	180.510004322071	158.470988768044	153.345286401812	156.049857929609	124.713464038466	136.925253021075	131.820862385958	168.949653003405	118.470719457555	204.653079147884
chr2R	14860435	14861435	62.9214537628629	41.1457577640962	64.9344932027893	60.6198211384623	49.5975054611166	51.6321811300856	40.1497041400856	34.1877702625952	38.1908451088439	31.7187004395306	38.2169145747731	45.6632472505017	45.9604491702276	55.1485564238668	64.8310578903211	61.0502989516235	55.0470258878299	84.5270063785379	48.8009207107041	37.4606824302941	33.3021126027682	55.8833467626647	60.4956865315176	40.6595521485863
chr2R	14929202	14930202	51.190335264702	61.7186366461443	51.7274776361203	59.5176425723084	62.5359851466253	39.548053631555	75.9588997244862	56.244396238463	75.290523214578	45.3124291993294	54.4301510610405	67.35328969449	69.5617609062904	67.6823192474729	58.4750718226426	45.4629885809962	57.6683128348694	87.1278373440314	51.5120829724099	62.0038881604867	63.8290491553058	28.5914797390378	65.5369937424774	35.2382785287748
chr2R	14935159	14936159	190.897291924618	195.983740928985	230.022187786152	185.165999113848	185.451542158958	164.783556798146	182.301359338767	181.96716430091	190.95422554422	159.726312927636	164.448541503569	138.131322932768	131.670476001192	154.165282730355	162.713243332571	85.73020703845	65.532173675988	81.9261754130445	112.51323386079	74.9213648605881	54.1159329794984	107.867855379097	76.879934967137	90.8063331318427
chr2R	14935176	14936176	197.296083832706	206.811571919536	200.306402761147	188.47253481231	168.200235911613	162.586442707504	198.578266422585	184.172826898497	175.677887500682	161.991934387603	144.761040055959	142.697647657818	146.576567623969	169.205798118682	152.543665624285	66.2460690751659	76.017321464146	72.8232670338173	109.802071599084	94.2975799107402	59.6662850799598	111.766693525329	86.9625493890566	92.1616515367955
chr2R	14962791	14963791	195.163153196676	174.328078947881	283.950834683384	212.720463267695	177.904095675744	160.389328616862	250.664369090805	279.016318594728	226.962736646844	209.569985046898	242.040458973563	176.945083095694	125.459604491702	134.111262212585	193.221976457428	84.4312645075644	86.5024692523041	175.55609017081	170.803222487464	102.048065930801	79.0925174315746	167.650040287994	117.210392654815	140.953114115099
chr2R	14965183	14966183	143.972817931974	112.609442301737	169.490033105586	74.9481424984625	54.9885386634119	50.5336240847647	134.555765226233	151.087887934695	122.210704348301	70.2342652589605	44.0073561770115	63.9285461507024	294.395309549836	249.421880189761	238.985076144713	237.706483152066	231.983894812997	218.469801101452	220.959724329021	209.263122541643	184.549207340341	233.930288773945	267.189282180869	231.759447246942
chr2R	14975421	14976421	93.848947985287	123.437273292289	162.886525322251	117.933106578463	117.524523810037	137.319630665121	122.619366698099	124.619936763653	92.7491952643352	139.335719787938	147.077216696854	113.016536944992	88.194375434761	73.9492006592759	111.865354791142	58.4524138898523	49.8044519937509	72.8232670338173	74.556962196909	60.7121404904766	61.0538731050751	75.3775374938268	57.9750329260377	47.4361441733506
chr2R	14980762	14981762	104.513601165433	77.9603831319718	145.277171233359	121.239642276925	86.2565312367246	85.6874495350357	143.236782337603	121.311442867273	100.387364286104	128.007612488105	129.705891890139	86.7601697759533	77.0148067176786	71.4424480945547	124.577326926499	120.801655372361	87.8131127258239	148.247365033128	92.1795168979966	68.4626265105374	87.4180455822666	118.264757102383	114.689739049336	119.268019635853
chr2R	14987159	14988159	133.308164751828	141.844585976226	160.68535606114	166.428963489233	159.57458278794	175.769127251355	176.875723644161	141.162406245554	120.028370342081	207.304363586932	154.02574661954	119.866024032567	94.4052469442512	127.844380800782	113.136552004678	70.1428966678227	73.3960345171065	119.6382244127	93.5350980288495	72.3378695205678	83.2552815069206	100.070179086632	89.4832029945365	85.3850595120312
chr2R	14991831	14992831	46.9244739926435	53.056371853703	74.8397548777911	93.6851781230781	50.6757121015757	56.0264093113695	106.342459614281	70.5812031227771	49.1025151399422	84.9608047487426	71.8014758677556	46.8048284317643	58.382192189208	58.9086852709486	91.526199374571	33.7725058030258	39.3193042055928	42.9137109306423	50.156501841557	56.8368974804462	38.8524647032296	35.0895433160918	27.7271896602789	32.527641718869
chr2R	15010895	15011895	202.628410422779	166.748597254495	170.590617736141	235.866213156926	170.356649192531	174.670570206034	174.705469366318	151.087887934695	142.942877407387	180.116906067334	169.08089478536	168.954014826856	218.622677134055	205.55371030714	219.917117941677	163.666758891586	150.723999454772	122.239055378193	140.980437608701	210.554870211653	158.185034863149	157.253138564708	195.350654424692	123.333974850712
chr2R	15128325	15129325	172.767381518369	168.914163452605	254.235049658379	270.033748707696	191.920782001712	164.783556798146	299.49509034226	261.371017814034	197.501227562879	217.499660156781	187.610307912523	175.803501914432	175.146576567624	174.219303248125	218.645920728142	105.214345001734	124.511129984377	107.934485067979	188.425777188552	201.512636521582	209.525791792417	110.467080809919	147.458235920574	135.531840495288
chr2R	15226437	15227437	67.1873150349214	82.2915155281924	90.2479397055716	95.8895352553858	98.1168042817742	95.5744629429245	84.6399168358561	84.9180100070912	81.8375252332369	82.6951832887761	78.7500057904416	73.0611956008028	151.545264831561	151.658530165634	191.950779243892	125.997425495904	104.851477881581	131.34196375742	92.1795168979966	125.299523990984	80.4801054566899	129.961271541081	160.061503947974	84.0297411070783
chr2R	15248283	15249283	195.163153196676	237.129498693081	248.7321265056	232.559677458464	191.920782001712	284.526274738131	211.59979208964	137.853912349174	113.481368323422	273.00738592596	209.613986001028	208.909356171045	203.716585511279	186.753066071731	205.933948592785	103.915402470848	94.3663300934227	75.4240979993108	168.092060225759	127.883019331004	148.471918687342	75.3775374938268	110.908758641116	93.5169699417484
chr2R	15252149	15253149	190.897291924618	208.977138117647	178.294710150032	234.764034590772	194.07719528263	219.711409064194	200.748520700428	149.985056635901	149.489879426046	154.06225927772	164.448541503569	138.131322932768	431.034482758621	438.681698826213	411.867897185569	354.61131093177	326.35022490642	352.412595824366	286.02761860996	387.524301003042	328.858361952336	257.32331765134	304.999086263068	322.565780378784
chr2R	15511209	15512209	94.9154133033017	86.6226479244131	90.2479397055716	85.9699281600011	67.9270183489206	83.4903354443938	94.4060610861472	89.3293352022648	67.6523541928092	83.8279940187594	78.7500057904416	84.4770074134282	75.7726324157806	92.7498448946851	62.2886634632497	74.0397242604795	73.3960345171065	50.7162038271228	62.356732019233	72.3378695205678	63.8290491553058	70.1790866321836	92.0038566000164	59.6340098179265
chr2R	15511311	15512311	79.9848988510969	88.7882141225234	75.9403395083468	83.7655710276933	78.7090847535112	86.7860065803567	100.916823919675	97.0491542938185	82.9286922363468	91.757669128642	85.6985357131276	83.3354262321656	94.4052469442512	96.5099737417669	67.3734523173925	70.1428966678227	78.6386084111856	80.6257599302977	74.556962196909	73.629617190578	67.9918132306518	67.579861201362	86.9625493890566	59.6340098179265
chr2R	15513066	15514066	189.830826606603	191.652608532764	160.68535606114	149.896284996925	183.29512887804	196.641711112454	171.450087949555	190.789814691257	195.318893556659	159.726312927636	176.029424708046	148.405553564131	249.677034681506	220.594225695467	205.933948592785	220.820230250553	214.945529657241	239.2764488254	170.803222487464	179.552926131409	202.58785166684	157.253138564708	189.049020410993	169.414800619109
chr2R	15537674	15538674	105.580066483448	109.361093004572	161.785940691695	103.604785218463	99.1950109222333	107.658590441455	134.555765226233	110.283129879339	102.569698292324	103.085776428474	112.334567083424	123.290767576355	151.545264831561	122.83087567134	156.357257264892	77.9365518531364	77.3279649376658	107.934485067979	74.556962196909	94.2975799107402	87.4180455822666	111.766693525329	75.619608164397	101.648880371466
