chrom	center	center_1
chr2L	11326398	11326399
chr2L	11334935	11334936
chr2L	11337313	11337314
chr2L	11380658	11380659
chr2L	11385339	11385340
chr2L	11394852	11394853
chr2L	11399644	11399645
chr2L	11405701	11405702
chr2L	11408239	11408240
chr2L	11419635	11419636
chr2L	11447560	11447561
chr2L	11454173	11454174
chr2L	11475071	11475072
chr2L	11640423	11640424
chr2L	11977653	11977654
chr2L	12003485	12003486
chr2L	12112995	12112996
chr2L	12577603	12577604
chr2L	12650523	12650524
chr2L	12655782	12655783
chr2L	12831083	12831084
chr2L	12833860	12833861
chr2L	12837701	12837702
chr2L	12852586	12852587
chr2L	12854766	12854767
chr2L	12873087	12873088
chr2L	12987240	12987241
chr2L	13063019	13063020
chr2L	13069066	13069067
chr2L	13072845	13072846
chr2L	13079337	13079338
chr2L	13087391	13087392
chr2L	13093726	13093727
chr2L	13095847	13095848
chr2L	13102187	13102188
chr2L	13113454	13113455
chr2L	13121817	13121818
chr2L	13127388	13127389
chr2L	13129462	13129463
chr2L	13138350	13138351
chr2L	13732644	13732645
chr2L	14011885	14011886
chr2L	14020986	14020987
chr2L	14025564	14025565
chr2L	14183382	14183383
chr2L	14247106	14247107
chr2L	14253072	14253073
chr2L	14255185	14255186
chr2L	14257025	14257026
chr2L	14370665	14370666
chr2L	14386994	14386995
chr2L	14415726	14415727
chr2L	14418957	14418958
chr2L	14422122	14422123
chr2L	14436868	14436869
chr2L	14452061	14452062
chr2L	14454413	14454414
chr2L	14458531	14458532
chr2L	14462095	14462096
chr2L	14470745	14470746
chr2L	14472328	14472329
chr2L	14475065	14475066
chr2L	14503871	14503872
chr2L	14507033	14507034
chr2L	14520380	14520381
chr2L	14528848	14528849
chr2L	14531043	14531044
chr2L	14539435	14539436
chr2L	14554775	14554776
chr2L	14567232	14567233
chr2L	14568835	14568836
chr2L	14571900	14571901
chr2L	14594358	14594359
chr2L	14697416	14697417
chr2L	14999514	14999515
chr2L	15002399	15002400
chr2L	15098240	15098241
chr2L	15211599	15211600
chr2L	15276681	15276682
chr2L	15300853	15300854
chr2L	15304991	15304992
chr2L	15312282	15312283
chr2L	15314069	15314070
chr2L	15323621	15323622
chr2L	15329143	15329144
chr2L	15339750	15339751
chr2L	15349028	15349029
chr2L	15356491	15356492
chr2L	15364248	15364249
chr2L	15368974	15368975
chr2L	15377861	15377862
chr2L	15380883	15380884
chr2L	15386130	15386131
chr2L	15389665	15389666
chr2L	15397842	15397843
chr2L	15401763	15401764
chr2L	15408264	15408265
chr2L	15413499	15413500
chr2L	15459187	15459188
chr2L	15462039	15462040
chr2L	15472735	15472736
chr2L	15474394	15474395
chr2L	15537740	15537741
chr2L	16083133	16083134
chr2L	16148241	16148242
chr2L	16389769	16389770
chr2L	16397492	16397493
chr2L	16458879	16458880
chr2L	16464351	16464352
chr2L	16702034	16702035
chr2L	16867396	16867397
chr2L	16928617	16928618
chr2L	16996468	16996469
chr2L	17040859	17040860
chr2L	17268103	17268104
chr2L	17621553	17621554
chr2L	17781522	17781523
chr2L	17784600	17784601
chr2L	17882652	17882653
chr2L	18298388	18298389
chr2L	18304111	18304112
chr2L	18312962	18312963
chr2L	18318164	18318165
chr2L	18515665	18515666
chr2L	18613402	18613403
chr2L	18662838	18662839
chr2L	18741915	18741916
chr2L	18752778	18752779
chr2L	18794287	18794288
chr2L	18890854	18890855
chr2L	18908497	18908498
chr2L	19224869	19224870
chr2L	19228968	19228969
chr2L	19231902	19231903
chr2L	19235757	19235758
chr2L	19764646	19764647
chr2L	20115906	20115907
chr2L	20120829	20120830
chr2L	20242806	20242807
chr2L	20638350	20638351
chr2L	20821827	20821828
chr2L	20940742	20940743
chr2L	20942913	20942914
chr2L	20956562	20956563
chr2L	20957828	20957829
chr2L	20961340	20961341
chr2L	21796570	21796571
chr2L	21813022	21813023
chr2L	21840731	21840732
chr2L	21879592	21879593
chr2L	21899703	21899704
chr2L	21993621	21993622
chr2R	5055540	5055541
chr2R	5750526	5750527
chr2R	7142095	7142096
chr2R	7224004	7224005
chr2R	7241918	7241919
chr2R	7246681	7246682
chr2R	7303235	7303236
chr2R	7305204	7305205
chr2R	7306745	7306746
chr2R	7309532	7309533
chr2R	8797810	8797811
chr2R	10548479	10548480
chr2R	10551240	10551241
chr2R	10554762	10554763
chr2R	10915739	10915740
chr2R	10919790	10919791
chr2R	10924362	10924363
chr2R	10933831	10933832
chr2R	10958124	10958125
chr2R	10974035	10974036
chr2R	11129469	11129470
chr2R	11435606	11435607
chr2R	11467395	11467396
chr2R	11469005	11469006
chr2R	11471695	11471696
chr2R	11513549	11513550
chr2R	11515082	11515083
chr2R	11516373	11516374
chr2R	11519591	11519592
chr2R	11522504	11522505
chr2R	11533487	11533488
chr2R	11537379	11537380
chr2R	11545757	11545758
chr2R	11553749	11553750
chr2R	11558112	11558113
chr2R	11561845	11561846
chr2R	11569888	11569889
chr2R	11708262	11708263
chr2R	11729293	11729294
chr2R	11732173	11732174
chr2R	11737240	11737241
chr2R	11743048	11743049
chr2R	11748562	11748563
chr2R	11752831	11752832
chr2R	11755089	11755090
chr2R	11816052	11816053
chr2R	11821789	11821790
chr2R	11823460	11823461
chr2R	11915051	11915052
chr2R	11936398	11936399
chr2R	11999106	11999107
chr2R	12128995	12128996
chr2R	12217887	12217888
chr2R	12238010	12238011
chr2R	12401034	12401035
chr2R	12525395	12525396
chr2R	12698075	12698076
chr2R	12834597	12834598
chr2R	12988484	12988485
chr2R	13013659	13013660
chr2R	13017285	13017286
chr2R	13022784	13022785
chr2R	13031027	13031028
chr2R	13035585	13035586
chr2R	13038848	13038849
chr2R	13083152	13083153
chr2R	13318476	13318477
chr2R	13368718	13368719
chr2R	13383522	13383523
chr2R	13386594	13386595
chr2R	13402919	13402920
chr2R	13761160	13761161
chr2R	14217765	14217766
chr2R	14416649	14416650
chr2R	14466793	14466794
chr2R	14479679	14479680
chr2R	14518957	14518958
chr2R	14520289	14520290
chr2R	14812212	14812213
chr2R	15001171	15001172
chr2R	15044706	15044707
chr2R	15047040	15047041
chr2R	15067532	15067533
chr2R	15101106	15101107
chr2R	15109558	15109559
chr2R	15150924	15150925
chr2R	15329588	15329589
chr2R	15483771	15483772
chr2R	15584470	15584471
chr2R	15601405	15601406
chr2R	15604987	15604988
chr2R	15716128	15716129
chr2R	15721875	15721876
chr2R	16452501	16452502
chr2R	16459496	16459497
chr2R	16475876	16475877
chr2R	16483569	16483570
chr2R	16741710	16741711
chr2R	16798662	16798663
chr2R	16822098	16822099
chr2R	16920495	16920496
chr2R	16921638	16921639
chr2R	16923438	16923439
chr2R	17116266	17116267
chr2R	17498092	17498093
chr2R	17501645	17501646
chr2R	17643144	17643145
chr2R	17930867	17930868
chr2R	17935177	17935178
chr2R	17961559	17961560
chr2R	18038423	18038424
chr2R	18116648	18116649
chr2R	18213730	18213731
chr2R	18219762	18219763
chr2R	18222252	18222253
chr2R	18961629	18961630
chr2R	19014615	19014616
chr2R	19048884	19048885
chr2R	19064825	19064826
chr2R	19268354	19268355
chr2R	19650276	19650277
chr2R	19775502	19775503
chr2R	19798669	19798670
chr2R	19808840	19808841
chr2R	19820727	19820728
chr2R	19849997	19849998
chr2R	19856476	19856477
chr2R	19876081	19876082
chr2R	19882721	19882722
chr2R	19885931	19885932
chr2R	19923620	19923621
chr2R	19930551	19930552
chr2R	19963160	19963161
chr2R	19968585	19968586
chr2R	19991076	19991077
chr2R	20029296	20029297
chr2R	20040864	20040865
chr2R	20064194	20064195
chr2R	20068993	20068994
chr2R	20102293	20102294
chr2R	20125497	20125498
chr2R	20129327	20129328
chr2R	20163261	20163262
chr2R	20172339	20172340
chr2R	20181848	20181849
chr2R	20193352	20193353
chr2R	20202278	20202279
chr2R	20207534	20207535
chr2R	20297603	20297604
chr2R	20337269	20337270
chr2R	20390594	20390595
chr2R	20394553	20394554
chr2R	20400562	20400563
chr2R	20409828	20409829
chr2R	20414264	20414265
chr2R	20419194	20419195
chr2R	20517594	20517595
chr2R	20756902	20756903
chr2R	20759609	20759610
chr2R	20797899	20797900
chr2R	20804915	20804916
chr2R	20815715	20815716
chr2R	20844406	20844407
chr2R	20855555	20855556
chr2R	20906448	20906449
chr2R	20965500	20965501
chr2R	21576762	21576763
chr2R	21579580	21579581
chr2R	21597027	21597028
chr2R	21735649	21735650
chr2R	21750331	21750332
chr2R	21779848	21779849
chr2R	21849466	21849467
chr2R	21854221	21854222
chr2R	22048759	22048760
chr2R	22234881	22234882
chr2R	22241334	22241335
chr2R	22448999	22449000
chr2R	22965760	22965761
chr2R	22971064	22971065
chr2R	23133301	23133302
chr2R	23146743	23146744
chr2R	24321107	24321108
chr2R	24438047	24438048
chr2R	24442035	24442036
chr2R	24645829	24645830
chr2R	24689084	24689085
chr2R	24807102	24807103
chr2R	24813658	24813659
chr2R	24837266	24837267
chr2R	24840211	24840212
chr2R	24867234	24867235
chr2R	25183107	25183108
chr3L	60531	60532
chr3L	63168	63169
chr3L	128775	128776
chr3L	399021	399022
chr3L	411280	411281
chr3L	417621	417622
chr3L	426202	426203
chr3L	429604	429605
chr3L	626055	626056
chr3L	646771	646772
chr3L	662125	662126
chr3L	670363	670364
chr3L	675606	675607
chr3L	720014	720015
chr3L	725174	725175
chr3L	729783	729784
chr3L	760745	760746
chr3L	766250	766251
chr3L	769766	769767
chr3L	772170	772171
chr3L	775949	775950
chr3L	778838	778839
chr3L	781096	781097
chr3L	791361	791362
chr3L	793457	793458
chr3L	800074	800075
chr3L	807934	807935
chr3L	1111546	1111547
chr3L	1119536	1119537
chr3L	1127633	1127634
chr3L	1130900	1130901
chr3L	1134401	1134402
chr3L	3245584	3245585
chr3L	3658254	3658255
chr3L	5278131	5278132
chr3L	5320920	5320921
chr3L	5325203	5325204
chr3L	5391176	5391177
chr3L	5448946	5448947
chr3L	5476411	5476412
chr3L	5488597	5488598
chr3L	5553887	5553888
chr3L	5556914	5556915
chr3L	5610910	5610911
chr3L	5617756	5617757
chr3L	5622966	5622967
chr3L	5848422	5848423
chr3L	5856531	5856532
chr3L	5863644	5863645
chr3L	5880092	5880093
chr3L	5889532	5889533
chr3L	5957716	5957717
chr3L	5964632	5964633
chr3L	5988982	5988983
chr3L	5993450	5993451
chr3L	6045019	6045020
chr3L	6265415	6265416
chr3L	6269372	6269373
chr3L	6271837	6271838
chr3L	6279116	6279117
chr3L	6283163	6283164
chr3L	6287828	6287829
chr3L	6293697	6293698
chr3L	6299151	6299152
chr3L	6310757	6310758
chr3L	6355994	6355995
chr3L	6357832	6357833
chr3L	6360132	6360133
chr3L	6365756	6365757
chr3L	6371812	6371813
chr3L	6383900	6383901
chr3L	6388278	6388279
chr3L	6391845	6391846
chr3L	6395742	6395743
chr3L	6639254	6639255
chr3L	6655663	6655664
chr3L	6710053	6710054
chr3L	6766682	6766683
chr3L	6771376	6771377
chr3L	6774563	6774564
chr3L	6777575	6777576
chr3L	6784202	6784203
chr3L	6799800	6799801
chr3L	6805700	6805701
chr3L	6808628	6808629
chr3L	6817676	6817677
chr3L	6822537	6822538
chr3L	6829710	6829711
chr3L	6835370	6835371
chr3L	6839164	6839165
chr3L	6846629	6846630
chr3L	6849986	6849987
chr3L	6853621	6853622
chr3L	6862836	6862837
chr3L	6868854	6868855
chr3L	6871459	6871460
chr3L	6875068	6875069
chr3L	6903773	6903774
chr3L	6907375	6907376
chr3L	6926297	6926298
chr3L	7414342	7414343
chr3L	7420743	7420744
chr3L	7576739	7576740
chr3L	7581740	7581741
chr3L	7646810	7646811
chr3L	7941927	7941928
chr3L	7954102	7954103
chr3L	7959087	7959088
chr3L	8166896	8166897
chr3L	8205087	8205088
chr3L	8366582	8366583
chr3L	8662087	8662088
chr3L	8670932	8670933
chr3L	8687980	8687981
chr3L	8696592	8696593
chr3L	8702155	8702156
chr3L	8708424	8708425
chr3L	8713203	8713204
chr3L	8716808	8716809
chr3L	8818879	8818880
chr3L	9030447	9030448
chr3L	9039023	9039024
chr3L	9290266	9290267
chr3L	9330237	9330238
chr3L	9505988	9505989
chr3L	9762262	9762263
chr3L	10209384	10209385
chr3L	10227868	10227869
chr3L	10251629	10251630
chr3L	10257521	10257522
chr3L	10261926	10261927
chr3L	10282632	10282633
chr3L	10321718	10321719
chr3L	10377248	10377249
chr3L	10382286	10382287
chr3L	10391424	10391425
chr3L	10396355	10396356
chr3L	10399673	10399674
chr3L	10404574	10404575
chr3L	10418899	10418900
chr3L	10437688	10437689
chr3L	10447602	10447603
chr3L	10713118	10713119
chr3L	10736974	10736975
chr3L	10739828	10739829
chr3L	10743417	10743418
chr3L	10748316	10748317
chr3L	10751629	10751630
chr3L	10758751	10758752
chr3L	10765042	10765043
chr3L	10778026	10778027
chr3L	10808131	10808132
chr3L	10811605	10811606
chr3L	10818973	10818974
chr3L	10831055	10831056
chr3L	10838234	10838235
chr3L	10842528	10842529
chr3L	10846445	10846446
chr3L	10905650	10905651
chr3L	10914291	10914292
chr3L	10922597	10922598
chr3L	10928373	10928374
chr3L	10934314	10934315
chr3L	10946739	10946740
chr3L	10967364	10967365
chr3L	10971318	10971319
chr3L	11011528	11011529
chr3L	11015922	11015923
chr3L	11019629	11019630
chr3L	11259014	11259015
chr3L	11262830	11262831
chr3L	11279742	11279743
chr3L	11282134	11282135
chr3L	11298448	11298449
chr3L	11302874	11302875
chr3L	11308118	11308119
chr3L	11328270	11328271
chr3L	11338248	11338249
chr3L	11352303	11352304
chr3L	11375576	11375577
chr3L	11388749	11388750
chr3L	11391978	11391979
chr3L	11429413	11429414
chr3L	11439890	11439891
chr3L	11442895	11442896
chr3L	11482621	11482622
chr3L	11485834	11485835
chr3L	12101141	12101142
chr3L	12108438	12108439
chr3L	12110183	12110184
chr3L	12319462	12319463
chr3L	12325742	12325743
chr3L	12440663	12440664
chr3L	12448193	12448194
chr3L	12454947	12454948
chr3L	12577326	12577327
chr3L	12604336	12604337
chr3L	12671743	12671744
chr3L	12682190	12682191
chr3L	12688281	12688282
chr3L	12690543	12690544
chr3L	12713383	12713384
chr3L	12717660	12717661
chr3L	12720910	12720911
chr3L	12725846	12725847
chr3L	12729090	12729091
chr3L	12731018	12731019
chr3L	12868231	12868232
chr3L	13051485	13051486
chr3L	13054529	13054530
chr3L	13067030	13067031
chr3L	13071327	13071328
chr3L	13075072	13075073
chr3L	13094138	13094139
chr3L	13098843	13098844
chr3L	13107240	13107241
chr3L	13111021	13111022
chr3L	13128766	13128767
chr3L	13144631	13144632
chr3L	13151498	13151499
chr3L	13159448	13159449
chr3L	13162997	13162998
chr3L	13165678	13165679
chr3L	13170730	13170731
chr3L	13184817	13184818
chr3L	13194456	13194457
chr3L	13220645	13220646
chr3L	13294505	13294506
chr3L	13320676	13320677
chr3L	13336207	13336208
chr3L	13406043	13406044
chr3L	13936226	13936227
chr3L	14144375	14144376
chr3L	14146695	14146696
chr3L	14150435	14150436
chr3L	14152015	14152016
chr3L	14156799	14156800
chr3L	14183958	14183959
chr3L	14241288	14241289
chr3L	14242817	14242818
chr3L	14253261	14253262
chr3L	14272832	14272833
chr3L	14375206	14375207
chr3L	14378532	14378533
chr3L	14398037	14398038
chr3L	14553314	14553315
chr3L	14579265	14579266
chr3L	14600779	14600780
chr3L	14608354	14608355
chr3L	14612382	14612383
chr3L	14967062	14967063
chr3L	15170577	15170578
chr3L	15180662	15180663
chr3L	15185823	15185824
chr3L	15188943	15188944
chr3L	15195371	15195372
chr3L	15197550	15197551
chr3L	15200198	15200199
chr3L	15212375	15212376
chr3L	15215426	15215427
chr3L	15217597	15217598
chr3L	15220664	15220665
chr3L	15225129	15225130
chr3L	15230151	15230152
chr3L	15246624	15246625
chr3L	15251117	15251118
chr3L	15258066	15258067
chr3L	15260811	15260812
chr3L	15264654	15264655
chr3L	15266429	15266430
chr3L	15268145	15268146
chr3L	15313935	15313936
chr3L	15388583	15388584
chr3L	15392468	15392469
chr3L	15515137	15515138
chr3L	15670973	15670974
chr3L	15675671	15675672
chr3L	15677749	15677750
chr3L	15695510	15695511
chr3L	15713893	15713894
chr3L	15740759	15740760
chr3L	15749993	15749994
chr3L	15754902	15754903
chr3L	15763254	15763255
chr3L	15766536	15766537
chr3L	15772484	15772485
chr3L	15778350	15778351
chr3L	15783532	15783533
chr3L	16015598	16015599
chr3L	16167115	16167116
chr3L	16181667	16181668
chr3L	16189619	16189620
chr3L	16192663	16192664
chr3L	16195619	16195620
chr3L	16275727	16275728
chr3L	16335188	16335189
chr3L	16602472	16602473
chr3L	16746083	16746084
chr3L	16752391	16752392
chr3L	16757102	16757103
chr3L	16830863	16830864
chr3L	16835833	16835834
chr3L	17280309	17280310
chr3L	17340001	17340002
chr3L	17392031	17392032
chr3L	17779504	17779505
chr3L	17918076	17918077
chr3L	17922775	17922776
chr3L	17925372	17925373
chr3L	17927805	17927806
chr3L	18190711	18190712
chr3L	18206298	18206299
chr3L	18210409	18210410
chr3L	18213214	18213215
chr3L	18217786	18217787
chr3L	18221444	18221445
chr3L	18225225	18225226
chr3L	18245192	18245193
chr3L	18248332	18248333
chr3L	18257991	18257992
chr3L	18276014	18276015
chr3L	18281520	18281521
chr3L	18311878	18311879
chr3L	18322561	18322562
chr3L	18401840	18401841
chr3L	18679087	18679088
chr3L	18959149	18959150
chr3L	19054651	19054652
chr3L	19057624	19057625
chr3L	19293109	19293110
chr3L	19480941	19480942
chr3L	19676224	19676225
chr3L	19682877	19682878
chr3L	19696535	19696536
chr3L	19698959	19698960
chr3L	20544292	20544293
chr3L	20545161	20545162
chr3L	20549448	20549449
chr3L	20552689	20552690
chr3L	20556400	20556401
chr3L	20558100	20558101
chr3L	20560317	20560318
chr3L	20562272	20562273
chr3L	20564662	20564663
chr3L	20580260	20580261
chr3L	20582904	20582905
chr3L	20631712	20631713
chr3L	20645538	20645539
chr3L	20648988	20648989
chr3L	20652069	20652070
chr3L	20656588	20656589
chr3L	20660981	20660982
chr3L	20669280	20669281
chr3L	20672471	20672472
chr3L	20683551	20683552
chr3L	20686160	20686161
chr3L	20689238	20689239
chr3L	20704229	20704230
chr3L	20706942	20706943
chr3L	20708052	20708053
chr3L	20722549	20722550
chr3L	20910470	20910471
chr3L	20917619	20917620
chr3L	20922418	20922419
chr3L	20923695	20923696
chr3L	20925009	20925010
chr3L	20953077	20953078
chr3L	20978889	20978890
chr3L	20983009	20983010
chr3L	20988409	20988410
chr3L	20990601	20990602
chr3L	21381038	21381039
chr3L	21459905	21459906
chr3L	21462898	21462899
chr3L	21483910	21483911
chr3L	21581868	21581869
chr3L	21582891	21582892
chr3L	21585311	21585312
chr3L	21685998	21685999
chr3L	21689354	21689355
chr3L	21721297	21721298
chr3L	21800616	21800617
chr3L	21805031	21805032
chr3L	22096785	22096786
chr3L	22098922	22098923
chr3L	22109082	22109083
chr3L	22130068	22130069
chr3L	22408369	22408370
chr3L	22419302	22419303
chr3L	22438151	22438152
chr3L	22440842	22440843
chr3L	22445084	22445085
chr3L	22846427	22846428
chr3L	22847947	22847948
chr3L	22858100	22858101
chr3L	22934212	22934213
chr3L	23124782	23124783
chr3L	24535610	24535611
chr3R	4187318	4187319
chr3R	4873552	4873553
chr3R	4879645	4879646
chr3R	4881864	4881865
chr3R	4882852	4882853
chr3R	4895901	4895902
chr3R	4901914	4901915
chr3R	4962923	4962924
chr3R	4970879	4970880
chr3R	4973979	4973980
chr3R	4976205	4976206
chr3R	4979206	4979207
chr3R	5023627	5023628
chr3R	5028782	5028783
chr3R	5033473	5033474
chr3R	5035799	5035800
chr3R	5038088	5038089
chr3R	5041710	5041711
chr3R	5056869	5056870
chr3R	5062914	5062915
chr3R	5067611	5067612
chr3R	5091106	5091107
chr3R	5095232	5095233
chr3R	5111221	5111222
chr3R	5113412	5113413
chr3R	5504142	5504143
chr3R	6047125	6047126
chr3R	6059036	6059037
chr3R	6105739	6105740
chr3R	6141945	6141946
chr3R	6170866	6170867
chr3R	6240475	6240476
chr3R	6253310	6253311
chr3R	6683360	6683361
chr3R	6749282	6749283
chr3R	6870828	6870829
chr3R	7030437	7030438
chr3R	7090088	7090089
chr3R	7313401	7313402
chr3R	7322721	7322722
chr3R	7328296	7328297
chr3R	7330397	7330398
chr3R	7753709	7753710
chr3R	7971024	7971025
chr3R	8131260	8131261
chr3R	8133583	8133584
chr3R	8139512	8139513
chr3R	8142541	8142542
chr3R	8146395	8146396
chr3R	8209697	8209698
chr3R	8213964	8213965
chr3R	8215726	8215727
chr3R	8354966	8354967
chr3R	8945913	8945914
chr3R	8969609	8969610
chr3R	8971770	8971771
chr3R	8979244	8979245
chr3R	9873605	9873606
chr3R	10080100	10080101
chr3R	10082143	10082144
chr3R	10455473	10455474
chr3R	10460235	10460236
chr3R	10467219	10467220
chr3R	10470717	10470718
chr3R	10474387	10474388
chr3R	10479848	10479849
chr3R	10486610	10486611
chr3R	10495076	10495077
chr3R	10500649	10500650
chr3R	10504643	10504644
chr3R	10660912	10660913
chr3R	10662209	10662210
chr3R	10686371	10686372
chr3R	10819137	10819138
chr3R	11874508	11874509
chr3R	12067054	12067055
chr3R	12227885	12227886
chr3R	12244290	12244291
chr3R	12307697	12307698
chr3R	12319500	12319501
chr3R	12344158	12344159
chr3R	12357780	12357781
chr3R	12501017	12501018
chr3R	12622054	12622055
chr3R	13276466	13276467
chr3R	13351544	13351545
chr3R	13360118	13360119
chr3R	13469363	13469364
chr3R	13506540	13506541
chr3R	13524702	13524703
chr3R	13526983	13526984
chr3R	13549625	13549626
chr3R	13553380	13553381
chr3R	13790330	13790331
chr3R	13794352	13794353
chr3R	13798317	13798318
chr3R	13805469	13805470
chr3R	13822310	13822311
chr3R	13846972	13846973
chr3R	13850700	13850701
chr3R	13860984	13860985
chr3R	13877762	13877763
chr3R	13886800	13886801
chr3R	13896716	13896717
chr3R	13912683	13912684
chr3R	13915624	13915625
chr3R	13918525	13918526
chr3R	13923066	13923067
chr3R	13928225	13928226
chr3R	13933818	13933819
chr3R	13939045	13939046
chr3R	13956098	13956099
chr3R	14043014	14043015
chr3R	14135923	14135924
chr3R	14383311	14383312
chr3R	14486882	14486883
chr3R	14490760	14490761
chr3R	14493550	14493551
chr3R	15437597	15437598
chr3R	15479218	15479219
chr3R	15556107	15556108
chr3R	15564590	15564591
chr3R	15568366	15568367
chr3R	15573865	15573866
chr3R	15579087	15579088
chr3R	15587844	15587845
chr3R	15590138	15590139
chr3R	15596244	15596245
chr3R	15616349	15616350
chr3R	15642695	15642696
chr3R	15646619	15646620
chr3R	15648145	15648146
chr3R	15651687	15651688
chr3R	15665241	15665242
chr3R	15920053	15920054
chr3R	16023178	16023179
chr3R	16110912	16110913
chr3R	16113740	16113741
chr3R	16210743	16210744
chr3R	16221468	16221469
chr3R	16409746	16409747
chr3R	16410777	16410778
chr3R	16415688	16415689
chr3R	16422392	16422393
chr3R	16734729	16734730
chr3R	17209430	17209431
chr3R	17214274	17214275
chr3R	17296434	17296435
chr3R	17307718	17307719
chr3R	17529617	17529618
chr3R	17592389	17592390
chr3R	17603683	17603684
chr3R	17765847	17765848
chr3R	18041306	18041307
chr3R	18057901	18057902
chr3R	18060464	18060465
chr3R	18064725	18064726
chr3R	18067994	18067995
chr3R	18074299	18074300
chr3R	18135977	18135978
chr3R	18137728	18137729
chr3R	18142084	18142085
chr3R	18147684	18147685
chr3R	18154795	18154796
chr3R	18861949	18861950
chr3R	18891357	18891358
chr3R	19251978	19251979
chr3R	19262650	19262651
chr3R	19266658	19266659
chr3R	19272140	19272141
chr3R	19277052	19277053
chr3R	19294077	19294078
chr3R	19338346	19338347
chr3R	19348525	19348526
chr3R	19352565	19352566
chr3R	19356186	19356187
chr3R	19790066	19790067
chr3R	20062206	20062207
chr3R	20100866	20100867
chr3R	20154770	20154771
chr3R	20184370	20184371
chr3R	20189064	20189065
chr3R	20335875	20335876
chr3R	20354004	20354005
chr3R	20488572	20488573
chr3R	20516289	20516290
chr3R	20520104	20520105
chr3R	20665519	20665520
chr3R	20729073	20729074
