chrom	start	end	ZHR_1_tsim	ZHR_2_tsim	ZHR_3_tsim	TSIM_1	TSIM_2	TSIM_3	ZHR_TSIM_1_ZHR	ZHR_TSIM_2_ZHR	ZHR_TSIM_3_ZHR	ZHR_TSIM_1_TSIM	ZHR_TSIM_2_TSIM	ZHR_TSIM_3_TSIM
chr2R	6168205	6169920	172.572442113273	173.989574165595	192.264185937811	145.572234296818	147.488114293094	216.789649205983	202.519003495533	193.33218766111	178.059043815897	195.88278863635	152.516285609056	143.587990720714
chr2L	2413404	2415663	49.9727148976659	48.7441608557308	50.9534061672644	96.1453826518521	103.309646878112	100.628217232683	59.6460078788215	83.2402474652002	66.1563245798194	109.503920036293	114.553716701998	122.575114029878
chr2R	6235481	6236297	553.697681066138	520.61471802857	434.123020545093	624.267907077519	659.958336306884	442.358941526226	406.425123453365	595.436286303489	531.361968699613	516.912914457034	712.630679483363	586.259259674329
chr2R	6241628	6242272	109.939972774865	109.674361925394	131.120098537094	102.239104087533	105.348653066495	132.37000387655	104.727292903512	104.0503093315	90.7889986254968	102.022285748099	118.549776586952	110.667817238404
chr2L	2418530	2422532	37.3129604569238	37.2351228759055	35.3276949426367	44.0102103688056	35.3427739319855	43.2228584086694	29.1294457082617	34.9072005499227	47.1539760302968	41.4890628708935	50.6167585427435	50.4309040580067
chr2R	6516421	6517735	39.9781719181327	48.7441608557308	59.7853299029236	48.0726913259261	50.9751547095945	45.9242870592113	34.6779115574544	44.9765853239388	45.7463946562581	32.6471314393916	47.2867086386157	46.9287579428674
chr2R	6546947	6547942	184.565893688713	185.49861214542	171.882823470905	214.634410567867	198.463269002688	189.775362700564	172.002441324974	168.494371885204	232.250926716387	152.353280050494	183.152744727032	154.79485828916
chr2L	2426566	2428964	78.623738105661	89.3642949021732	98.5099185900445	114.426546958894	125.738714950333	127.642503738102	70.0493813460578	70.4856934181131	90.7889986254968	99.3016914614828	107.893616893743	133.781981598323
chr2L	2429303	2435383	107.274761313656	137.431453523797	153.53959725069	146.926394615859	149.527120481477	184.372505399481	113.74354990845	106.735478604571	120.34820748031	140.110605760722	159.842395398137	146.389707612825
chr2R	6574653	6575371	109.939972774865	117.121386500575	121.608796052538	169.270039880021	136.613414621713	123.590360762289	97.0981523608722	80.5550781921292	92.1965799995355	139.430457189068	127.87391631851	114.870392576571
chr2R	6595372	6595896	122.599727215607	94.7803127750322	78.8079348720356	157.08259700866	172.63585728316	153.981433080885	137.324529767519	161.110156384258	154.833951144258	136.029714330798	143.858155858324	158.297004404299
chr2R	6627849	6629207	239.202728643494	194.299641188816	227.591880880448	286.404907476996	261.672460842585	251.908221663026	201.825445264384	196.688649252449	200.580345800516	246.213782938745	259.077882541148	257.757954074257
chr2R	6740817	6742742	111.938881370772	117.121386500575	96.4717823433539	69.7392564305688	80.2009100764288	93.1992884436934	99.1788270543195	93.3096322392164	104.864812365884	78.8972343118631	73.9271078716386	94.5579451087627
chr2R	6748524	6750339	181.234379362202	207.839685870963	217.401199646995	202.446967696506	185.549563142924	189.775362700564	176.163790711868	174.536002749613	175.947671754839	249.614525797015	198.470974286021	215.031771469557
chr2L	2446602	2449754	162.57789913374	140.139462460226	137.234507277165	80.5725389828902	94.4739533951152	95.9007170942353	135.243855074072	153.725940883313	155.537741831277	77.5369371685551	79.2551877182431	79.1485022021495
chr2L	2450342	2455696	286.510232079951	306.68201205064	227.591880880448	247.811338384351	233.126374205212	222.867863669702	269.100593685846	309.46575872143	294.88829786111	270.699131518289	284.386261812519	277.369972319037
chr2R	6811003	6812519	141.922510309371	139.462460226119	129.081962290403	122.551508873135	134.57440843333	162.761076195146	122.066248682239	139.628802199691	119.64441679329	176.838628630038	137.198056050068	140.085844605574
chr2L	2456230	2459626	39.9781719181327	32.4961072371539	17.6638474713183	34.5310881355244	33.983436473063	29.0403579933248	27.0487710148144	21.4813541845678	35.1895343509677	33.3272800110456	36.6305489454065	48.3296163889231
chr2L	2459961	2463789	67.2965893955234	89.3642949021732	80.8460711187262	105.624504885133	100.590971960267	126.291789412831	86.6947788936359	80.5550781921292	72.4904407629936	106.783325749677	107.227606912917	98.060091223902
chr2L	2465913	2468839	227.875579933356	176.020580867917	167.127172228627	322.967236091081	373.138132474232	306.612151836499	191.422071797148	218.841295755284	216.767531601961	248.934377225361	265.737982349403	247.951944951866
chr2R	7104383	7111229	193.894133802944	214.609708212037	174.600338466493	326.352636888681	292.257553668342	237.725721247682	193.502746490595	175.207295067881	163.98323007551	218.327691500931	241.095613058857	267.563963196647
chr2R	7114771	7118322	63.2987722037101	52.8061742603751	59.1059511540267	52.8122524425667	54.3734983569008	46.5996442218467	61.0331243411197	48.3330469152775	68.9714873278968	40.8089142992395	31.3024690988019	41.3253241586444
chr2R	7118654	7120374	51.9716234935725	52.1291720262677	45.5183761760895	42.6560500497654	38.0614488498306	33.0925009691375	45.7748432558398	39.6062467777969	38.0046970990452	40.1287657275855	32.6344890604531	32.92017348231
chr2R	7120824	7125187	43.3096862446438	39.943131812335	38.7245886871209	61.6142945163278	60.4905169220522	47.9503585471176	58.9524496476724	28.865569685513	52.0805108394323	46.9302514441255	32.6344890604531	42.7261826047002
chr2R	7145157	7150593	613.664938943337	479.994583982127	502.060895434779	641.871991225041	671.512704707725	562.572516475338	502.829717583088	542.404193160337	539.807456943845	477.464297301102	522.817834948075	483.996593112259
chr2R	7152202	7155394	43.3096862446438	42.6511407487645	38.7245886871209	52.1351722830466	59.8108481925909	52.0025015229304	42.3070521000943	40.9488314143324	39.4122784730839	42.8493600142015	43.2906487536622	69.3424930797593
chr2R	7159586	7163842	70.6281037220344	67.7002234107373	77.4491773742419	77.8642183448098	81.5602475353513	64.1589304503687	59.6460078788215	67.8005241450421	85.1586731293419	68.6950057370532	74.5931178524641	86.1527944324282
chr2R	7170766	7174917	54.6368349547814	67.7002234107373	56.3884361584393	124.582749351696	109.426665443263	81.7182166788906	63.1137990345669	53.0320931431517	55.599464274529	98.6215428898289	69.2650380058596	83.3510775403167
chr2R	7181933	7185410	31.9825375345062	39.2661295782276	33.2895586959461	43.3331302092855	45.5378048739045	35.7939296196794	39.532819175498	29.5368620037807	52.0805108394323	34.0074285826996	35.2985289837554	43.426611827728
chr2R	7185969	7192498	142.588813174673	136.754451289689	153.53959725069	96.1453826518521	107.387659254879	138.448218340269	142.872995616712	120.832617288194	151.314997709161	139.430457189068	102.565537047138	104.363954231153
chr2R	7192984	7196574	256.526603141352	202.423667998104	189.546670942224	289.113228115077	309.249271904874	232.322863946598	215.003051656217	250.392034713868	217.471322288981	160.515062910342	227.10940346152	170.204301195773
chr2R	7201463	7203474	59.9672578771991	77.8552569223478	54.3502999117487	52.1351722830466	36.7021113909081	60.1067874745559	42.3070521000943	38.2636621412614	45.0426039692387	48.9706971590874	43.9566587344878	55.3339086192018
chr2R	7205253	7208202	71.2944065873367	60.9302010696635	61.1440874007173	68.3850961115286	67.2872042166648	79.0167880283488	72.1300560395051	78.541201237326	55.599464274529	68.0148571653992	68.599028025034	42.7261826047002
chr2R	7217585	7221688	69.9618008567322	81.2402680928847	85.6017223610042	48.7497714854462	57.7718420042071	35.7939296196794	88.0818953559341	89.2818783296099	66.1563245798194	29.9265371527757	32.6344890604531	34.3210319283657
chr2R	7240902	7242934	35.9803547263194	36.5581206417981	29.2132862025649	29.1144468593637	42.8191299560594	39.8460725954921	38.1457027131998	43.6340006874033	39.4122784730839	33.3272800110456	49.950748561918	38.5236072665329
chr2R	7246252	7247110	233.872305721076	240.335793108117	233.026910871623	116.457787437455	137.972752080636	114.135360485393	257.310103756311	256.433665578278	285.739018929858	144.8716457623	164.504465263916	152.693570620076
chr2R	7248789	7249597	77.9574352403588	81.2402680928847	89.6779948543854	48.7497714854462	49.615817250672	60.7821446371914	76.9849636575487	73.1708626911841	86.5662545033807	78.8972343118631	58.6088783126504	45.5278994968116
chr2R	7281698	7283591	192.561528072339	152.325502674159	141.310779770547	250.519659022432	250.797761171205	220.16643501916	192.115630028297	172.52212579481	185.09695068609	223.088731502509	235.767533212253	198.921899339915
chr2R	7283828	7287548	103.943246987145	102.227337350213	97.8305398411477	138.124352542097	125.059046220872	111.433931834851	135.937413305221	140.300094517958	149.203625648103	94.5406514599049	102.565537047138	95.9588035548184
chr2L	2480172	2487628	485.734788805312	473.901563875161	423.252960562743	491.560195811582	504.314197260255	553.792873361077	482.716528879765	469.233330469153	448.314667631329	498.548903022376	534.806014602935	404.84809091011
chr2R	7288267	7290091	222.545157010939	188.20662108185	209.928033409129	245.103017746271	235.165380393596	247.180721524578	189.341397103701	224.211634301426	189.319694808206	208.805611497776	230.439453365648	173.706447310912
chr2R	7290298	7292615	19.3227830937641	17.6020580867917	14.9463324757309	13.5416031904017	15.632380777609	13.5071432527092	19.4196304721744	21.4813541845678	33.781952976929	17.6838628630038	17.3162595014649	16.109872129641
chr2R	7294138	7301427	86.6193724892875	87.3332881998511	74.7316623786545	33.8540079760043	52.3344921685171	47.2750013844822	117.904899295345	128.216832789139	147.092253587045	27.8860914378137	30.6364591179763	42.0257533816723
chr2L	2492625	2493357	84.6204638933809	96.1343172432469	120.929417303641	60.2601341972876	55.7328358158234	76.9907165404424	79.065638350996	79.2124935555938	76.0093941980903	50.3309943023954	70.5970579675107	58.8360547343412
chr2R	7370008	7374517	264.522237524978	286.371945027419	286.697832034474	117.811947756495	135.254077162791	178.969648098397	321.811019253176	373.909821275133	305.4451581664	140.110605760722	117.217756625301	115.570821799599
chr2R	7375380	7377711	17.9901773631597	25.7260848960802	40.0833461849147	30.4686071784039	24.4680742606054	28.3650008306893	17.3389557787272	20.8100618663001	27.4478367937548	14.2831200047338	15.3182295589882	27.316739698087
chr2R	7381130	7382775	129.929058733931	137.431453523797	118.89128105695	127.968150149296	131.176064786023	104.680360208496	126.227598069134	128.888125107407	107.679975113961	98.6215428898289	131.203966222638	87.5536528784839
chr2L	2493802	2496990	35.9803547263194	24.3720804278654	24.4576349602869	33.1769278164842	40.1004550382144	31.0664294812311	35.3714697886034	37.5923698229936	35.1895343509677	34.6875771543536	26.6403992330229	34.3210319283657
chr2R	7386246	7387484	71.9607094526389	78.5322591564552	87.6398586076948	71.093416749609	59.1311794631297	77.6660737030779	92.2432447428286	67.8005241450421	76.0093941980903	74.8163428819391	69.9310479866851	65.139917741592
chr2R	7395359	7397461	78.623738105661	84.6252792634216	53.6709211628518	92.7599818542517	80.88057880589	87.7964311426098	54.0975420296288	54.3746777796872	60.5259990836645	70.0553028803612	77.923167756592	82.6506483172888
chr2R	7406995	7407998	128.596453003327	166.542549590414	127.723204792609	87.343340578091	77.4822351585837	101.978931557954	122.066248682239	106.064186286303	119.64441679329	121.746594326065	98.5694771621848	85.4523652094003
chr2R	7791386	7792308	49.9727148976659	49.4211630898382	53.6709211628518	28.4373666998436	27.8664179079117	39.8460725954921	68.6622648837596	33.5646159133872	38.7084877860645	35.3677257260076	25.9743892521973	25.9158812520312
chr2R	8797490	8798130	63.2987722037101	57.5451898991267	72.6935261319639	57.5518135592073	42.1394612265982	55.3792873361077	88.0818953559341	81.226370510397	78.1207662591484	70.7354514520152	45.9546886769645	56.7347670652576
chr2R	9065394	9065931	59.9672578771991	46.0361519193013	50.9534061672644	57.5518135592073	58.4515107336684	42.547501246034	47.1619597181379	69.1431087815776	67.5639059538581	47.6104000157794	53.2807984660458	51.1313332810346
chr2R	9307889	9308733	145.254024635882	155.033511610588	134.516992281578	133.384791425457	124.379377491411	128.993218063373	140.792320923265	133.587171335281	107.679975113961	152.353280050494	137.864066030894	127.478118591073
chr2R	9496310	9496845	35.3140518610172	20.3100670232212	20.3813624669058	101.562023928013	106.028321795957	27.6896436680539	20.8067469344726	27.5229850489775	36.5971157250065	34.0074285826996	36.6305489454065	46.2283287198395
chr2R	9552740	9553489	264.522237524978	233.565770767044	238.461940862797	259.321701096193	262.352129572047	285.676079794799	233.729123897242	216.156126482213	227.324391907252	250.974822940323	285.718281774171	296.981990563818
chr2R	9577740	9578567	93.9487040076118	85.9792837316363	99.8686760878382	95.4683024923321	108.06732798434	133.045361039186	83.9205459690396	76.5273242825228	78.8245569461677	146.912091477262	121.87982649108	138.684986159519
chr2R	10025059	10030201	192.561528072339	184.144607677205	200.416730924573	221.405212163068	206.619293756223	237.050364085046	176.163790711868	166.4804949304	145.684672213006	264.577794373403	267.73601229188	229.040355930114
chr2R	10032883	10033934	35.9803547263194	48.0671586216234	44.8389974271927	32.4998476569641	38.0614488498306	49.976430035024	38.8392609443489	36.2497851864582	41.5236505341419	42.8493600142015	43.9566587344878	45.5278994968116
chr2R	10043651	10044787	32.6488403998084	15.5710513844696	26.4957712069775	33.1769278164842	40.1004550382144	43.8982155713049	26.3552127836653	24.8378157759065	29.5592088548129	34.6875771543536	35.9645389645809	33.6206027053378
chr2R	10045306	10047571	27.9847203426929	33.1731094712613	46.1977549249864	33.1769278164842	41.4597924971369	57.4053588240141	36.7585862509016	37.5923698229936	40.1160691601032	57.8126285905893	39.2945888687088	50.4309040580067
chr2R	10047907	10050526	160.578990537833	141.493466928441	162.371520986349	89.3745810566513	93.1146159361927	126.291789412831	131.082505687178	140.971386836226	143.573300151948	113.584811466217	118.549776586952	101.562237339041
chr2R	10050804	10053893	45.9748977058526	60.9302010696635	59.7853299029236	34.5310881355244	30.5850928257567	38.4953582702212	43.0006103312434	29.5368620037807	41.5236505341419	52.3714400173574	42.6246387728367	55.3339086192018
chr2R	10054263	10063279	562.359618315067	565.296865479656	510.892819170438	420.466779061973	390.129850710764	442.358941526226	699.10669699828	789.439766282866	653.117757553961	472.703257299525	513.493695216516	435.666976723336
chr2R	10063746	10070325	129.262755868629	126.599417778079	126.364447294816	93.4370620137718	110.786002902185	107.381788859038	150.502136159352	106.735478604571	143.573300151948	132.628971472528	103.897557008789	119.773397137766
chr2R	10074605	10077588	48.6401091670615	56.8681876650193	52.991542413955	58.9059738782474	67.2872042166648	74.2892878899006	57.5653331853742	44.9765853239388	53.488092213471	79.5773828835171	65.9349881017317	77.7476437560937
chr2R	10080297	10087098	113.937789966678	124.568411075757	133.837613532681	98.1766231304124	106.028321795957	96.5760742568707	129.00183099373	98.0086784670906	123.163370228387	111.544365751255	65.9349881017317	100.161378892986
chr2R	10117563	10127436	375.794816030447	380.475255568343	387.925265620106	364.269125821806	385.372169604535	382.25215405167	398.102424679576	359.812682591511	358.229459692852	396.526617274277	408.930128226902	396.442940233775
chr2R	10127738	10137148	163.910504864344	154.356509376481	157.615869744071	165.884639082421	197.783600273227	226.244649482879	171.308883093825	152.383356246778	175.243881067819	205.404868639506	195.806934362718	215.732200692584
chr2R	10137515	10145475	103.276944121843	114.413377564146	101.906812334529	104.947424725613	111.465671631647	99.952860070048	119.985573988792	114.119694105516	139.350556029832	95.9009486032129	82.585237622371	103.663525008125
chr2R	10154733	10160929	431.097953850531	435.312436531041	406.947870589218	518.643402192386	519.266909308403	447.086441664674	460.522665482994	531.663516068053	506.025503966916	496.508457307414	506.833595408261	515.515908148513
chr2R	10186194	10192878	57.9683492812924	55.5141831968046	58.4265724051299	55.520573080647	61.1701856515134	52.0025015229304	50.6297508738834	43.6340006874033	49.2653480913548	52.3714400173574	49.950748561918	55.3339086192018
chr2R	10195134	10204843	139.923601713464	154.356509376481	210.607412158026	95.4683024923321	91.0756097478089	72.2632164019942	135.243855074072	124.8603711978	114.717881984155	53.7317371606654	53.2807984660458	77.7476437560937
chr2R	10208685	10215355	491.06521172773	570.035881118408	701.118868861558	555.20573080647	555.28935196985	334.977152667188	342.617766187649	371.89594432033	375.120436181316	285.662400094677	319.018780815449	351.615469959992
chr2R	10227779	10229108	148.585538962393	188.20662108185	146.745809761721	155.0513565301	154.284801587706	123.590360762289	100.565943516618	99.3512631036261	97.8269054956903	104.062731463061	99.2354871430103	117.672109468682
chr2R	10237081	10239422	388.454570471189	352.041161735834	426.649854307227	308.748552741159	283.421860185346	141.825004153447	172.695999556123	177.221172022684	247.030531143794	113.584811466217	99.9014971238359	148.490995281909
chr2R	10240314	10245804	27.9847203426929	39.2661295782276	25.1370137091838	31.1456873379239	33.3037677436018	21.6114292043347	43.0006103312434	30.8794466403162	45.7463946562581	28.5662400094677	25.9743892521973	31.5193150362542
chr2R	10251590	10256330	78.623738105661	80.5632658587773	94.4336460966634	64.3226151544081	91.7552784772702	83.744288166797	91.5496865116795	57.731139371026	90.7889986254968	84.338422885095	69.2650380058596	93.8575158857348
chr2R	10256534	10258692	16.6575716325553	14.2170469162548	14.9463324757309	30.4686071784039	23.1087368016829	16.208571903251	15.951839316429	18.1248925932291	25.3364647326968	23.8052000078897	20.6463094055928	27.316739698087
chr2R	10262605	10267465	33.3151432651106	48.7441608557308	48.235891171677	32.4998476569641	33.3037677436018	27.6896436680539	45.7748432558398	40.2775390960646	72.4904407629936	32.6471314393916	23.9763593097206	30.8188858132263
chr2R	10267730	10274823	258.525511737258	229.503757362399	237.103183365004	362.237885343246	454.018711280122	413.318583532901	347.472673805693	383.979206049149	282.220065494761	456.379691579829	596.744942819713	438.468693615448
chr2R	10275083	10289203	155.914870480718	183.467605443098	180.714747206564	134.738951744497	142.730433186865	134.396075364456	219.164401043112	206.086741708197	202.691717861574	170.037142913498	145.8561858008	181.411168764219
chr2R	10291948	10305162	156.58117334602	184.821609911313	188.18791344443	172.655440677622	186.908900601847	140.474289828176	191.422071797148	183.934095205362	177.355253128877	153.033428622148	158.510375436486	212.930483800473
chr2R	10307385	10321520	133.260573060442	141.493466928441	127.723204792609	129.999390627856	133.215070974407	115.486074810664	162.292626088886	161.110156384258	184.393159999071	141.47090290403	134.534016126766	180.710739541191
chr2R	10355422	10365027	51.9716234935725	48.7441608557308	49.5946486694707	60.9372143568077	52.3344921685171	56.7300016613786	75.5978471952505	38.9349544595291	76.7131848851097	63.2538171638213	61.9389282167783	77.0472145330659
chr2R	10415073	10419184	79.9563438362654	90.7182993703879	63.8616023963047	161.8221581253	144.769439375249	182.346433911574	112.356433446152	117.476155696855	109.087556488	192.48204577808	216.453243768311	194.01889477872
chr2R	10419401	10424640	314.494952422644	303.97400311421	282.621559541093	200.415727217945	201.861612649994	236.375006922411	376.602119513954	385.321790685685	334.300576334194	263.897645801749	277.060152023438	245.150228059755
chr2R	10427603	10433236	521.04884066633	523.322726964999	442.275565531855	306.717312262599	352.748070590394	365.368224985784	480.635854186317	543.075485478604	510.952038776052	446.177463005019	447.558707114785	376.130492765967
chr2R	10437875	10439036	107.274761313656	114.413377564146	113.456251065775	41.9789698902453	33.983436473063	33.0925009691375	147.034345003607	136.272340608352	149.907416335123	38.7684685842775	41.2926188111855	35.7218903744214
chr2R	10439305	10442854	28.6510232079951	29.7880983007244	34.6483161937398	27.0832063808034	27.8664179079117	37.8200011075857	32.5972368640071	26.8516927307097	35.1895343509677	40.8089142992395	20.6463094055928	27.316739698087
chr2R	10464769	10484650	663.637653841003	666.170198361655	637.257266465254	684.528041274806	725.886203064626	733.437878622109	649.170504355546	677.333949132153	700.975524271277	761.086251680817	784.559757412525	698.327935358788
chr2R	10487385	10493287	25.9858117467863	45.359149685194	37.3658311893272	41.9789698902453	42.8191299560594	41.8721440833985	48.5490761804361	34.2359082316549	38.0046970990452	41.4890628708935	37.9625689070576	51.8317625040625
chr2L	2541651	2549818	26.6521146120885	35.2041161735834	31.9308011981524	20.3124047856026	27.8664179079117	30.3910723185957	44.3877267935416	28.1942773672452	50.6729294653936	31.9669828677376	21.3123193864183	33.6206027053378
chr2R	10500430	10502150	20.6553888243686	30.4651005348318	17.6638474713183	33.1769278164842	30.5850928257567	17.559286228522	23.580979859069	24.8378157759065	23.2250926716387	24.4853485795437	24.6423692905462	30.1184565901985
chr2R	10519189	10521624	33.3151432651106	23.695078193758	45.5183761760895	37.2394087736047	35.3427739319855	26.3389293427829	52.7104255673306	37.5923698229936	49.2653480913548	30.6066857244296	37.9625689070576	32.2197442592821
chr2R	10522051	10523434	25.319508881484	40.6201340464424	38.0452099382241	51.4580921235265	45.5378048739045	22.9621435296056	40.9199356377962	37.5923698229936	36.5971157250065	35.3677257260076	25.9743892521973	39.2240364895608
chr2R	10523767	10526191	38.6455661875283	29.7880983007244	36.0070736915335	44.0102103688056	47.5768110622882	33.0925009691375	43.0006103312434	43.6340006874033	45.7463946562581	48.2905485874334	29.9704491371508	38.5236072665329
chr2R	10527841	10531689	39.9781719181327	44.0051452169792	62.502844898511	39.9477294116851	38.7411175792919	41.196786920763	54.0975420296288	39.6062467777969	58.4146270226065	40.1287657275855	36.6305489454065	54.633479396174
chr2R	10531911	10543815	1045.42919565917	1102.1596371268	1123.01307192651	611.403384046637	603.545831761599	657.797876406938	1131.19347500416	1160.66441828493	1071.87321633048	714.156000236692	729.280929004002	612.17514092636
chr2R	10547975	10548982	79.9563438362654	79.2092613905626	76.0904198764482	92.0829016947316	100.590971960267	78.3414308657133	86.6947788936359	73.1708626911841	75.305603511071	115.625257181179	98.5694771621848	84.7519359863724
chr2R	10549253	10553226	65.2976807996167	52.8061742603751	72.014147383067	46.0414508473658	46.2174736033657	50.6517871976595	67.2751484214615	69.8144010998453	76.0093941980903	59.1729257338973	43.9566587344878	44.1270410507559
chr2R	10553645	10555879	67.2965893955234	54.1601787285898	69.2966323874796	55.520573080647	47.5768110622882	49.976430035024	62.4202408034179	49.675631551813	42.9312319081807	59.1729257338973	48.6187286002668	44.8274702737838
chr2R	10556108	10561544	229.208185663961	204.454674700427	199.737352175676	234.26973519395	205.939625026762	274.195008029997	217.777284580813	212.799664890875	190.023485495226	239.412297222205	241.761623039683	222.736492922863
chr2R	10563439	10585616	1603.12469391712	1605.84929930269	1571.40304619843	855.152241473868	869.296304980952	846.222524782231	1608.36153803473	1758.11458154322	1687.69006747241	950.847703172281	1014.33320079735	944.879021864599
chr2R	10595902	10606763	684.959345530674	750.118475390969	734.408427557504	637.809510267921	678.989060731799	744.243593224277	941.852077900461	904.902045024918	865.662545033807	791.692937405247	755.255318256199	687.121067790342
chr2R	10608631	10615250	89.9508868157986	109.674361925394	101.227433585632	73.1246572281692	70.0058791345098	48.6257157097531	81.8398712755923	102.036432376697	119.64441679329	63.9339657354753	43.9566587344878	62.3382008494806
chr2R	10617242	10622411	108.60736704426	99.5193284137838	122.288174801435	92.7599818542517	82.2399162648125	120.888932111747	102.646618210065	124.189078879533	123.163370228387	148.27238862057	151.184265647405	130.980264706212
chr2R	10641911	10654058	117.269304293189	129.307426714508	134.516992281578	106.301585044653	101.270640689728	137.097504014998	137.324529767519	109.420647877642	142.869509464929	153.713577193802	116.551746644475	137.984556936491
chr2R	10654370	10658959	26.6521146120885	27.0800893642949	37.3658311893272	29.7915270188838	34.6631052025243	29.0403579933248	46.4684014869888	34.2359082316549	47.8577667173161	32.6471314393916	26.6403992330229	32.92017348231
chr2R	10670695	10682315	509.05538909089	454.268499086047	438.878671787371	589.059738782474	598.108481925909	648.342876130041	463.990456638739	493.399853926792	455.352574501523	627.096983064981	661.347910959794	535.127926393294
chr2R	10682603	10692769	145.254024635882	197.007650125245	170.524065973112	265.415422531874	253.51643608905	199.905720140096	149.115019697054	144.999140745833	170.317346258684	172.07758862846	203.799054132625	198.221470116888
chr2R	10692996	10694664	156.58117334602	117.798388734683	145.387052263928	114.426546958894	107.387659254879	112.109288997486	125.534039837985	162.452741020794	121.755788854348	95.9009486032129	99.2354871430103	96.6592327778463
chr2R	10697474	10702042	28.6510232079951	28.4340938325096	18.3432262202152	37.9164889331248	38.7411175792919	22.9621435296056	28.4358874771126	18.1248925932291	34.4857436639484	37.4081714409696	28.6384291754996	39.2240364895608
chr2R	10703649	10711914	49.3064120323637	56.1911854309119	47.5565124227801	75.1558977067295	79.5212413469675	39.1707154328567	62.4202408034179	55.045970097955	89.3814172514581	62.5736685921673	60.6069082551271	78.4480729791216
chr2R	10716306	10720306	17.9901773631597	15.5710513844696	23.0988774624932	20.3124047856026	24.4680742606054	17.559286228522	30.5165621705598	22.8239388211033	33.781952976929	17.0037142913498	23.310349328895	40.6248949356165
chr2R	10720511	10729718	32.6488403998084	53.4831764944824	44.1596186782958	35.8852484545645	45.5378048739045	39.8460725954921	65.8880319591633	40.9488314143324	68.2676966408774	38.0883200126236	41.9586287920111	61.6377716264527
chr2R	10730005	10738354	148.585538962393	153.002504908266	181.394125955461	313.4881138578	297.015234774571	289.052865607977	161.599067857737	135.601048290084	170.317346258684	255.735862941901	212.457183883358	273.867826203898
chr2R	10738657	10745976	67.9628922608256	73.1162412835962	82.2048286165199	53.4893326020868	64.5685292988198	56.7300016613786	95.7110358985741	73.1708626911841	95.7155334346323	65.9744114504372	51.9487785043947	70.743351525815
chr2R	10752092	10760255	43.3096862446438	44.0051452169792	42.1214824316052	42.6560500497654	48.9361485212108	45.9242870592113	59.6460078788215	40.9488314143324	71.7866500759742	42.1692114425475	54.612818427697	66.5407761876478
chr2R	10795113	10800235	37.3129604569238	39.2661295782276	38.0452099382241	33.1769278164842	24.4680742606054	25.6635721801475	41.6134938689452	44.9765853239388	39.4122784730839	35.3677257260076	25.3083792713718	47.6291871658953
chr2R	10805462	10807555	100.611732660634	89.3642949021732	152.860218501793	107.655745363694	91.7552784772702	128.317860900737	126.227598069134	111.434524832445	117.533044732232	116.305405752833	119.215786567778	134.482410821351
