chrom	start	end
chrX	5810506	5811506
chrX	5815320	5816320
chrX	5839073	5840073
chrX	5831715	5832715
chrX	5845606	5846606
chrX	5853964	5854964
chrX	5869608	5870608
chrX	5869766	5870766
chrX	5879287	5880287
chrX	5882891	5883891
chrX	5882891	5883891
chrX	5882891	5883891
chrX	5903673	5904673
chrX	5903964	5904964
chrX	5904288	5905288
chrX	5904899	5905899
chrX	5904727	5905727
chrX	5907501	5908501
chrX	5907501	5908501
chrX	5911289	5912289
chrX	5912579	5913579
chrX	5914797	5915797
chrX	5915817	5916817
chrX	5916297	5917297
chrX	5914149	5915149
chrX	5941352	5942352
chrX	5941164	5942164
chrX	5947853	5948853
chrX	5951211	5952211
chrX	5953546	5954546
chrX	5992140	5993140
chrX	5992140	5993140
chrX	6000297	6001297
chrX	6005213	6006213
chrX	6012681	6013681
chrX	6013519	6014519
chrX	6036762	6037762
chrX	6037300	6038300
chrX	6039076	6040076
chrX	6063163	6064163
chrX	6068761	6069761
chrX	6068761	6069761
chrX	6068764	6069764
chrX	6074357	6075357
chrX	6077030	6078030
chrX	6077286	6078286
chrX	6080872	6081872
chrX	6089701	6090701
chrX	6089701	6090701
chrX	6090971	6091971
chrX	6090148	6091148
chrX	6195939	6196939
chrX	6198154	6199154
chrX	6198154	6199154
chrX	6202059	6203059
chrX	6218827	6219827
chrX	6222219	6223219
chrX	6222219	6223219
chrX	6223657	6224657
chrX	6224020	6225020
chrX	6224616	6225616
chrX	6224640	6225640
chrX	6235718	6236718
chrX	6240058	6241058
chrX	6254987	6255987
chrX	6266728	6267728
chrX	6261619	6262619
chrX	6274388	6275388
chrX	6274484	6275484
chrX	6279147	6280147
chrX	6278774	6279774
chrX	6279512	6280512
chrX	6287490	6288490
chrX	6287490	6288490
chrX	6289062	6290062
chrX	6293843	6294843
chrX	6294615	6295615
chrX	6294845	6295845
chrX	6360823	6361823
chrX	6360823	6361823
chrX	6365208	6366208
chrX	6372415	6373415
chrX	6523823	6524823
chrX	6523823	6524823
chrX	6523823	6524823
chrX	6525842	6526842
chrX	6527388	6528388
chrX	6530226	6531226
chrX	6532667	6533667
chrX	6532049	6533049
chrX	6532667	6533667
chrX	6532756	6533756
chrX	6532848	6533848
chrX	6531201	6532201
chrX	6538075	6539075
chrX	6590146	6591146
chrX	6596130	6597130
chrX	6596454	6597454
chrX	6592569	6593569
chrX	6599199	6600199
chrX	6599199	6600199
chrX	6635669	6636669
chrX	6637048	6638048
chrX	6653748	6654748
chrX	6660962	6661962
chrX	6673473	6674473
chrX	6676676	6677676
chrX	6677661	6678661
chrX	6677760	6678760
chrX	6678618	6679618
chrX	6730033	6731033
chrX	6726729	6727729
chrX	6730033	6731033
chrX	6735417	6736417
chrX	6743671	6744671
chrX	6743738	6744738
chrX	6743315	6744315
chrX	6745923	6746923
chrX	6770212	6771212
chrX	6769997	6770997
chrX	6772539	6773539
chrX	6779159	6780159
chrX	6790535	6791535
chrX	6794888	6795888
chrX	6795078	6796078
chrX	6800210	6801210
chrX	6822340	6823340
chrX	6823703	6824703
chrX	6832184	6833184
chrX	6866694	6867694
chrX	6875690	6876690
chrX	6875690	6876690
chrX	6881080	6882080
chrX	6874416	6875416
chrX	6875690	6876690
chrX	6879595	6880595
chrX	6881080	6882080
chrX	6881080	6882080
chrX	6881080	6882080
chrX	6968250	6969250
chrX	6971765	6972765
chrX	6972893	6973893
chrX	6990818	6991818
chrX	6977310	6978310
chrX	6980494	6981494
chrX	6981183	6982183
chrX	6985168	6986168
chrX	6983998	6984998
chrX	6986688	6987688
chrX	6993112	6994112
chrX	6997299	6998299
chrX	7000003	7001003
chrX	7010645	7011645
chrX	7010645	7011645
chrX	7011637	7012637
chrX	7011637	7012637
chrX	7011637	7012637
chrX	7011637	7012637
chrX	7013162	7014162
chrX	7013381	7014381
chrX	7014275	7015275
chrX	7014509	7015509
chrX	7065552	7066552
chrX	7065552	7066552
chrX	7041269	7042269
chrX	7072189	7073189
chrX	7072189	7073189
chrX	7096566	7097566
chrX	7097268	7098268
chrX	7097553	7098553
chrX	7097553	7098553
chrX	7097553	7098553
chrX	7097553	7098553
chrX	7097553	7098553
chrX	7097553	7098553
chrX	7097553	7098553
chrX	7097553	7098553
chrX	7101800	7102800
chrX	7103991	7104991
chrX	7105845	7106845
chrX	7267383	7268383
chrX	7284377	7285377
chrX	7323270	7324270
chrX	7407354	7408354
chrX	7411406	7412406
chrX	7411406	7412406
chrX	7425243	7426243
chrX	7425243	7426243
chrX	7492776	7493776
chrX	7528296	7529296
chrX	7557344	7558344
chrX	7562985	7563985
chrX	7694418	7695418
chrX	7704463	7705463
chrX	7696204	7697204
chrX	7725417	7726417
chrX	7727861	7728861
chrX	7735979	7736979
chrX	7736256	7737256
chrX	7768661	7769661
chrX	7853744	7854744
chrX	7872722	7873722
chrX	7872722	7873722
chrX	7872722	7873722
chrX	7872722	7873722
chrX	7872722	7873722
chrX	7872722	7873722
chrX	7876347	7877347
chrX	7878336	7879336
chrX	7893061	7894061
chrX	7893298	7894298
chrX	7893061	7894061
chrX	7893298	7894298
chrX	7900831	7901831
chrX	7900831	7901831
chrX	7900703	7901703
chrX	7907786	7908786
chrX	7907314	7908314
chrX	7911385	7912385
chrX	7917944	7918944
chrX	7919631	7920631
chrX	7953383	7954383
chrX	7953383	7954383
chrX	7953383	7954383
chrX	7958869	7959869
chrX	7967736	7968736
chrX	8057858	8058858
chrX	8060474	8061474
chrX	8060936	8061936
chrX	8060474	8061474
chrX	8069737	8070737
chrX	8074966	8075966
chrX	8077740	8078740
chrX	8086713	8087713
chrX	8085265	8086265
chrX	8093564	8094564
chrX	8091613	8092613
chrX	8100954	8101954
chrX	8101595	8102595
chrX	8101595	8102595
chrX	8115647	8116647
chrX	8105542	8106542
chrX	8115647	8116647
chrX	8118630	8119630
chrX	8120647	8121647
chrX	8131283	8132283
chrX	8134467	8135467
chrX	8136546	8137546
chrX	8145102	8146102
chrX	8148205	8149205
chrX	8150186	8151186
chrX	8151775	8152775
chrX	8154033	8155033
chrX	8239974	8240974
chrX	8239974	8240974
chrX	8239974	8240974
chrX	8242860	8243860
chrX	8243516	8244516
chrX	8270909	8271909
chrX	8270909	8271909
chrX	8273306	8274306
chrX	8274920	8275920
chrX	8404016	8405016
chrX	8441848	8442848
chrX	8462849	8463849
chrX	8463938	8464938
chrX	8468512	8469512
chrX	8477820	8478820
chrX	8489035	8490035
chrX	8516529	8517529
chrX	8515600	8516600
chrX	8515600	8516600
chrX	8516529	8517529
chrX	8515600	8516600
chrX	8516529	8517529
chrX	8516529	8517529
chrX	8516529	8517529
chrX	8529198	8530198
chrX	8572560	8573560
chrX	8573093	8574093
chrX	8588028	8589028
chrX	8605804	8606804
chrX	8649988	8650988
chrX	8650181	8651181
chrX	8680412	8681412
chrX	8689546	8690546
chrX	8689727	8690727
chrX	8711978	8712978
chrX	8713673	8714673
chrX	8714163	8715163
chrX	8714424	8715424
chrX	8716565	8717565
chrX	8719777	8720777
chrX	8719777	8720777
chrX	8721003	8722003
chrX	8836224	8837224
chrX	8872274	8873274
chrX	8872274	8873274
chrX	8871626	8872626
chrX	8872274	8873274
chrX	8891307	8892307
chrX	8897500	8898500
chrX	8897832	8898832
chrX	8876661	8877661
chrX	8881132	8882132
chrX	8891307	8892307
chrX	8893695	8894695
chrX	8897500	8898500
chrX	8897832	8898832
chrX	8923187	8924187
chrX	8923187	8924187
chrX	8923949	8924949
chrX	9028976	9029976
chrX	8973755	8974755
chrX	8983690	8984690
chrX	9060645	9061645
chrX	9067483	9068483
chrX	9070908	9071908
chrX	9069690	9070690
chrX	9069587	9070587
chrX	9077999	9078999
chrX	9077999	9078999
chrX	9077999	9078999
chrX	9077999	9078999
chrX	9077999	9078999
chrX	9080557	9081557
chrX	9081858	9082858
chrX	9081858	9082858
chrX	9082246	9083246
chrX	9085367	9086367
chrX	9085367	9086367
chrX	9086364	9087364
chrX	9087573	9088573
chrX	9088814	9089814
chrX	9120418	9121418
chrX	9141465	9142465
chrX	9147394	9148394
chrX	9148571	9149571
chrX	9148571	9149571
chrX	9156169	9157169
chrX	9154512	9155512
chrX	9155113	9156113
chrX	9156169	9157169
chrX	9158015	9159015
chrX	9158875	9159875
chrX	9159457	9160457
chrX	9159552	9160552
chrX	9161590	9162590
chrX	9193120	9194120
chrX	9210387	9211387
chrX	9215199	9216199
chrX	9226188	9227188
chrX	9228327	9229327
chrX	9231878	9232878
chrX	9236018	9237018
chrX	9249537	9250537
chrX	9249537	9250537
chrX	9254531	9255531
chrX	9255302	9256302
chrX	9255302	9256302
chrX	9255453	9256453
chrX	9255302	9256302
chrX	9267198	9268198
chrX	9267198	9268198
chrX	9272460	9273460
chrX	9274852	9275852
chrX	9275153	9276153
chrX	9274362	9275362
chrX	9329987	9330987
chrX	9445712	9446712
chrX	9550338	9551338
chrX	9550338	9551338
chrX	9553161	9554161
chrX	9553250	9554250
chrX	9554709	9555709
chrX	9556044	9557044
chrX	9557966	9558966
chrX	9579487	9580487
chrX	9575747	9576747
chrX	9581417	9582417
chrX	9584075	9585075
chrX	9605469	9606469
chrX	9608341	9609341
chrX	9608384	9609384
chrX	9649725	9650725
chrX	9658645	9659645
chrX	9638528	9639528
chrX	9645425	9646425
chrX	9650276	9651276
chrX	9658645	9659645
chrX	9686566	9687566
chrX	9686158	9687158
chrX	9685167	9686167
chrX	9691917	9692917
chrX	9727988	9728988
chrX	9898866	9899866
chrX	9899085	9900085
chrX	9976905	9977905
chrX	10009549	10010549
chrX	10013779	10014779
chrX	10050303	10051303
chrX	10050303	10051303
chrX	10047656	10048656
chrX	10052134	10053134
chrX	10052136	10053136
chrX	10070368	10071368
chrX	10070368	10071368
chrX	10070368	10071368
chrX	10070368	10071368
chrX	10081992	10082992
chrX	10081992	10082992
chrX	10081992	10082992
chrX	10084342	10085342
chrX	10365773	10366773
chrX	10365773	10366773
chrX	10366972	10367972
chrX	10374816	10375816
chrX	10374816	10375816
chrX	10376128	10377128
chrX	10380852	10381852
chrX	10384649	10385649
chrX	10385361	10386361
chrX	10384649	10385649
chrX	10409317	10410317
chrX	10432312	10433312
chrX	10477993	10478993
chrX	10554959	10555959
chrX	10556862	10557862
chrX	10584922	10585922
chrX	10584922	10585922
chrX	10566091	10567091
chrX	10595355	10596355
chrX	10598669	10599669
chrX	10601146	10602146
chrX	10626612	10627612
chrX	10672966	10673966
chrX	10744443	10745443
chrX	10744443	10745443
chrX	10744750	10745750
chrX	10766156	10767156
chrX	10766806	10767806
chrX	10767838	10768838
chrX	10771199	10772199
chrX	10771654	10772654
chrX	10778278	10779278
chrX	10778278	10779278
chrX	10780161	10781161
chrX	10786407	10787407
chrX	10783958	10784958
chrX	10783958	10784958
chrX	10786407	10787407
chrX	10786407	10787407
chrX	10786458	10787458
chrX	10806356	10807356
chrX	10806356	10807356
chrX	10806356	10807356
chrX	10846592	10847592
chrX	10839395	10840395
chrX	10842495	10843495
chrX	10844581	10845581
chrX	10870172	10871172
chrX	10870205	10871205
chrX	10877298	10878298
chrX	10877298	10878298
chrX	10877393	10878393
chrX	10877298	10878298
chrX	10920797	10921797
chrX	10922936	10923936
chrX	10925131	10926131
chrX	10929212	10930212
chrX	10929212	10930212
chrX	10963546	10964546
chrX	10963546	10964546
chrX	10963546	10964546
chrX	10966634	10967634
chrX	11059119	11060119
chrX	11062670	11063670
chrX	11065877	11066877
chrX	11089607	11090607
chrX	11089719	11090719
chrX	11091598	11092598
chrX	11091598	11092598
chrX	11106590	11107590
chrX	11107648	11108648
chrX	11107648	11108648
chrX	11111808	11112808
chrX	11111808	11112808
chrX	11136278	11137278
chrX	11136618	11137618
chrX	11136530	11137530
chrX	11136530	11137530
chrX	11131912	11132912
chrX	11139189	11140189
chrX	11139189	11140189
chrX	11139763	11140763
chrX	11146096	11147096
chrX	11170178	11171178
chrX	11170178	11171178
chrX	11202306	11203306
chrX	11202306	11203306
chrX	11324808	11325808
chrX	11338324	11339324
chrX	11339088	11340088
chrX	11339584	11340584
chrX	11344234	11345234
chrX	11347501	11348501
chrX	11347501	11348501
chrX	11348365	11349365
chrX	11349347	11350347
chrX	11349974	11350974
chrX	11358224	11359224
chrX	11367598	11368598
chrX	11416922	11417922
chrX	11416922	11417922
chrX	11429697	11430697
chrX	11429492	11430492
chrX	11429697	11430697
chrX	11429697	11430697
chrX	11453838	11454838
chrX	11453838	11454838
chrX	11453886	11454886
chrX	11453838	11454838
chrX	11445512	11446512
chrX	11445510	11446510
chrX	11456119	11457119
chrX	11458727	11459727
chrX	11482606	11483606
chrX	11482733	11483733
chrX	11484560	11485560
chrX	11492498	11493498
chrX	11562279	11563279
chrX	11562279	11563279
chrX	11569826	11570826
chrX	11570858	11571858
chrX	11570910	11571910
chrX	11571218	11572218
chrX	11571942	11572942
chrX	11571942	11572942
chrX	11583675	11584675
chrX	11605500	11606500
chrX	11611152	11612152
chrX	11611152	11612152
chrX	11614628	11615628
chrX	11614628	11615628
chrX	11615340	11616340
chrX	11615340	11616340
chrX	11620780	11621780
chrX	11678051	11679051
chrX	11678051	11679051
chrX	11678089	11679089
chrX	11694240	11695240
chrX	11694240	11695240
chrX	11694240	11695240
chrX	11694240	11695240
chrX	11703894	11704894
chrX	11704525	11705525
chrX	11704800	11705800
chrX	11713711	11714711
chrX	11714530	11715530
chrX	11713347	11714347
chrX	11713711	11714711
chrX	11713817	11714817
chrX	11714405	11715405
chrX	11714530	11715530
chrX	11715065	11716065
chrX	11716220	11717220
chrX	11719394	11720394
chrX	11719394	11720394
chrX	11719394	11720394
chrX	11732270	11733270
chrX	11731265	11732265
chrX	11764090	11765090
chrX	11778284	11779284
chrX	11791753	11792753
chrX	11791753	11792753
chrX	11791410	11792410
chrX	11791753	11792753
chrX	11791277	11792277
chrX	11806617	11807617
chrX	11816051	11817051
chrX	11815243	11816243
chrX	11816051	11817051
chrX	11836960	11837960
chrX	11837526	11838526
chrX	11837526	11838526
chrX	11845599	11846599
chrX	11852030	11853030
chrX	11852030	11853030
chrX	11854431	11855431
chrX	11854271	11855271
chrX	11868393	11869393
chrX	11872279	11873279
chrX	11874846	11875846
chrX	11874846	11875846
chrX	11876668	11877668
chrX	11886662	11887662
chrX	11886662	11887662
chrX	11886662	11887662
chrX	11887740	11888740
chrX	11888686	11889686
chrX	11916760	11917760
chrX	11916760	11917760
chrX	11919974	11920974
chrX	11920074	11921074
chrX	11924162	11925162
chrX	11922260	11923260
chrX	11924162	11925162
chrX	11983415	11984415
chrX	11983415	11984415
chrX	11984587	11985587
chrX	11980676	11981676
chrX	11983415	11984415
chrX	11987264	11988264
chrX	11987264	11988264
chrX	11987264	11988264
chrX	11987264	11988264
chrX	11988448	11989448
chrX	11998000	11999000
chrX	12001807	12002807
chrX	12003414	12004414
chrX	12009404	12010404
chrX	12011711	12012711
chrX	12011711	12012711
chrX	12016558	12017558
chrX	12016558	12017558
chrX	12016558	12017558
chrX	12016875	12017875
chrX	12017461	12018461
chrX	12017461	12018461
chrX	12020219	12021219
chrX	12022246	12023246
chrX	12028532	12029532
chrX	12028532	12029532
chrX	12030965	12031965
chrX	12034783	12035783
chrX	12056135	12057135
chrX	12103340	12104340
chrX	12178126	12179126
chrX	12462612	12463612
chrX	12496097	12497097
chrX	12497308	12498308
chrX	12591693	12592693
chrX	12588848	12589848
chrX	12591693	12592693
chrX	12591693	12592693
chrX	12627945	12628945
chrX	12627923	12628923
chrX	12629098	12630098
chrX	12629140	12630140
chrX	12630611	12631611
chrX	12664768	12665768
chrX	12708341	12709341
chrX	12717960	12718960
chrX	12747867	12748867
chrX	12747867	12748867
chrX	12747253	12748253
chrX	12747253	12748253
chrX	12754071	12755071
chrX	12760117	12761117
chrX	12760117	12761117
chrX	12763111	12764111
chrX	12763111	12764111
chrX	12770478	12771478
chrX	12784458	12785458
chrX	12784458	12785458
chrX	12784458	12785458
chrX	12784458	12785458
chrX	12857222	12858222
chrX	12898169	12899169
chrX	12960236	12961236
chrX	12972713	12973713
chrX	12984571	12985571
chrX	13078570	13079570
chrX	13078570	13079570
chrX	13078570	13079570
chrX	13107694	13108694
chrX	13122566	13123566
chrX	13122566	13123566
chrX	13128294	13129294
chrX	13128130	13129130
chrX	13129790	13130790
chrX	13134065	13135065
chrX	13129790	13130790
chrX	13134065	13135065
chrX	13134339	13135339
chrX	13134065	13135065
chrX	13154424	13155424
chrX	13159008	13160008
chrX	13161199	13162199
chrX	13161199	13162199
chrX	13162354	13163354
chrX	13191383	13192383
chrX	13211174	13212174
chrX	13201762	13202762
chrX	13236066	13237066
chrX	13257818	13258818
chrX	13257995	13258995
chrX	13285132	13286132
chrX	13285132	13286132
chrX	13285132	13286132
chrX	13285132	13286132
chrX	13285132	13286132
chrX	13285132	13286132
chrX	13287241	13288241
chrX	13287241	13288241
chrX	13287241	13288241
chrX	13301915	13302915
chrX	13296151	13297151
chrX	13299410	13300410
chrX	13299410	13300410
chrX	13299410	13300410
chrX	13328803	13329803
chrX	13328803	13329803
chrX	13328569	13329569
chrX	13328803	13329803
chrX	13328803	13329803
chrX	13331494	13332494
chrX	13331494	13332494
chrX	13331494	13332494
chrX	13331494	13332494
chrX	13333357	13334357
chrX	13337138	13338138
chrX	13337138	13338138
chrX	13337205	13338205
chrX	13340509	13341509
chrX	13384377	13385377
chrX	13384377	13385377
chrX	13384377	13385377
chrX	13385393	13386393
chrX	13385393	13386393
chrX	13386917	13387917
chrX	13386917	13387917
chrX	13388344	13389344
chrX	13388832	13389832
chrX	13390060	13391060
chrX	13395861	13396861
chrX	13402363	13403363
chrX	13408823	13409823
chrX	13411088	13412088
chrX	13412368	13413368
chrX	13412574	13413574
chrX	13420524	13421524
chrX	13457163	13458163
chrX	13528780	13529780
chrX	13528649	13529649
chrX	13529749	13530749
chrX	13535702	13536702
chrX	13544407	13545407
chrX	13667311	13668311
chrX	13668794	13669794
chrX	13669073	13670073
chrX	13679898	13680898
chrX	13679701	13680701
chrX	13680000	13681000
chrX	13735189	13736189
chrX	13735757	13736757
chrX	13735778	13736778
chrX	13744183	13745183
chrX	13738677	13739677
chrX	13738677	13739677
chrX	13741452	13742452
chrX	13756326	13757326
chrX	13781670	13782670
chrX	13781670	13782670
chrX	13782881	13783881
chrX	13810993	13811993
chrX	13810993	13811993
chrX	13810993	13811993
chrX	13810993	13811993
chrX	13810993	13811993
chrX	13790611	13791611
chrX	13797138	13798138
chrX	13812370	13813370
chrX	13821807	13822807
chrX	13821807	13822807
chrX	13990920	13991920
chrX	14116389	14117389
chrX	14171045	14172045
chrX	14175170	14176170
chrX	14187341	14188341
chrX	14190255	14191255
chrX	14191462	14192462
chrX	14191518	14192518
chrX	14224232	14225232
chrX	14224232	14225232
chrX	14225379	14226379
chrX	14227449	14228449
chrX	14237423	14238423
chrX	14239652	14240652
chrX	14239652	14240652
chrX	14242322	14243322
chrX	14246014	14247014
chrX	14258095	14259095
chrX	14258095	14259095
chrX	14258095	14259095
chrX	14258095	14259095
chrX	14265750	14266750
chrX	14288893	14289893
chrX	14380916	14381916
chrX	14479586	14480586
chrX	14496740	14497740
chrX	14581674	14582674
chrX	14581674	14582674
chrX	14581674	14582674
chrX	14582482	14583482
chrX	14584116	14585116
chrX	14591091	14592091
chrX	14602080	14603080
chrX	14602080	14603080
chrX	14653334	14654334
chrX	14653334	14654334
chrX	14653428	14654428
chrX	14748876	14749876
chrX	14748510	14749510
chrX	14748510	14749510
chrX	14748876	14749876
chrX	14765287	14766287
chrX	14783552	14784552
chrX	14785737	14786737
chrX	14786051	14787051
chrX	14785737	14786737
chrX	14831533	14832533
chrX	14831533	14832533
chrX	14831533	14832533
chrX	14831533	14832533
chrX	14831533	14832533
chrX	14835387	14836387
chrX	14836830	14837830
chrX	14837698	14838698
chrX	14838606	14839606
chrX	14844257	14845257
chrX	14852769	14853769
chrX	14855861	14856861
chrX	14870681	14871681
chrX	14882086	14883086
chrX	14882086	14883086
chrX	14896391	14897391
chrX	14905049	14906049
chrX	14905049	14906049
chrX	14908570	14909570
chrX	14913312	14914312
chrX	14922993	14923993
chrX	14928444	14929444
chrX	14928444	14929444
chrX	14932152	14933152
chrX	14953197	14954197
chrX	15062929	15063929
chrX	15062929	15063929
chrX	15041560	15042560
chrX	15041560	15042560
chrX	15064426	15065426
chrX	15065932	15066932
chrX	15065932	15066932
chrX	15068591	15069591
