chrom	start	end	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	class
chr2R	13547743	13548743	15.9407863550057	20.6230673456374	11.5682204342669	18.3635007059968	11.6556276485153	9.78225498944914	20.0478768358687	20.1989270130475	19.1644359174535	12.9064081728216	16.5518918360953	11.5361801848801	start
chr2R	13553576	13554576	43.6379026468281	45.69424725602	40.5902471377787	38.1242242917976	28.1342736343473	39.3286578147241	49.2843638881771	45.1358739427358	54.8315805416029	36.7025982414616	39.4235969186998	33.0062933067403	start
chr2R	13557038	13558038	16.9370855021936	17.5902633242201	18.2656112120004	14.1718320665845	12.8613822328445	17.5681314096229	17.9595563321323	18.9520796665631	21.0276449649837	26.0144789733436	19.8622702033144	20.8292142227002	start
chr2R	13557199	13558199	35.0697299810125	35.3827135832013	38.3577835452009	18.1638974374533	16.478645985832	23.7569049743765	33.8307921605284	40.397854026095	40.1920808824371	34.4843093367578	23.7745355463915	24.6746076176602	start
chr2R	13557404	13558404	36.0660291282004	35.5849005179625	36.1253199526231	19.1619137801705	14.2680959145618	24.9547321159417	29.2364870523085	38.9016372103137	40.7244263245886	30.6527194104514	22.5707615946755	23.7132592689202	start
chr2R	13558044	13559044	38.0586274225761	34.3717789093956	40.7931983734676	20.5591366599746	19.2920733492667	22.9583535466663	29.8629832034294	35.9092035787511	38.5950445559826	27.6277799949463	29.1915183291136	23.7132592689202	start
chr2R	13577535	13578535	34.4719504926998	53.5795377117049	54.7968336360013	32.5353327725812	23.713173491807	25.1543699728692	41.9752421251	16.957123912188	39.3935627192099	25.611153717943	19.5613267153854	37.8130350504403	start
chr2R	13593143	13594143	60.5749881490216	67.7326231449854	70.627030019735	56.2881217292509	55.0627926843654	62.6862870752455	68.2880804721776	52.1182190830485	59.0903440788148	75.2201601322262	70.4207761753874	63.1285415672606	start
chr2R	13753463	13754463	58.9809095135211	41.650508560797	39.7784421950231	59.481774025946	57.0723836582473	65.880492786086	71.2117291774085	76.3070576048462	50.8389897254668	54.4489094790913	51.4613364358601	33.0062933067403	start
chr2R	13805293	13806293	31.2837932216987	23.0493105627712	26.1807094038673	23.1539791510394	22.5074189074778	36.9330035315937	32.7866319086602	34.4129867629698	36.9980082295282	24.6028405794413	25.8811399618945	24.6746076176602	start
chr2R	13805684	13806684	34.0734308338247	26.0821145841884	26.3836606395562	25.1500118364738	24.9189280761362	36.1344521038836	30.071815253803	35.1610951708605	38.3288718349069	21.7795637916365	26.4830269377525	24.3541581680802	start
chr2R	13824357	13825357	57.5860907074581	51.7598552988545	73.0624448480017	45.1103386908181	49.2349788601078	62.0873735044629	70.3764009759139	50.3726327979703	52.1698533308455	64.3303782364079	64.7028499047363	55.7582042269205	start
chr2R	13839552	13840552	77.9105933100903	68.9457447535523	87.4719825819132	61.278203442837	58.2781382425765	72.2689042077671	93.1390944666398	78.800752297815	76.3915709487381	74.6151722491251	66.8094543202394	63.1285415672606	start
chr2R	13845892	13846892	26.7008171446345	22.2405628237266	22.933489632845	11.1777830384328	13.4642595250091	13.9746499849273	13.5740832742861	14.4634292192192	18.3659177542262	16.9396607268284	15.0471743964503	16.3429219285802	start
chr2R	13852344	13853344	7.57187351862771	8.08747739044602	8.11804942755574	9.98016342717215	11.4546685511271	8.78406570481147	7.72678586382438	6.23423673242207	8.25135435334801	7.46151722491251	10.8339655654442	9.61348348740009	start
chr2R	13852446	13853446	6.97409403031499	7.68310352092372	5.07378089222234	8.58294054736805	11.2537094537389	6.98732499246367	7.72678586382438	6.48360620171895	9.04987251657524	6.25154145871048	10.8339655654442	8.65213513866008	start
chr2R	13854077	13855077	67.1505625204615	69.3501186230746	62.5089805921792	79.0428943432035	67.3212976250453	60.2906327921151	54.5051651475179	68.077865118049	53.2345442151485	58.0788367776974	69.2170022236714	57.6809009244005	start
chr2R	13854158	13855158	58.1838701957708	61.2626412326286	57.8411021713347	69.8611439902051	67.5222567224335	55.4993242258543	51.9991805430343	66.3322788329708	50.3066442833153	51.2223074358859	68.3141717598844	55.1173053277605	start
chr2R	13855649	13856649	7.37261368919013	6.26779497759567	4.87082965653345	18.9623105116271	21.1007052257605	21.9601642620287	8.14444996457164	3.98991150875012	8.51752707442376	11.2931071512189	11.1349090533732	20.8292142227002	start
chr2R	13858451	13859451	53.6008941187067	50.5467336902876	42.010905787601	37.9246210232542	38.7851057959216	38.1308306731589	45.5253869814517	50.8713717365641	35.9333173452252	41.74416393397	45.1415231893509	54.4764064286005	start
chr2R	13859848	13860848	7.77113334806528	9.70497286853522	6.90034201342238	11.7765928440631	10.6508321615743	7.7858764201738	8.14444996457164	6.98234514031272	8.7836997954995	7.66317985261285	11.7367960292312	14.4202252311001	start
chr2R	13861496	13862496	42.0438240113275	42.2570693650805	44.4463206158677	34.9305719951025	41.19661496458	43.3214149532748	44.0635626288363	30.1737057849228	28.4804811551044	37.3075861245626	33.7056706480487	39.7357317479204	start
chr2R	13942033	13943033	51.4090359948934	53.3773507769437	59.4647120568458	37.1262079490804	33.1582510690522	44.1199663809849	53.0433407949025	51.3701106751579	49.5081261200881	36.9042608691619	33.4047271601197	27.2382032143002	start
chr2R	13958044	13959044	49.8149573593928	51.3554814293322	49.1141990367123	42.9147027368403	50.0388152496605	50.907653516521	39.2604254702428	38.40289827172	33.5377628555435	49.4073437865829	48.752845044499	42.2993273445604	start
chr2R	13960174	13961174	36.4645487870755	43.4701909736474	59.4647120568458	45.509545227905	41.3975740619682	55.8985999397094	57.4288138527488	42.642179249767	37.2641809506039	56.4655357560947	53.5679408513631	63.7694404664206	start
chr2R	13960680	13961680	15.7415265255681	20.2186934761151	23.3393921042228	23.9523922252132	20.8997461283723	28.5482135406373	21.5097011884841	18.2039712586724	14.1071542170143	31.0560446658521	28.2886878653266	30.4426977101003	start
chr2R	13964152	13965152	181.525704617627	168.6239035908	166.217062029204	166.668729233775	164.384541663543	147.33273841252	197.137455552709	189.022057727037	198.032504480352	151.448633402954	205.544402255511	162.788320386641	start
chr2R	13964672	13965672	82.8920890460296	78.2463437525652	75.7008109119573	89.0230577703756	86.8143300717002	78.6573156294482	102.118872632706	84.2868806223464	92.3619342132826	85.5049541449434	124.28966051468	99.9802282689609	start
chr2R	13967807	13968807	26.3022974857594	22.4427497584877	24.760050754045	26.148028179191	22.5074189074778	21.1616128343185	28.1923268004403	27.4306416226571	22.0923358492866	33.0726709428555	24.9783094981075	30.7631471596803	start
chr2R	13982894	13983894	42.2430838407651	49.5357990164819	48.3023940939567	70.0607472587485	69.1299295015391	53.502945656579	40.7222498228582	40.8965929646888	44.7170171407247	57.8771741499971	83.3613461563347	69.5375305588606	start
chr2R	13983129	13984129	39.6527060580767	46.3008080603035	46.2728817370677	63.4738393968149	64.909788456387	51.7062049442312	43.8547305784627	39.4003761489075	42.321462651043	50.0123316696839	78.5462503494706	63.7694404664206	start
chr2R	14031162	14032162	165.584918262622	166.804221177949	139.224547682581	3.99206537086886	4.22014104515209	5.3902221370434	124.046237921937	177.800431608677	159.969805366521	5.64655357560947	3.31037836721907	7.69078678992007	start
chr2R	14214595	14215595	49.2171778710801	40.235200017469	34.5017100671119	38.9226373659714	39.187023990698	45.5174313794776	39.0515934198692	41.8940708418763	38.0626991138312	42.1474891893707	34.3075576239067	41.0175295462404	start
chr2R	14214858	14215858	23.1141402147583	31.5411618227395	29.8338316462674	18.9623105116271	18.2872778623257	23.3576292605214	29.6541511530557	27.1812721533602	26.6172721075742	28.2327678780473	19.5613267153854	16.9838208277402	start
chr2R	14215301	14216301	15.5422666961306	20.0165065413539	17.250855033556	17.7646909003664	15.2728914015028	21.3612506912461	22.5538614403522	19.20144913586	22.6246812914381	25.8128163456433	24.9783094981075	16.9838208277402	start
chr2R	14235286	14236286	13.7489282311924	14.5574593028028	19.6862698618227	11.9761961126066	11.8565867459035	15.3721149834201	17.5418922313851	21.9445132981257	23.4231994546653	15.528022332926	11.1349090533732	11.2157307353001	start
chr2R	14239431	14240431	52.6045949715188	56.6123417331221	53.7820774575568	59.8809805630329	55.4647108791418	69.0746984969266	50.7461882407925	56.1081305917986	53.2345442151485	83.8916531233407	61.6934150254463	61.8467437689406	start
chr2R	14288693	14289693	11.3578102779416	11.5246552813856	12.3800253770225	10.7785765013459	12.0575458432917	13.1760985572172	15.871235828396	15.2115376271099	17.3012268699233	13.713058683623	11.4358525413022	12.1770790840401	start
chr2R	14289038	14290038	7.97039317750285	9.09841206425177	9.74165931306689	8.7825438159115	9.84699577202155	10.7804442740868	13.9917473750333	10.722887179766	16.502708706696	10.6881192681179	10.5330220775152	13.7793263319401	start
chr2R	14307641	14308641	125.53369254567	118.885917639556	104.51988637978	140.520701054584	142.48000004823	105.808064171593	103.371864934948	166.080066551724	133.352533258947	113.53605939529	152.277404892077	130.743375428641	start
chr2R	14331883	14332883	119.75515749198	95.432233207263	115.073350635603	74.2524158981608	66.1155430407161	84.0475377664916	107.339673892047	107.97698020555	88.6355161182222	81.2700389632363	84.2641766201217	68.2557327605406	start
chr2R	14351730	14352730	27.2985966329473	22.4427497584877	25.1659532254228	26.7468379848214	20.0959097388195	22.7587156897388	29.6541511530557	26.6825332147665	29.5451720394074	21.5779011639362	22.2698181067465	24.0337087185002	start
chr2R	14361423	14362423	25.5052581680091	35.7870874527236	32.8781001816008	52.0964530898386	47.426346983614	48.9112749472457	54.0875010467707	49.6245243900797	50.0404715622396	43.9624528386737	46.345297141067	42.2993273445604	start
chr2R	14419823	14420823	51.6082958243309	43.0658171041251	38.154832309512	35.7289850692763	46.0196333018966	31.7424192514778	30.4894793545503	32.9167699471885	35.134799181998	29.0394183888487	40.0254838945578	38.1334845000203	start
chr2R	14432929	14433929	79.1061522867158	81.885708578266	70.8299812554239	111.179020578698	104.900648836638	92.0330520435929	93.1390944666398	100.994635065238	75.5930527855108	102.242952244071	126.396264930183	95.8143854244209	start
chr2R	14457982	14458982	178.536807176064	182.574802089319	138.615693975514	30.7389033556902	29.3400282186765	26.1525592575069	160.174182636576	231.414867507507	199.895713527883	32.6693456874548	42.4330317979899	29.8017988109403	start
chr2R	14480686	14481686	92.8550805179082	82.8966432520717	102.287422787202	92.4163133356141	90.4315938246877	88.0402949050423	92.5125983155189	90.5211173547685	102.210324893085	99.0163502008661	100.214181480359	102.223374416021	start
chr2R	14503457	14504457	75.3202155274019	80.6725869696991	80.165738097113	80.2405139544641	62.2973201903404	93.8297927559407	85.4123086028154	75.5589491969555	77.9886072751925	109.704469468984	91.1858768424889	83.9577557899608	start
chr2R	14503726	14504726	77.7113334806528	78.2463437525652	72.0476886695572	78.4440845375731	59.4838928269057	94.2290684697958	83.1151560487055	72.5665155653929	71.0681165272232	120.795913992503	84.8660635959798	78.8305645966807	start
chr2R	14504584	14505584	18.5311641376941	13.3443376942359	22.5275871614672	13.7726255294976	13.4642595250091	26.3521971144344	22.3450293899786	16.4583849735943	15.4380178223931	25.2078284625423	18.3575527636694	18.9065175252202	start
chr2R	14513529	14514529	7.17335385975256	11.3224683466244	17.250855033556	12.3754026496935	10.6508321615743	10.9800821310143	15.871235828396	7.97982301750025	8.7836997954995	12.7047455451213	11.7367960292312	10.2543823865601	start
chr2R	14600777	14601777	58.7816496840835	67.3282492754631	57.4351996999569	76.8472583892256	67.5222567224335	65.0819413583759	53.4610048956498	53.8638053681267	55.0977532626787	68.3636307904146	56.8783192185822	48.0674174370004	start
chr2R	14604048	14605048	38.2578872520137	43.8745648431697	43.0256619660454	9.18175035299838	10.2489139667979	10.3811685602317	49.910860039298	46.1333518199233	51.1051624465425	13.9147213113233	7.82453068615416	9.61348348740009	start
chr2R	14605151	14606151	14.1474478900676	13.5465246289971	26.789563110934	6.78651113047706	4.82301833731668	12.9764607002897	23.3891896418468	24.4382079910945	20.7614722439079	11.2931071512189	6.92170022236714	10.8952812857201	start
chr2R	14618270	14619270	46.0290206000789	54.5904723855106	45.4610767943122	60.4797903686632	64.1059520668342	57.8949785089847	46.3607151829463	36.158573048048	43.1199808142703	64.3303782364079	65.6056803685234	68.8966316597006	start
chr2R	14619297	14620297	9.56447181300342	19.8143196065928	16.2360988551115	17.7646909003664	24.3160507839716	18.5663206942606	10.4416025186816	9.72540930257843	10.6469088430297	17.1413233545287	11.7367960292312	12.8179779832001	start
chr2R	14629409	14630409	10.5607709601913	11.1202814118633	9.538708077378	10.379369964259	15.8757686936674	8.983703561739	7.51795381345075	11.4709955876566	13.0424633327114	7.05819196951184	5.71792627065112	17.9451691764802	start
chr2R	14757406	14758406	23.1141402147583	17.1858894546978	20.4980748045783	13.5730222609541	19.8949506414313	19.1652342650432	20.8832050373632	17.2064933814849	21.0276449649837	18.5529617484311	14.7462309085213	26.9177537647202	start
chr2R	14769098	14770098	28.6934154390103	32.3499095617841	34.9076125384897	28.3436641331689	26.5266008552417	45.5174313794776	35.9191126642647	25.9344248068758	29.5451720394074	47.7940427649802	34.9094445997647	27.8791021134603	start
chr2R	14769968	14770968	39.2541863992015	41.0439477565136	44.6492718515566	23.3535824195828	27.1294781474063	20.3630614066084	47.6137074851881	49.6245243900797	52.4360260519213	30.8543820381517	28.8905748411846	26.9177537647202	start
chr2R	14770415	14771415	51.0105163360182	58.4320241459725	63.3207855349348	42.5154961997534	42.0004513541327	44.7188799517675	63.9026074143314	65.0854314864864	65.7446621057084	56.4655357560947	51.1603929479311	40.6970800966604	start
chr2R	14770800	14771800	67.3498223498991	69.1479316883135	68.3945664271572	42.9147027368403	47.6273060810022	52.1054806580862	69.5410727744194	71.8184071575023	67.8740438743143	63.5237277256065	66.2075673443814	44.8629229412004	start
chr2R	14807918	14808918	54.5971932658945	65.3063799278516	81.5863967469352	82.6357531769854	74.7567842284085	82.0511591972163	56.175821550507	66.082909363674	43.6523262564218	75.0184975045258	84.8660635959798	40.3766306470804	start
chr2R	14854928	14855928	55.7927522425199	60.6560804283452	58.4499558784014	76.4480518521387	67.3212976250453	61.0891842198252	52.8345087445289	62.5917367935176	59.3565167998906	64.7337034918086	56.2764322427242	86.5213513866008	start
chr2R	14858344	14859344	25.5052581680091	29.1149186056057	23.1364408685339	25.5492183735607	28.7371509265119	23.7569049743765	24.8510139944622	20.9470354209382	19.6967813596049	32.0643578043538	23.7745355463915	22.7519109201802	start
chr2R	14860435	14861435	20.3245026026323	20.2186934761151	22.7305383971561	26.3476314477345	24.1150916865834	30.3449542529851	26.104006296704	17.9546017893756	18.632090475302	25.4094910902426	28.8905748411846	20.1883153235402	start
chr2R	14860655	14861655	17.7341248199438	21.0274412151597	20.903977275956	26.5472347162779	22.9093371022542	26.3521971144344	21.0920370877368	16.7077544428912	20.4952995228322	25.4094910902426	25.8811399618945	21.1496636722802	start
chr2R	14881617	14882617	4.184456418189	4.04373869522301	6.69739077773349	40.5194635143189	44.2110014254029	38.3304685300864	6.68262561195622	3.74054203945324	10.1145634008782	30.2493941550507	22.8717050826045	35.2494394538003	start
chr2R	14929202	14930202	24.7082188502588	28.3061708665611	23.9482458112894	20.3595333914312	23.5122143944188	31.7424192514778	26.7305024478249	26.9319026840633	25.0202357811198	22.7878769301382	30.3952922808296	15.3815735798401	start
chr2R	14929582	14930582	12.3541094251294	9.30059899901292	9.13280560600021	11.3773863069763	12.2585049406799	8.983703561739	15.6624037780224	10.9722566490628	14.6394996591658	7.66317985261285	9.32924812579919	9.61348348740009	start
chr2R	14935159	14936159	41.6453043524524	55.3992201245552	49.9260039794678	33.9325556523853	30.947700997782	43.1217770963472	52.8345087445289	39.4003761489075	26.88344482865	51.4239700635862	37.0160490152678	43.2606756933004	start
chr2R	14935176	14936176	47.8223590650171	57.2189025374056	56.2174922858235	38.5234308288845	30.1438646082292	43.7206906671298	55.5493253993861	39.4003761489075	26.88344482865	53.2389337128893	37.3169925031968	43.2606756933004	start
chr2R	14941897	14942897	13.3504085723173	12.131216085669	18.2656112120004	9.38135362154182	10.6508321615743	8.18515213402887	13.3652512239124	10.2241482411722	15.1718451013173	10.2847940127172	9.32924812579919	8.65213513866008	start
chr2R	14962791	14963791	48.6193983827674	47.3117427341092	64.7414441847571	44.3119256166444	39.9908603802508	69.4739742107816	68.9145766232985	46.3827212892202	41.2567717667401	68.565293418115	48.45190155657	58.3217998235605	start
chr2R	14965183	14966183	106.604008749101	83.301017121594	98.4313493091134	120.56037420024	118.364908361647	96.6247227529262	93.1390944666398	102.989590819613	93.1604523765098	100.831313850169	118.872677731957	94.5325876261009	start
chr2R	14975421	14976421	25.9037778268843	26.6886753884719	37.7489298381342	26.3476314477345	27.7323554395709	34.3377113915358	42.6017382762209	29.6749668463291	27.948135712953	34.0809840813572	28.8905748411846	19.8678658739602	start
chr2R	14980762	14981762	34.6712103221374	27.0930492579942	41.1991008448454	48.1043877189698	42.8042877436855	64.4830277875933	36.5456088153856	32.9167699471885	36.7318355084524	62.1120893317042	45.1415231893509	49.6696646849005	start
chr2R	14987159	14988159	36.8630684459507	42.0548824303193	40.9961496091565	38.9226373659714	32.957291971664	58.2942542228398	41.9752421251	33.6648783550792	37.2641809506039	49.0040185311822	38.8217099428418	34.6085405546403	start
chr2R	14991831	14992831	18.7304239671317	19.4099457370704	26.9925143466229	13.7726255294976	15.473850498891	13.7750121279998	22.7626934907259	22.4432522367195	15.7041905434688	17.9479738653301	9.6301916137282	15.7020230294201	start
chr2R	14992022	14993022	20.3245026026323	20.6230673456374	28.616124232134	13.7726255294976	14.2680959145618	14.1742878418549	19.2125486343741	20.6976659516413	15.4380178223931	15.3263597052257	9.32924812579919	14.7406746806801	start
chr2R	15010895	15011895	73.9253967213389	69.1479316883135	73.0624448480017	77.4460681948559	76.5654161049023	70.2725256384918	62.8584471624632	94.0122899249248	71.6004619693747	73.8085217383238	90.5839898666309	55.7582042269205	start
chr2R	15024603	15025603	11.7563299368167	11.5246552813856	10.1475617844447	33.5333491152984	37.9812694063688	26.3521971144344	11.903426871297	9.97477877187531	14.6394996591658	18.1496364930304	16.8528353240243	20.8292142227002	start
chr2R	15128325	15129325	68.1468616676493	65.7107537973739	76.7155670904018	46.5075615706222	56.670465463471	43.5210528102023	86.8741329554309	90.2717478854716	87.5708252339193	49.4073437865829	63.4990759530203	58.9626987227205	start
chr2R	15207492	15208492	5.97779488312714	4.65029949950646	7.30624448480017	7.38532093610739	8.23932299291599	9.18334141866654	6.89145766232985	5.73549779382831	8.25135435334801	9.27648087421556	7.22264371029615	11.8566296344601	start
chr2R	15213559	15214559	25.9037778268843	27.4974231275165	30.442685353334	9.18175035299838	9.24411847985697	18.5663206942606	31.9513037071657	32.6674004778916	30.6098629237104	20.5695880254345	16.2509483481663	14.0997757815201	start
chr2R	15226437	15227437	47.0253197472668	57.2189025374056	51.7525651006679	54.49169231236	61.4934838007876	59.6917192213325	52.6256766941552	57.6043474075799	41.7891172088916	60.2971256824011	70.4207761753874	42.9402262437204	start
chr2R	15248283	15249283	61.7705471256471	68.1369970145077	79.7598356257352	44.3119256166444	37.5793512115925	33.7387978207532	68.4969125225512	58.8511947540643	70.8019438061475	37.1059234968622	48.150958068641	41.0175295462404	start
chr2R	15252149	15253149	158.810084061744	145.978966897551	135.165522968803	157.08777234369	161.973032494885	144.537808415534	127.805214828663	167.825652836802	132.021669653568	131.484033260621	156.189670235154	140.997757815201	start
chr2R	15311009	15312009	29.0919350978854	35.5849005179625	31.0515390604007	33.333745846755	33.9620874586049	37.5319171023763	32.9954639590338	25.9344248068758	30.0775174815589	41.9458265616703	34.3075576239067	36.5312372521203	start
chr2R	15485452	15486452	12.1548495956918	14.759646237564	11.5682204342669	9.78056015862871	7.8374047981396	11.3793578448694	16.0800678787697	11.2216261183597	15.7041905434688	12.7047455451213	9.93113510165721	9.61348348740009	start
chr2R	15511209	15512209	35.2689898104501	31.7433487575006	29.4279291748896	28.5432674017124	31.7515373873348	29.3467649683474	29.4453191026821	29.1762279077353	29.5451720394074	29.4427436442494	37.9188794790548	24.6746076176602	start
chr2R	15511311	15512311	32.2800923688865	32.7542834313064	23.1364408685339	29.9404902815165	34.3640056533813	34.3377113915358	33.2042960094075	31.1711836621104	30.8760356447861	30.2493941550507	41.2292578462739	27.8791021134603	start
chr2R	15513066	15514066	77.5120736512152	78.8529045568487	77.1214695617796	97.0071885121133	99.8766714019329	95.0276198975059	79.3561791419801	83.2894027451589	83.8444071388588	76.2284732707278	86.9726680114828	74.0238228529807	start
chr2R	15537674	15538674	38.8556667403264	43.2680040388862	54.3909311646235	32.7349360411247	30.1438646082292	43.3214149532748	36.9632729161328	44.3877655348451	38.5950445559826	45.1724286048758	33.4047271601197	45.8242712899404	start
chr2R	15539053	15540053	6.17705471256471	7.48091658616257	5.27673212791123	8.7825438159115	8.64124118769238	7.7858764201738	7.10028971270348	2.74306416226571	9.31604523765098	9.07481824651522	8.42641766201217	6.08853954202006	start
chr2R	15540386	15541386	22.1178410675704	26.2843015189496	28.8190754678229	14.1718320665845	14.8709732067264	12.3775471295071	32.1601357575393	24.4382079910945	31.9407265290891	14.318046566724	18.0566092757404	14.7406746806801	start
chr2R	15540934	15541934	33.8741710043871	39.6286392131855	35.7194174812453	32.9345393096681	34.5649647507695	25.5536456867243	44.4812267295836	34.6623562322667	42.321462651043	33.2743335705558	29.1915183291136	34.9289900042203	start
chr2R	15542160	15543160	40.6490052052645	32.7542834313064	46.0699305013788	38.723034097428	37.7803103089806	48.7116370903182	46.7783792836935	32.1686615392979	28.2143084340287	47.1890548818791	43.9377492376349	37.8130350504403	start
chr2R	15570967	15571967	26.3022974857594	25.6777407146661	30.442685353334	23.1539791510394	23.713173491807	17.5681314096229	31.1159755056711	19.9495575437506	29.8113447604831	23.1912021855389	22.8717050826045	27.2382032143002	start
chr2R	15572643	15573643	11.9555897662543	9.50278593377407	8.32100066324464	10.379369964259	8.64124118769238	10.1815307033042	12.1122589216706	5.23675885523454	12.5101178905599	10.0831313850169	9.93113510165721	11.8566296344601	start
chr2R	15675940	15676940	236.322157712959	230.695292562473	173.523306514004	193.415567218596	182.671819525869	169.093264817621	196.510959401588	249.120099827586	227.843849240835	161.531764787971	183.876471124623	163.429219285802	start
chr2R	15676717	15677717	34.870470151575	34.5739658441567	31.8633440031563	7.98413074173772	11.6556276485153	5.58985999397094	36.3367767650119	41.1459624339857	45.2493625828762	8.06650510801353	6.62075673443814	8.97258458824008	start
chr2R	15678925	15679925	30.4867539039484	29.9236663446503	31.8633440031563	37.5254144861673	39.9908603802508	38.7297442439415	38.6339293191219	36.158573048048	32.4730719712406	43.7607902109734	45.4424666772799	43.5811251428804	start
chr2R	15680044	15681044	36.8630684459507	26.4864884537107	31.0515390604007	50.3000236729477	41.7994922567445	35.934814246956	22.5538614403522	35.1610951708605	29.2789993183317	35.0892972198588	36.4141620394098	39.7357317479204	start
chr2R	15682068	15683068	23.3134000441958	19.6121326718316	19.8892210975116	11.5769895755197	11.6556276485153	8.18515213402887	14.8270755765279	18.7027101972662	18.0997450331505	8.4698303634142	8.72736114994118	8.97258458824008	start
chr2R	15682218	15683218	24.9074786796964	21.2296281499208	18.8744649190671	14.3714353351279	14.2680959145618	8.58442784788394	15.4535717276488	19.4508186051569	17.567399590999	9.27648087421556	7.52358719822516	9.61348348740009	start
chr2R	15698225	15699225	42.0438240113275	44.278938712692	43.6345156731121	8.38333727882461	7.43548660336321	8.983703561739	35.5014485635174	35.6598341094542	30.3436902026346	8.06650510801353	11.7367960292312	10.5748318361401	start
chr2R	15734995	15735995	273.98226547666	287.509821230356	236.64114081325	234.733443807089	259.036276533383	176.280227667012	262.710719370029	392.75691414259	364.124282431616	168.791619385183	226.309502922613	198.358209290022	start
chr2R	15762064	15763064	13.3504085723173	11.7268422161467	10.7564154915114	17.3654843632795	16.478645985832	16.5699421249853	12.3210909720443	9.72540930257843	19.4306086385292	21.9812264193369	18.0566092757404	11.2157307353001	start
chr2R	15818613	15819613	7.97039317750285	7.27872965140142	10.9593667272003	24.9504085679304	28.7371509265119	23.3576292605214	7.51795381345075	10.4735177104691	8.51752707442376	27.6277799949463	22.8717050826045	24.9950570672402	start
chr2R	15842259	15843259	23.711919703071	21.431815084682	20.7010260402671	8.18373401028116	7.23452750597502	8.18515213402887	14.200579425407	25.6850553375789	30.8760356447861	5.04156569250846	6.92170022236714	9.93393293698009	start
chr2R	15848078	15849078	76.5157745040273	75.4157266659091	71.8447374338683	18.1638974374533	25.1198871735244	16.3703042680577	71.2117291774085	79.7982301750025	81.1826799281014	14.7213718221247	21.3669876429594	19.5474164243802	start
chr2R	15922539	15923539	12.9518889134421	11.7268422161467	12.5829766127114	18.5631039745402	18.0863187649375	13.3757364141447	16.2888999291433	17.9546017893756	14.6394996591658	22.9895395578386	15.3481178843793	17.3042702773202	start
chr2R	15990866	15991866	64.7594445672106	61.6670151021509	55.405687343068	60.4797903686632	59.8858110216821	54.1018592273616	49.4931959385508	40.1484845567981	55.6300987048302	65.3386913749096	59.2858671220142	64.4103393655806	start
chr2R	15991907	15992907	40.449745375827	44.6833125822143	50.7378089222234	48.1043877189698	41.7994922567445	62.885924932173	49.7020279889244	36.6573119866418	40.7244263245886	60.2971256824011	44.5396362134929	50.3105635840605	start
chr2R	15993030	15994030	4.184456418189	7.68310352092372	6.90034201342238	10.9781797698894	11.0527503563507	9.38297927559407	7.10028971270348	3.98991150875012	6.9204907479693	10.0831313850169	12.3386830050893	7.04988789076006	start
