chrom	start	end	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	class
chrX	14679067	14680067	31.2631130299785	21.4838249934226	26.9237674700084	16.5657118574484	14.2599590535461	17.6213053329012	13.6477090449311	12.2077680741093	11.6412914231004	9.21911985250913	7.4043596869837	10.1858302877701	start
chrX	15712127	15713127	116.568994312784	130.225031498593	168.651689489097	92.1917877284088	90.1896111568438	96.1162109067336	158.269400053314	128.633704336448	135.656681685516	90.8741814033043	110.064806157866	96.5616711280603	start
chrX	17820263	17821263	111.855962197712	100.478196892315	129.476095249029	96.5132777781779	83.7078115870501	68.8832844831591	154.747410622364	121.399471403642	88.6163612411517	109.312421108323	103.661035617772	93.3022054359739	start
chrX	17820274	17821274	111.855962197712	100.478196892315	129.778609490265	95.7930294365497	83.8930058604728	68.8832844831591	154.967534961799	121.399471403642	88.6163612411517	108.936130502098	103.460917788394	93.3022054359739	start
chrX	18863449	18864449	310.903018524259	312.672283750428	288.901100380427	267.932383085688	311.496767896943	333.202864476677	258.646098835388	257.719548231196	284.617696426005	185.323123565745	250.547522381178	264.831587482022	start
chrX	2619298	2620298	6.9124471021058	10.5766523044542	5.74777058348493	131.805446517959	138.895705067008	137.766568966318	12.3269630083249	10.8513493992083	11.878868799082	171.212225832312	204.520421624252	244.256210300726	start
chrX	4412355	4413355	42.1030868946444	29.7468346062775	24.957424901974	41.054155472807	35.1869119503087	38.9804633121753	49.3078520332995	57.4217239041437	60.3446534993366	24.6470347077285	44.2260402925242	45.8362362949653	start
chrX	4412961	4413961	50.4294436312719	33.7130792204478	28.2850815555706	41.054155472807	43.8910428011745	43.2522949080301	58.3329499501088	65.5602359535499	66.7592426508408	31.2321203166636	49.8293395151065	51.744017861872	start
chrX	4426634	4427634	256.074744918919	262.102664919756	196.936771044668	218.955495854971	233.900367332841	279.804969528491	200.753397564148	191.707172719346	217.145721647219	140.356396121874	176.503925511341	183.141228574106	start
chrX	4707415	4708415	22.7796552228487	23.1364269159936	22.6885680927037	20.1669535655894	23.7048669981027	28.8348632720201	23.7734286589123	27.1283734980206	20.431654334421	11.2887181867459	19.41142944966	17.5196280949645	start
chrX	4956145	4957145	55.7708800283536	65.1125157492963	52.4862208544545	48.9768872307172	57.4102247610299	54.9998317966309	57.4524525923713	49.961421192188	54.8803738517588	36.3120435006992	50.4296930032403	46.0399529007207	start
chrX	5764052	5765052	45.7164115161997	49.5780576771292	86.8215872347461	74.9058275293321	46.483762629092	43.2522949080301	79.685010875243	89.0714929851678	52.0294453399792	55.1265738119424	75.0441860167266	58.2629492460448	start
chrX	5881979	5882979	19.794734883303	26.4416307611356	20.2684541628153	30.2504303483841	24.2604498183707	24.0290527266834	18.9306931913561	9.94707028260757	19.4813448304945	7.33766682138482	12.2071875920542	13.6490125856119	start
chrX	6540270	6541270	79.0218384627095	73.045004977637	98.77089976357	120.281473051908	97.7825763671736	111.601600441707	84.5277463427992	83.8718880647138	91.7048671289131	87.2994206441681	115.46798755107	117.340764915111	start
chrX	6545618	6546618	124.1098456969	109.732767658713	127.812266922231	131.085198176331	131.858322676946	121.213221532381	150.124799494242	144.00644931866	119.738997494747	130.572840360027	151.689314668477	130.582344289212	start
chrX	6683297	6684297	144.847187003217	140.471163418533	143.089236104651	118.120728027024	118.339140717091	100.388042502588	149.904675154808	130.89440212795	134.943949557572	95.0133780717778	106.862920887819	111.63669995396	start
chrX	6683340	6684340	156.472666220395	149.064693415902	154.131005909767	130.364949834703	126.672883021111	106.261810946889	162.231638163133	137.224355944154	144.9221993488	100.281446558926	117.469165844849	117.137048309356	start
chrX	6683854	6684854	150.345724470801	134.852316881791	147.324435481956	136.847184909357	134.265848231441	120.145263633417	155.848032319536	128.633704336448	139.220342325241	94.0726515562157	121.27140460303	128.137745020148	start
chrX	6907776	6908776	19.3234316717958	25.7805899921072	31.158966847313	14.4049668325639	21.8529242638759	26.6989474740927	22.452682622306	16.7291636571127	17.818303198623	13.9227524303199	12.807541080188	17.9270613064753	start
chrX	7074049	7075049	36.2903472860554	25.7805899921072	42.0494795318108	38.8934104479224	25.5568097323295	22.4271158782378	48.2072303361277	35.9450948848774	23.0450054702191	34.2424451664625	39.6233302168317	24.853425902159	start
chrX	8120779	8121779	34.0909322990218	34.3741199894762	31.007709726695	37.4529137646661	30.1866665678964	30.9707790699475	31.0375318602466	35.9450948848774	37.5372254050991	19.190820917468	25.2148465016202	30.3537742575548	start
chrX	8252169	8253169	197.94734883303	175.506324177037	193.306600149835	206.711274047292	218.158854091914	201.844042904141	244.558141111588	199.845684768752	186.260662769606	171.77666174165	169.499801483113	152.176304499285	start
chrX	8516872	8517872	133.221707786039	111.715889965798	109.51015532745	91.4715393867806	123.709774646348	121.747200481863	154.747410622364	122.755890078543	128.054205654104	98.588138830914	117.669283674227	105.525201781298	start
chrX	8516929	8517929	134.007213138551	111.054849196769	110.720212292394	94.3525327532933	124.450551740039	122.815158380826	155.187659301233	124.112308753444	129.242092534012	99.3407200433637	118.469754991739	106.543784810075	start
chrX	8516987	8517987	135.735324914077	112.376930734826	113.896611825372	96.5132777781779	125.746911653998	124.417095229272	158.489524392748	127.051215882397	130.905134165884	101.222173074488	121.071286773652	108.784667473384	start
chrX	8517008	8518008	136.835032407594	114.360053041911	117.224268478969	99.3942711446907	127.784048661647	126.019032077717	162.451762502567	130.216192790499	133.518485301682	102.727335499387	123.472700726188	111.840416559715	start
chrX	8517240	8518240	161.342799405969	144.106887648189	152.467177582969	152.692648425177	174.082617017317	161.795621693002	207.577252086614	177.690846412035	177.945454610248	136.405344756513	170.900626288759	165.417883873386	start
chrX	8906567	8907567	15.0817027682308	20.8227842243943	24.2011392988839	30.2504303483841	20.1861758030718	21.3591579792741	24.213677337781	25.5458850439694	30.4099041256499	17.1212225832312	26.2154356485098	22.6125432388496	start
chrX	9029704	9030704	96.6171583589788	67.0956380563815	81.8301022543512	39.6136587895506	40.9279344264117	25.630989575129	97.0748336905584	78.89835292341	88.1412064891884	37.2527700162614	45.026511610036	41.3544709683465	start
chrX	9042143	9043143	268.799931629614	326.554139900024	250.935563105303	298.182813434072	277.791410134016	350.824169809578	232.011053763829	222.226592904619	246.367738892961	167.637465073176	204.72053945363	234.477813224467	start
chrX	9163662	9164662	8.01215459562263	8.92405038188325	8.77291299584542	53.2983772804863	57.965807581298	70.4852213316047	9.02509791680929	10.8513493992083	9.5030950392656	82.2194974601325	99.658679030213	100.024853425902	start
chrX	10086026	10087026	72.1093913606037	80.3164534369493	114.04786894599	80.6678142623577	77.2260120172564	81.1648003212417	102.577942176418	108.965633550383	92.1800218808763	73.9411041231855	102.060092982748	92.6910556187077	start
chrX	10219609	10220609	24.3506659278727	22.8059065314794	25.5624533844461	35.2921687397815	35.3721062237314	37.3785264637297	19.3709418702248	25.7719548231196	23.5201602221824	51.928103659031	48.0282790507051	52.9663174964044	start
chrX	10348179	10349179	35.0335387220362	40.9845276797601	41.2931939287207	28.8099336651277	16.4822903346183	21.3591579792741	29.7167858236403	21.7026987984165	19.2437674545128	19.9434021299177	21.4126077434393	22.2051100273388	start
chrX	10602140	10603140	124.266946767402	133.860755728249	111.930269257338	87.1500493370114	72.5961551816895	77.9609266243506	94.6534659567804	77.9940738068094	93.8430635127478	51.1755224465813	47.6280433919492	57.6517994287786	start
chrX	10744001	10745001	265.500809149064	257.475379536558	229.759566218779	214.634005805202	249.086297753501	294.222401164501	219.46396641607	216.122708867564	216.908144271237	167.449319770064	180.906517757656	215.73588549497	start
chrX	10744933	10745933	385.683128083403	405.879032183431	382.529258042984	301.063806800585	337.794354722963	332.134906577713	381.475480239768	351.086367020217	361.355188868074	241.766714499474	278.964254152845	272.165385289216	start
chrX	10877553	10878553	68.1818645980436	69.4092807479809	71.2421038110895	70.584337479563	58.8917789484114	74.2230739779776	64.0561827754025	70.985910653154	68.4222842827123	40.8275307753976	50.2295751738624	62.5409979669083	start
chrX	10967221	10968221	19.1663306012933	32.7215180669053	41.4444510493387	22.327698590474	18.5194273422677	28.3008843225382	26.4149207321247	20.7984196818158	10.9285592951554	21.2604192517047	19.41142944966	16.9084782776983	start
chrX	11369164	11370164	51.3720500542863	50.2390984461576	72.1496465347977	45.3756455225762	55.1878934799578	46.9901475544031	82.9868759667586	81.8372600523623	66.0465105228959	48.7296335061197	59.8352309840034	54.5960503424476	start
chrX	11621514	11622514	132.907505645034	136.504918804362	109.661412448068	131.085198176331	113.153701061256	106.261810946889	135.596593091574	111.452401121035	120.21415224671	89.3690189784049	87.2513736087808	82.708941936693	start
chrX	11792032	11793032	90.490216609385	96.842472662659	126.602209957286	98.6740228030625	74.6332921893389	79.5628634727962	102.798066515852	108.287424212932	88.8539386171334	76.0107024574223	76.2448929929943	61.3186983323759	start
chrX	11792213	11793213	82.1638598727576	85.9352999736906	113.442840463518	87.8702976786396	65.5587727916277	72.0871581800502	92.8924712413054	98.1142841511747	80.0635757058127	69.0493262422623	66.8393550122312	52.762600890649	start
chrX	11792378	11793378	75.4085138411542	80.6469738214635	96.9558143161537	79.2273175791013	57.965807581298	64.0774739378224	79.685010875243	87.7150743102668	68.659861658694	60.5827876022029	57.4338170314681	46.651102717987	start
chrX	12203297	12204297	316.401555991843	335.478190281907	266.061275167105	336.355975540366	307.978076701912	393.542485768126	261.727839587469	248.224617506889	283.429809546097	208.841286454799	226.333265026448	220.013934215834	start
chrX	12785062	12786062	144.37588379171	121.631501501224	122.215753459364	73.4653308460757	117.227975076555	97.1841688056973	119.30739197343	102.409609955028	105.246777559867	87.675711250393	101.459739494614	93.0984888302185	start
chrX	13095070	13096070	9.89736744165148	7.27144845931228	10.5879984432617	15.8454635158203	12.2228220458967	19.7572211308286	11.6665899900218	10.8513493992083	11.878868799082	9.21911985250913	11.4067162745425	11.0006967107917	start
chrX	13845615	13846615	126.466361754436	120.970460732195	125.845924354196	121.721969735165	122.783803279235	114.805474138599	147.923556099899	128.633704336448	110.711057207444	102.727335499387	120.270815456141	95.1356548877725	start
chrX	15068626	15069626	186.007667474847	168.234875717725	201.171970421973	132.525694859588	151.118527112905	178.882948076421	178.961087960145	156.892426730219	152.04952062825	129.632113844465	136.280241806376	124.674562722306	start
chrX	15070962	15071962	66.1395506815123	81.3080145904919	105.728727311999	59.0603640135119	57.2250304876073	64.6114528873043	64.7165557937056	89.0714929851678	62.0076951312081	46.0955992625457	69.4408867941444	55.0034835539584	start
chrX	15332809	15333809	104.943515095606	107.749645351627	125.694667233578	85.709552653755	92.7823309847613	83.834695068651	100.15657444264	116.199866483188	104.29646805594	69.801907454712	88.4520805850485	87.5981404748227	start
chrX	15333719	15334719	90.6473176798874	81.3080145904919	107.543812759415	77.7868208958449	86.3005314149676	86.5045898160603	99.9364501032053	113.260959354236	102.633426424068	66.0390013924634	87.2513736087808	86.5795574460457	start
chrX	15333977	15334977	58.5986992973969	44.6202519094163	51.5786781307464	42.4946521560634	55.0026992065351	63.0095160388587	61.6348150416244	63.073468382898	63.1955820111162	36.8764794100365	49.4291038563506	47.2622525352532	start
chrX	15334055	15335055	57.6560928743825	43.2981703713595	49.0073070802399	41.7744038144352	52.224785105195	61.4075791904132	58.9933229684119	60.5867008122461	61.0573856272815	35.3713169851371	48.0282790507051	45.0213698719437	start
chrX	15334065	15335065	57.6560928743825	43.6286907558737	48.7047928390039	41.054155472807	51.6692022849269	60.8736002409313	58.7731986289776	59.6824216956454	60.5822308753182	34.9950263789122	47.8281612213271	44.6139366604329	start
chrX	15462221	15463221	71.1667849375892	84.6132184356338	76.8386172739564	72.0248341628193	68.8922697132359	61.4075791904132	88.7101087920523	62.1691892662973	76.2623376901064	53.0569754777056	54.632167420177	55.6146333712246	start
chrX	15464081	15465081	45.8735125867021	43.9592111403879	43.8645649792271	43.9351488393198	39.8167687858756	34.1746527668386	38.7418837404496	37.0754437806282	40.3881539168788	22.7655816766042	33.8199131648715	29.5389078345332	start
chrX	15464826	15465826	277.126288366242	250.203931077245	199.81065633641	146.210413350523	194.268792820388	176.213053329012	227.388442635707	212.505592401162	241.85376874931	117.59081444527	155.29143559728	149.527988624465	start
chrX	15465064	15466064	275.555277661218	249.873410692731	195.726714079724	144.049668325639	196.491124101461	182.620800722794	224.086577544192	211.375243505411	243.991965133144	116.273797323483	156.091906914791	149.527988624465	start
chrX	15465239	15466239	276.497884084232	250.203931077245	196.936771044668	146.210413350523	198.157872562265	183.688758621758	224.306701883626	210.47096438881	246.367738892961	116.273797323483	158.493320867327	151.157721470508	start
chrX	15465683	15466683	84.8345780712984	69.4092807479809	53.5450206987807	38.1731621062942	64.0772186042463	59.8056423419676	52.6097171248151	53.1263981002904	82.2017720896474	27.8455048606398	46.6274542450595	53.5774673136706	start
chrX	15986507	15987507	71.7951892195989	68.0871992099241	68.5194756399651	53.2983772804863	58.521390401566	48.0581054533668	81.8862542695867	60.3606310330959	63.6707367630795	51.3636677496937	55.6327565670667	52.1514510733828	start
chrX	15986665	15987665	71.1667849375892	67.4261584408957	68.5194756399651	51.8578805972299	58.8917789484114	46.9901475544031	82.1063786090211	59.2302821373451	62.4828498831713	51.5518130528062	55.2325209083108	50.725434833095	start
chrX	16458366	16459366	12.2538834991876	9.91561153542584	11.7980554082059	17.2859601990766	11.6672392256287	22.4271158782378	14.5282064026686	9.94707028260757	9.97824979122888	6.39694030582266	8.00471317511751	11.4081299223025	start
chrX	16640467	16641467	107.14293008264	112.046410350312	98.77089976357	112.358741293998	100.190101921668	114.271495189117	115.345153863611	94.7232374639221	97.6443015284541	74.8818306387477	92.4544371726072	86.3758408402903	start
chrX	16645366	16646366	72.2664924311061	66.4345972873531	92.2668435769949	63.381854063281	67.7811040726999	69.9512423821228	75.5026484259899	85.0022369604647	83.8648137215189	55.6910097212797	69.8411224529003	58.2629492460448	start
chrX	16968568	16969568	50.2723425607694	49.5780576771292	60.8053624884458	41.7744038144352	38.8907974187622	40.5824001606209	45.1254895840464	51.0917700879389	49.1785168281995	39.8868042598354	47.2278077331933	41.1507543625911	start
chrX	17281995	17282995	27.4926873379208	25.450069607593	18.9071400772531	19.4467052239612	20.1861758030718	23.4950737772016	13.2074603660624	14.6945356447612	16.1552615667515	13.3583165209826	17.6103689852585	19.5567941525185	start
chrX	17421819	17422819	35.6619430040458	33.7130792204478	34.4866235009096	35.2921687397815	32.5941921223912	42.7183159585483	27.735666768731	26.22409438142	32.310523133503	24.2707441015036	23.6139038665967	25.6682923251806	start
chrX	18085260	18086260	217.899184786835	208.227842243943	259.254704739294	226.878227612881	198.898649655955	192.232421813467	254.023487707266	247.094268611138	215.245102639366	160.676088858016	204.72053945363	202.494306120869	start
chrX	18479482	18480482	197.633146692025	181.125170713779	151.559634859261	141.888923300754	133.710265411173	129.222905774609	154.087037604061	144.68465865611	145.397354100764	82.03135215702	118.269637162361	107.562367838852	start
chrX	18479600	18480600	186.007667474847	169.556957255782	145.811864275776	136.847184909357	128.710020028761	129.222905774609	150.565048173111	139.258983956506	136.844568565425	80.9024803383455	115.067751892314	104.09918554101	start
chrX	18929834	18930834	327.869934138518	292.841060679576	304.934355165937	301.784055142213	262.049896893088	266.989474740927	364.96615478219	292.308224441172	300.535380616775	231.606868131403	238.140216959746	220.6250840331	start
chrX	18929858	18930858	327.869934138518	293.832621833119	304.934355165937	299.623310117328	262.049896893088	266.455495791445	364.305781763887	293.212503557773	301.24811274472	232.17130404074	238.340334789124	221.236233850366	start
chrX	19135606	19136606	14.6103995567236	17.5175803792523	14.9744549411844	17.2859601990766	16.8526788814636	13.3494737370463	14.5282064026686	9.7210005034574	14.7297973108617	7.90210273072212	10.0058914688969	13.0378627683457	start
chrX	19261319	19262319	236.280010035616	266.399429918441	222.80173867035	197.348045606125	196.120735554615	177.281011227975	223.206080186454	185.829358461441	198.377108944669	136.781635362738	167.098387530578	147.490822566911	start
chrX	19266155	19267155	26.7071819854088	45.6118130629588	26.7725103493903	32.4111753732687	27.5939467399789	33.1066948678749	23.5533043194779	20.5723499026657	26.8462434859253	16.9330772801188	16.009426350235	27.7054583827346	start
chrX	19352680	19353680	249.319398887316	259.458501843643	242.162650109457	211.753012438689	233.529978785996	256.30989575129	197.231408133198	217.253057763315	222.610001294797	138.663088393862	171.500979776893	187.215560689214	start
chrX	19521526	19522526	176.895805385707	197.981710324003	170.01300357466	161.335628524715	178.897668126306	207.183832398959	151.885794209717	133.607239477752	167.492050067056	96.3303951935648	145.085426299005	159.91753551799	start
chrX	19521598	19522598	205.645301287648	228.059065314794	193.004085908599	176.460843698907	205.565643499172	237.086653569943	168.174995327861	152.823170705516	191.487365041202	107.054677470973	163.296148772397	179.270613064753	start
chrX	19658941	19659941	22.151250940839	19.5007026863375	16.3357690267466	23.7681952737304	19.2602044359584	33.1066948678749	19.1508175307904	18.7637916694643	27.3213982378886	11.4768634898583	12.6074232508101	17.9270613064753	start
chrX	21093343	21094343	32.3628205234953	25.450069607593	24.2011392988839	15.1252151741921	25.7420040057521	33.1066948678749	28.8362884659029	21.7026987984165	29.697171997705	18.4382397050183	23.6139038665967	27.2980251712238	start
chrX	21362527	21363527	111.69886112721	103.122359968429	107.392555638797	82.8285592872422	102.042044655895	98.7861056541429	88.7101087920523	94.2710979056217	100.495230040234	70.5544886671617	79.2466604336634	99.6174202143913	start
chrX	21624295	21625295	43.9882997406733	40.6540072952459	38.2680515163602	62.6616057216528	75.1888750096069	75.2910318769413	45.1254895840464	42.7271882593825	46.5651656924014	53.8095566901554	75.4444216754825	83.1163751482038	start
chrX	21631390	21632390	102.429897967568	70.0703215170092	132.047466299535	55.4591223053709	56.4842533939166	44.8542317564757	155.848032319536	152.597100926366	122.114771254563	90.8741814033043	110.064806157866	81.690358907916	start
chrX	2088835	2089835	10.6828727941635	18.1786211482807	22.8398252133217	18.0062085407048	21.2973414436079	37.9125054132116	7.92447621963742	11.3034889575086	18.0558805746046	25.7759065264031	25.615082160376	37.8912886705047	start
chrX	2633451	2634451	23.8793627163655	20.8227842243943	35.3941662246177	44.655397180948	26.8531696462882	35.2426106658023	80.3453838935461	80.7069111566114	67.9471295307491	60.206496995978	62.2366449365386	56.4294997942462	start
chrX	2633714	2634714	24.8219691393799	21.1533046089084	37.209251672034	79.2273175791013	74.8184864627616	90.2424424624332	82.7667516273242	85.9065160770654	69.8477485386022	147.317772337034	158.093085208571	158.695235883458	start
chrX	2947533	2948533	23.8793627163655	35.3656811430188	27.3775388318624	64.1021024049092	44.0762370745972	49.6600423018124	55.6914578768963	46.1182349466351	61.2949630032631	96.1422498904524	118.869990650495	103.488035723744	start
chrX	3779642	3780642	14.6103995567236	15.5344580721671	17.0920546298368	118.840976368652	142.414396262039	113.737516239635	21.3520609251342	24.4155361482186	24.4704697261089	227.655816766042	256.15082160376	276.647150615835	start
chrX	4529730	4530730	89.3905091158682	88.5794630498041	86.670330114128	57.6198673302555	72.4109609082668	54.4658528471491	90.911352186396	82.5154693898128	87.6660517372252	55.3147191150548	58.8346418371137	67.6339131107933	start
chrX	4540407	4541407	110.127850422186	109.071726889684	124.78712450987	79.2273175791013	69.0774639866586	58.7376844430039	109.842045377752	113.487029133386	126.153586646251	70.3663433640493	90.4532588788279	91.6724725899307	start
chrX	4542129	4543129	13.196489922202	10.5766523044542	13.6131408556222	14.4049668325639	12.037627772474	12.2815158380826	16.7294497970123	8.13851204940619	10.2158271672105	7.14952151827239	15.8093085208571	9.77839707625927	start
chrX	4548569	4549569	63.6259335534738	64.1209545957537	88.3341584409263	79.2273175791013	58.521390401566	50.1940212512942	88.7101087920523	90.8800512183692	74.3617186822533	63.9694030582266	72.2425364054355	63.7632976014407	start
chrX	4551472	4552472	132.907505645034	130.555551883107	133.862551746952	55.4591223053709	87.782085602349	87.0385687655421	144.401566668949	163.222380546424	179.60849624212	81.2787709445703	100.459150347725	79.653192850362	start
chrX	4570490	4571490	20.7373413063174	21.1533046089084	20.2684541628153	14.4049668325639	16.1119017877729	23.4950737772016	21.3520609251342	24.4155361482186	21.3819638383476	16.3686413707815	19.41142944966	15.6861786431659	start
chrX	4617063	4618063	92.6896315964187	104.113921121971	95.7457573512095	95.0727810949215	82.9670344933594	91.8443793108788	94.6534659567804	62.8473986037478	92.6551766328396	67.9204544235877	70.8417115997899	79.8569094561174	start
chrX	4635817	4636817	89.3905091158682	72.0534438240944	64.8893047451325	74.1855791877039	65.1883842447824	64.6114528873043	69.1190425823931	71.6641199906045	66.9968200268225	54.5621379026051	74.6439503579708	68.0413463223041	start
chrX	4647370	4648370	23.2509584343559	26.7721511456498	37.9655372751241	28.0896853234995	18.8898158891131	23.4950737772016	31.9180292179841	23.7373268107681	27.3213982378886	22.3892910703793	26.8157891366437	25.872008930936	start
chrX	4648091	4649091	24.1935648573703	25.450069607593	27.5287959524805	28.0896853234995	22.2233128107213	27.2329264235745	20.9118122462654	22.6069779150172	24.4704697261089	16.9330772801188	18.2107224733923	23.6311262676266	start
chrX	4649514	4650514	181.765938571282	184.760894943435	147.324435481956	119.56122471028	152.785275573709	158.59174799611	150.785172512545	144.00644931866	138.032455445333	120.036703385731	113.066573598535	130.989777500723	start
